3686	aBivyaYj	7	P.
3693	aBivyAp	5	P.
3697	aBivyAhf	1	P.
3702	aBiSaMs	1	P.
3708	aBiSaNk	1	Ā.
3711	aBiSap	1	U.
3715	aBiSas	1	P.
3736	aBizaYj	1	P.
3744	aBizic	6	U.
3750	aBizu	5	P.
3763	aBizwu	2	P.
3766	aBizyand	1	Ā.
3776	aBisaMskf	8	U.
3782	aBisaMKyA	2	P.
3786	aBisaMtap	1	P.
3790	aBisaMDA	3	U.
3797	aBisamApad	4	Ā.
3799	aBisaMpat	1	P.
3801	aBisaMpad	4	Ā.
3806	aBisaMbanD	9	P.
3812	aBisAntv	10	P.
3825	aBisfj	6	P.
3833	aBisvf	1	P.
3837	aBihan	2	P.
3848	aBihu	3	P.
3851	aBihf	1	P.
3859	aBI	2	P.
3892	aBIz	6	P.
3923	aByaYj	7	P.
3930	aByanujYA	9	U.
3936	aByantarIkf	8	U.
3938	aByam	1	P.
3945	aByarc	1,10	P.
3949	aByarT	10	Ā.
3956	aByarh	1,10	P.
3968	aByavaskand	1	P.
3970	aByavahf	1	P.
3975	aByave	2	P.
3977	aByaS	5	Ā.
3980	aByas	4	P.
4000	aByAgam	1	P.
4008	aByAcar	1	P.
4011	aByAtan	8	U.
4014	aByAdA	3	Ā.
4017	aByADA	3	U.
4023	aByAyam	1	P.
4026	aByAruh	1	P.
4030	aByAvft	1	Ā.
4036	aByAsad	1	P.
4038	aByAhan	2	P.
4041	aByAhf	1	P.
4045	aByukz	1,6	U.
4052	aByutTA	1	P.
4056	aByutpat	1	P.
4059	aByudi	2	P.
4063	aByudgam	1	P.
4069	aByudyam	1	P.
4073	aByupagam	1	P.
4077	aByupapad	4	Ā.
4084	aByupe	2	P.
4092	aByUh	1	U.
4095	aBr	1	P.
4114	am	1	P.
4114	am	10	P.
4114	am	1	Ā.
4257	amb	1	P.
4281	amB	1	Ā.
4297	ay	1	Ā.
4515	ark	10	P.
4525	arG	1	P.
4530	arc	1	U.
4530	arc	10	P.
4547	arj	1	P.
4547	arj	10	P.
4563	arT	10	Ā.
4577	ard	1	P.
4577	ard	10	P.
4592	arb	1	P.
4609	arv	1	P.
4625	arh	1	P.
4625	arh	10	P.
4636	al	1	U.
4663	alaMkf	8	U.
4749	alpIkf	8	U.
4754	av	1	P.
4763	avakarR	10	P.
4768	avakAS	1,4	Ā.
4779	avakuts	10	U.
4783	avakft	6	P.
4787	avakfz	1	P.
4790	avakF	6	P.
4793	avakxp	1	Ā.
4803	avakrand	1	U.
4806	avakram	1,4	U.
4811	avakrI	9	U.
4813	avakruS	1	P.
4822	avakzi	1,5,9	P.
4826	avakzip	6	U.
4830	avakzu	2	P.
4832	avaKaRq	10	P.
4836	avagaR	10	P.
4843	avagam	1	P.
4848	avagal	1	P.
4850	avagAh	1	Ā.
4855	avaguRW	10	P.
4862	avagur	6	U.
4864	avaguh	1	U.
4866	avagE	1	P.
4868	avagrah	9	U.
4874	avaGaww	1	Ā.
4879	avaGuz	1	P.
4882	avaGUrR	1	U.
4885	avaGfz	1	U.
4888	avaGrA	1	P.
4893	avacakz	2	Ā.
4899	avacar	1	U.
4904	avaci	3	P.
4904	avaci	5	U.
4912	avacUrR	10	P.
4917	avacCad	10	P.
4919	avacCid	7	U.
4926	avaji	1	P.
4931	avajYA	9	P.
4950	avataq	10	P.
4952	avatan	8	U.
4956	avatap	1	P.
4963	avatF	1	P.
4981	avadah	1	P.
4989	avadF	9	P.
4993	avado	4	P.
5007	avaDA	3	Ā.
5016	avaDAv	1	U.
5019	avaDIr	10	P.
5024	avaDU	5	U.
5030	avaDf	10	U.
5038	avaDyE	1	P.
5041	avaDvaMs	1	Ā.
5046	avanam	1	P.
5054	avanah	4	U.
5059	avanij	3	U.
5066	avanI	1	P.
5076	avapaw	10	P.
5078	avapat	1	P.
5083	avapad	4	Ā.
5093	avapIq	10	P.
5099	avaplu	1	Ā.
5103	avabanD	9	P.
5107	avabuD	4	Ā.
5114	avaBaYj	7	P.
5118	avaBAs	1	Ā.
5123	avaBid	7	P.
5126	avaBuj	6	P.
5132	avaman	4	Ā.
5143	avamuc	6	P.
5147	avamfj	2	P.
5149	avamfd	9	P.
5153	avamfS	6	P.
5158	avayaj	1	Ā.
5164	avayA	2	U.
5178	avaram	1	Ā.
5184	avaruD	7	U.
5192	avaruh	1	P.
5220	avalamb	1	Ā.
5227	avalip	6	P.
5231	avalih	2	U.
5237	avalI	4	Ā.
5240	avaluYc	1	P.
5243	avalup	6	U.
5250	avalok	1,10	Ā.
5267	avavraSc	6	P.
5290	avaSF	9	P.
5297	avazwamB	5,9	P.
5302	avazvan	1	P.
5308	avasaYj	1	P.
5315	avasad	1	P.
5323	avasf	1	P.
5331	avasic	6	P.
5337	avasfj	6	P.
5341	avaso	4	P.
5352	avaskand	1	P.
5357	avaskF	6	U.
5364	avastF	9	P.
5369	avasTA	1	Ā.
5388	avasvan	1	P.
5391	avahan	2	P.
5396	avahas	1	P.
5401	avahA	3	P.
5406	avahf	1	P.
5419	avAkF	6	P.
5436	avAn	2	P.
5441	avAp	5	U.
5666	ave	2	P.
5668	avekz	1	Ā.
5761	aS	5	Ā.
5761	aS	9	P.
5917	az	1	U.
5944	as	2	P.
5944	as	4	P.
5944	as	1	U.
6016	asatkf	8	U.
6293	ah	1,10,1	Ā.
6293	ah	5	P.
6349	Akac	1	Ā.
6352	Akamp	1	Ā.
6358	AkarR	10	P.
6360	Akal	10	P.
6372	AkANkz	1	U.
6381	AkAS	1	Ā.
6387	AkuYc	1,6	Ā.
6393	AkulIkf	8	U.
6394	AkulIBU	1	P.
6400	Akf	8,5	U.
6409	Akfz	1,6	P.
6417	AkF	6	P.
6427	Akrand	1	U.
6433	Akram	1	U.
6438	AkrI	9	U.
6440	AkrIq	1	U.
6444	AkruS	1	P.
6456	Akzar	10	P.
6461	Akzi	2,6	P.
6464	Akzip	6	U.
6492	AKyA	2	P.
6505	Agam	1	P.
6531	Agur	6	Ā.
6539	AgE	1	P.
6557	Agrah	9	U.
6563	AGaww	10	P.
6570	AGuz	1	P.
6570	AGuz	10	P.
6573	AGUrR	1,6	Ā.
6575	AGf	10	P.
6578	AGrA	1	P.
6592	Acakz	2	Ā.
6597	Acam	1	P.
6609	Acar	1	P.
6624	Aci	5	U.
6629	AcCad	10	P.
6637	AcCid	7	U.
6649	Ajan	4	Ā.
6663	Aji	1	P.
6670	AjIv	1	P.
6679	AjYA	9	P.
6690	AYC	1	P.
6728	AtaYc	7	P.
6731	Atan	8	U.
6738	Atap	1	P.
6765	Atud	6	U.
6770	Atfd	7	P.
6773	Atfp	4,5,6	P.
6776	AtF	1	P.
6792	AtmIkf	8	U.
6801	AdaMS	1	P.
6808	AdA	3	Ā.
6812	AdAnam	2	P.
6832	AdiS	6	U.
6844	Adf	6	Ā.
6852	AdfS	1	P.
6857	AdF	9	U.
6870	ADA	3	U.
6878	ADIkf	8	P.
6894	ADu	5	U.
6901	ADf	1,10	P.
6907	ADfz	5	P.
6907	ADfz	10	P.
6914	ADoraRaH	1	P.
6915	ADmA	1	P.
6924	ADyE	1	P.
6939	Anand	1	P.
6951	Anam	1	P.
6962	Anah	4	U.
6969	AnI	1	P.
7019	Anft	4	P.
7051	Ap	5,1	P.
7066	Apat	1	P.
7077	Apad	4	Ā.
7097	ApA	1	P.
7108	ApIq	10	P.
7116	Apfc	7	U.
7118	ApF	9	U.
7132	ApyE	1	Ā.
7141	ApracC	6	Ā.
7153	Aplu	1	Ā.
7163	AbanD	9	P.
7171	AbAD	1	Ā.
7177	AbuD	1	P.
7187	ABA	2	P.
7192	ABAz	1	Ā.
7196	ABAs	1	Ā.
7225	ABU	1	P.
7229	ABf	1	P.
7254	Amantr	10	Ā.
7281	AmIl	1	P.
7287	Amuc	6	U.
7296	Amfd	9	P.
7299	AmfS	6	P.
7313	AmnA	1	P.
7341	Ayaj	1	Ā.
7346	Ayat	1	Ā.
7355	Ayam	1	U.
7368	Ayas	4	P.
7375	AyA	2	P.
7383	Ayuj	7	U.
7388	AyuD	4	Ā.
7418	AraB	1	Ā.
7427	Aram	1	P.
7442	ArAD	5,10	P.
7451	Aric	7	U.
7456	Aru	2	P.
7470	AruD	7	U.
7474	Aruh	1	P.
7555	Alakz	10	U.
7561	Alap	1	P.
7566	AlaB	1	Ā.
7573	Alamb	1	Ā.
7590	AliK	6	P.
7594	AliNg	1,10	U.
7602	Alip	6	P.
7607	Alih	2	Ā.
7609	AlI	4	Ā.
7618	Aluq	1	P.
7627	Alok	1,10	Ā.
7633	Aloc	1,10	Ā.
7646	Avap	1	U.
7667	Avas	1	P.
7676	AvAs	10	P.
7678	Avah	1	P.
7689	Avitan	8	Ā.
7690	Avid	2	U.
7704	AviS	6	U.
7710	AvirBU	1	P.
7715	Avizkf	8	U.
7727	Avf	5,9,10	U.
7737	Avfj	1	Ā.
7741	Avft	1	Ā.
7752	Avezw	10	P.
7757	AvyaD	4	P.
7761	AvraSc	6	P.
7774	ASaMs	1	Ā.
7781	ASak	5	P.
7785	ASaNk	1	Ā.
7801	ASAs	2	Ā.
7810	ASI	2	Ā.
7830	ASyE	1	Ā.
7844	ASru	5	P.
7850	ASliz	4	P.
7868	ASvas	2	P.
7882	As	2	Ā.
7882	As	4	P.
7893	AsaYj	1	P.
7900	Asad	1	P.
7900	Asad	10	P.
7921	Asic	6	P.
7928	AsiD	1	P.
7932	Asu	5	U.
7946	Askand	1	P.
7955	Astf	5,9	U.
7964	AsTA	1	P.
7980	AsPal	10	P.
7984	AsPuw	1	P.
8001	Asvad	1	Ā.
8011	Ahan	2	P.
8022	AhiRq	1	Ā.
8027	Ahu	3	U.
8038	Ahf	1	P.
8054	Ahvf	1	P.
8060	Ahve	1	P.
8076	i	2	P.
8076	i	1,4	U.
8094	iK	1	P.
8095	iNg	1	U.
8108	iw	1	P.
8158	in	6,8	P.
8163	ind	1	P.
8186	inD	7	Ā.
8194	inv	6	P.
8208	ir	6	P.
8228	il	6,10	P.
8243	iz	6	P.
8243	iz	4	P.
8243	iz	9	P.
8243	iz	1	U.
8258	izita	4	None
8278	izkf	8	U.
8289	I	4,2	Ā.
8290	Ikz	1	Ā.
8300	IK	1	P.
8301	Ij	1	Ā.
8304	Iq	2	Ā.
8314	Int	1	P.
8320	Ir	2,1	Ā.
8320	Ir	10	U.
8332	Irzy	1	P.
8339	IS	2	Ā.
8352	Iz	1	U.
8362	Ih	1	Ā.
8366	u	1	Ā.
8366	u	5	P.
8376	ukz	1,6	U.
8384	uK	1	P.
8395	uc	4	P.
8409	uccak	1	P.
8413	uccaw	1	P.
8419	uccar	1	P.
8427	uccal	1	P.
8432	ucci	5	U.
8440	ucCal	1	U.
8450	ucCid	7	U.
8458	ucCiz	7	P.
8483	ucCvas	2	P.
8489	ucC	6	P.
8490	ujjas	4	P.
8495	ujji	1	P.
8500	ujjIv	1	P.
8504	ujjfmB	1	Ā.
8509	ujjval	1	P.
8513	ujJ	6	P.
8520	uYC	6	P.
8525	uW	1	P.
8532	uqqI	1,4	Ā.
8566	utkamp	1	Ā.
8593	utkf	8	Ā.
8595	utkft	6	P.
8597	utkfz	1	P.
8604	utkF	6	U.
8612	utkFt	10	P.
8620	utkram	1,4	U.
8628	utkruS	1	P.
8632	utkliS	9	P.
8639	utkzip	6	P.
8646	utKan	1	P.
8650	utKid	6	P.
8658	uttan	8	U.
8663	uttap	1	P.
8668	uttam	4	P.
8675	uttamB	5,9	P.
8700	uttul	10	P.
8703	uttF	1	P.
8716	uttras	1,4	P.
8721	utTA	1	P.
8735	utpaw	10	P.
8742	utpat	1	P.
8753	utpad	4	Ā.
8770	utpiz	7	P.
8772	utpIq	10	P.
8780	utpU	9	U.
8790	utprekz	1	Ā.
8794	utplu	1	Ā.
8799	utPal	1	P.
8813	utsad	1	P.
8822	utsah	1	Ā.
8827	utsic	6	P.
8832	utsu	5	U.
8846	utsfj	6	P.
8854	utsfp	1	P.
8860	utsmi	1	Ā.
8878	udaj	1	U.
8881	udaYc	1	U.
8895	udan	2	P.
8908	udapAs	4	P.
8929	udas	4	P.
8948	udAs	2	Ā.
8954	udAhf	1	P.
8959	udi	2	P.
8968	udIkz	1	Ā.
8972	udIr	2	Ā.
8987	udgam	1	P.
8997	udgur	6	Ā.
8999	udgF	6	P.
9004	udgE	1	P.
9011	udgranT	1,9	U.
9015	udgrah	9	P.
9037	udGuz	1	P.
9037	udGuz	10	P.
9040	udGfz	1	P.
9059	uddiS	6	U.
9068	uddIp	4	Ā.
9075	uddfS	1	P.
9079	uddyut	1	Ā.
9083	udDan	2	P.
9093	udDA	3	P.
9093	udDA	3	Ā.
9100	udDU	5,9	U.
9108	udDf	1,10	P.
9117	udDmA	1	P.
9122	udbanD	9	P.
9131	udbuD	1	P.
9139	udBAs	1	Ā.
9142	udBid	7	U.
9147	udBU	1	P.
9154	udBram	1,4	P.
9160	udyam	1	Ā.
9170	udyA	2	P.
9178	udyuj	7	U.
9200	udvap	1	P.
9203	udvam	1	P.
9214	udvah	1	P.
9230	udvij	6	Ā.
9239	udvIj	10	P.
9242	udvft	1	Ā.
9249	udvfh	6	P.
9255	udvell	1	P.
9262	udvyudas	1	P.
9264	uDras	9,10	P.
9265	und	7	P.
9269	unnad	1	P.
9271	unnam	1	P.
9282	unnah	4	P.
9290	unnI	1	P.
9297	unmajj	6	P.
9302	unmaT	1,9	P.
9309	unmad	4	P.
9322	unmanAyate	1	Ā.
9324	unmanIkf	8	U.
9338	unmiz	6	P.
9343	unmIl	1	P.
9349	unmuc	6	U.
9354	unmUl	10	P.
9357	unmfj	2	P.
9361	unmfd	9	P.
9370	upakarR	10	U.
9384	upakUj	1	P.
9388	upakf	8	U.
9400	upakF	6	P.
9403	upakxp	1	Ā.
9409	upakram	1,4	Ā.
9419	upakruS	1	P.
9424	upakzi	1	P.
9424	upakzi	2,6	P.
9429	upakzip	6	P.
9436	upagam	1	P.
9449	upaguh	1	U.
9454	upagE	1	P.
9463	upagras	1	P.
9464	upagrah	9	U.
9471	upaGuz	1,10	P.
9479	upacar	1	P.
9488	upaci	5	U.
9500	upacCand	10	P.
9506	upajan	4	Ā.
9512	upajap	1	P.
9517	upajalp	1	P.
9523	upajIv	1	P.
9530	upajYA	9	Ā.
9539	upatap	1	P.
9556	upadaMS	1	P.
9561	upadas	4	P.
9563	upadA	3	U.
9566	upadIkf	8	U.
9571	upadiS	6	U.
9584	upadfS	1	P.
9593	upadru	1	P.
9600	upaDA	3	U.
9615	upaDf	1,10	P.
9618	upaDmA	1	P.
9627	upanam	1	P.
9632	upanah	4	P.
9641	upanikzip	6	U.
9643	upaniDA	3	U.
9648	upanipat	1	P.
9651	upanibanD	9	P.
9655	upanimreq	1	P.
9669	upanI	1	P.
9680	upanft	4	P.
9683	upanyas	4	P.
9691	upapad	4	Ā.
9710	upapIq	10	P.
9724	upaplu	1	Ā.
9739	upaBuj	7	U.
9747	upaBf	3	U.
9753	upamantr	10	Ā.
9759	upamA	2,3,4	P.
9773	upamfd	9	U.
9783	upayam	1	U.
9788	upayA	2	P.
9792	upayAc	1	U.
9798	upayuj	7	Ā.
9807	uparaYj	4	U.
9816	uparam	1	P.
9829	uparuD	7	U.
9838	upalakz	10	P.
9844	upalaB	1	Ā.
9853	upalal	10	P.
9857	upalip	6	P.
9861	upalI	4	Ā.
9868	upavad	1	Ā.
9872	upavarR	10	P.
9879	upavas	1	P.
9891	upavah	1	P.
9906	upaviS	6	P.
9921	upavft	1	Ā.
9931	upaSak	4	U.
9931	upaSak	5	P.
9932	upaSam	4	P.
9949	upaSI	2	Ā.
9959	upaSru	5,1	P.
9964	upaSliz	4	P.
9980	upasaMskf	8	U.
9984	upasaMhf	1	P.
9993	upasaMgrah	9	P.
9996	upasaYj	6	Ā.
9998	upasad	1,6	P.
10007	upasaMDA	3	U.
10012	upasamADA	3	U.
10015	upasaMpad	4	Ā.
10021	upasAntv	10	P.
10027	upasf	1	P.
10031	upasfj	6	P.
10036	upasfp	1	P.
10042	upasev	1	Ā.
10047	upaskf	8	U.
10053	upastamB	5,9	P.
10059	upastu	2	U.
10062	upastf	5,9	U.
10067	upasTA	1	U.
10081	upaspfS	6	P.
10088	upahan	2	P.
10098	upahas	1	P.
10104	upahA	3	Ā.
10106	upahf	1	P.
10116	upahve	1	Ā.
10124	upAkf	8	U.
10128	upAkram	1	P.
10130	upAKyA	2	P.
10133	upAgam	1	P.
10141	upAcar	1	P.
10148	upAdA	3	Ā.
10153	upADA	3	U.
10172	upAram	1	P.
10176	upArud	2	P.
10178	upArj	1	P.
10183	upAlaB	1	Ā.
10191	upAvft	1	Ā.
10197	upASri	1	U.
10201	upAs	2	Ā.
10215	upAhf	1	U.
10217	upe	2	P.
10228	upekz	1	Ā.
10247	upoh	1	P.
10251	ubj	6	P.
10252	uB	6,7,9	P.
10277	urarIkf	8	U.
10291	urIkf	8	U.
10308	urj	1,10	P.
10312	urd	1	Ā.
10314	urv	1	P.
10325	ulaq	10	P.
10351	ullaNG	1,10	Ā.
10359	ullas	1	P.
10370	ullap	1	P.
10375	ulliK	6	P.
10404	uz	1	P.
10452	Un	10	P.
10459	Uy	1	Ā.
10466	Urj	10	P.
10480	UrRu	2	U.
10498	Uz	1	P.
10512	Uh	1	U.
10512	Uh	1	P.
10520	f	1	P.
10520	f	3	P.
10520	f	5	P.
10524	fkz	5	P.
10532	fc	6	P.
10540	fcC	6	P.
10543	fj	1	Ā.
10543	fj	1	P.
10553	fjUkf	8	U.
10560	fYj	6	U.
10560	fYj	1	Ā.
10562	fR	8	P.
10590	fD	4,5,7	P.
10597	fP	6	P.
10609	fz	6	P.
10609	fz	1	P.
10627	F	9	P.
10630	e	2	P.
10632.444	ekavAkyakf	8	U.
10632.446	ekavAkyayA	2	P.
10653	ekIkf	8	U.
10654	ekIBU	1	P.
10657	ej	1	Ā.
10665	eW	1	Ā.
10687	eD	1	Ā.
10717	ez	1	U.
10838	oK	1	P.
10843	oj	1,10	U.
10848	ojAyate	10	Ā.
10856	oR	1	P.
10876	olaj	1	P.
10877	olaRq	1,10	P.
11066	OzaDIkf	8	U.
11085	kaMs	2	Ā.
11092	kak	1	Ā.
11110	kakk	1	P.
11114	kakK	1	P.
11122	kaK	1	P.
11124	kag	1	P.
11125	kaNk	1	Ā.
11148	kac	1,1	P.
11170	kaj	1	P.
11176	kaYc	1	Ā.
11195	kaw	1	P.
11196	kaw	1	P.
11236	kaww	10	P.
11242	kaW	1	P.
11263	kaq	1	U.
11263	kaq	6,10	P.
11278	kaqq	1	P.
11279	kaR	1	P.
11279	kaR	10	P.
11294	kaRw	1	P.
11309	kaRW	1,10	U.
11320	kaRq	1	U.
11320	kaRq	10	U.
11359	katT	1	Ā.
11362	katr	10	P.
11364	kaT	10	U.
11376	kaTIkf	8	U.
11380	kad	4	Ā.
11380	kad	1,1	Ā.
11382.042	kadarTIkf	8	U.
11398	kan	1	P.
11423	kand	1	P.
11454	kap	1	P.
11492	kab	1	P.
11501	kam	1,10	Ā.
11515	kamp	1	Ā.
11522	kamb	1	P.
11590	kark	1	P.
11613	karj	1	P.
11614	karR	10	U.
11631	kart	10	P.
11643	kartr	10	P.
11646	kard	1	P.
11662	karb	1	P.
11676	karv	1	P.
11692	kal	1	Ā.
11692	kal	10	U.
11692	kal	10	P.
11750	kaluzIkf	8	U.
11774	kall	1	Ā.
11781	kav	1	Ā.
11809	kaS	1	P.
11820	kaz	1	U.
