Lnum	basehw	suffix	resolution	in_sanhw1
14268.092	gojAgarikam	kaH	gojAgarikaH	True
14268.106	gotram	traH	gotraH	True
14268.116	goda	daH	godaH	True
14268.116	goda	dA	godA	True
14268.118	godatra	traH	godatraH	True
14268.118	godatra	tram	godatram	True
14268.142	goDanam	naH	goDanaH	True
14268.188	goparasaH	pakaH	None	False
14268.188	goparasaH	pikA	None	False
14268.188	goparasaH	pI	None	False
14268.218	gopITaH	Tam	gopITam	True
14268.274	gomuKaH	KaH	gomuKaH	True
14268.274	gomuKaH	Kam	gomuKam	True
14268.274	gomuKaH	KI	gomuKI	True
14359.024	grahAvamardanaH	nam	grahAvamardanam	True
14448.070	GanaDvani	niH	GanaDvaniH	True
14560.024	GrARatarpaRa	Ram	GrARatarpaRam	True
14577.020	cakrANgaH	Ngam	cakrANgam	True
14577.026	cakrAraH	ram	cakrAram	False
14577.156	cakrasaMjYam	jYaH	cakrasaMjYaH	True
14641.038	caturaSra	SraH	caturaSraH	True
14641.038	caturaSra	sraH	None	False
14641.060	catuzkoRa	RaH	catuzkoRaH	True
14641.100	catuzpada	daH	catuzpadaH	True
14641.100	catuzpada	dI	catuzpadI	True
14641.122	caturBuja	jam	caturBujam	True
14642.006	caturTAMSa	SaH	caturTAMSaH	True
14670.044	candrAnana	naH	candrAnanaH	True
14670.060	candrakAntaH	taH	candrakAntaH	True
14670.060	candrakAntaH	tam	candrakAntam	True
14670.060	candrakAntaH	tam	candrakAntam	True
14716.022	cararam	rI	cararI	False
14872.032	cArunetra	netraH	cArunetraH	True
14872.032	cArunetra	naH	None	False
14935.064	cittapraSama	maH	cittapraSamaH	True
14945.124	citraBAnu	nuH	citraBAnuH	True
15246.044	CAyAmAnaH	nam	CAyAmAnam	True
15266.030	Cinnamasta	stA	CinnamastA	True
15266.030	Cinnamasta	kA	None	False
15314.066	jagannATaH	TO	jagannATO	False
15314.066	jagannATaH	TA	jagannATA	True
15314.080	jagadyoniH	niH	jagadyoniH	True
15374.052	janezwa	zwaH	janezwaH	True
15374.052	janezwa	zwA	janezwA	True
15374.076	janapriya	yaH	janapriyaH	True
15466.036	jalADidEvataH	tam	jalADidEvatam	True
15466.076	jalArdra	Ardram	jalArdram	True
15466.076	jalArdra	ArdrA	jalArdrA	True
15466.082	jalASaya	yaH	jalASayaH	True
15466.102	jalodBava	vA	jalodBavA	True
15466.114	jalakara	raH	jalakaraH	True
15466.130	jalakukkuwaH	wI	jalakukkuwI	True
15466.150	jalacara	raH	jalacaraH	True
15466.156	jalaja	jaH	jalajaH	True
15466.156	jalaja	jaH	jalajaH	True
15466.156	jalaja	jam	jalajam	True
15466.156	jalaja	jam	jalajam	True
15466.250	jalapriyaH	yA	jalapriyA	True
15466.336	jalavAsaH	sam	jalavAsam	True
15512	jAgaritf	trI	None	False
15518	jANgala	lI	jANgalI	True
15527.054	jAtarUpa	pam	jAtarUpam	True
15601.054	jayamaNgalaH	lam	jayamaNgalam	True
15610.022	jitAmitra	traH	jitAmitraH	True
15610.024	jitAri	riH	jitAriH	True
15610.036	jitakopa	DaH	None	False
15615	jitvara	rI	jitvarI	True
15644.024	jihmaga	gaH	jihmagaH	True
16047.026	tawasTa	sTaH	tawasTaH	True
16047.026	tawasTa	sTam	tawasTam	True
16083.026	tattvajYa	jYaH	tattvajYaH	True
16087.022	taTAgata	taH	taTAgataH	True
16090.062	tadgata	taH	tadgataH	True
16090.064	tadguRa	RaH	tadguRaH	True
16090.082	tatpara	raH	tatparaH	True
16090.082	tatpara	rA	tatparA	True
16090.094	tatPala	laH	tatPalaH	True
16090.122	tatsTa	sTaH	tatsTaH	True
16090.124	tadDita	taH	tadDitaH	True
16091.020	tadAmuKa	Kam	tadAmuKam	True
16113.020	tanvaNga	NgI	tanvaNgI	True
16113.034	tanuja	jaH	tanujaH	True
16113.054	tanuBavaH	vA	tanuBavA	True
16113.060	tanumaDya	Dyam	tanumaDyam	True
16113.060	tanumaDya	DyA	tanumaDyA	True
16118.042	tanUruham	haH	tanUruhaH	True
16153.040	tapoDana	naH	tapoDanaH	True
16181.020	tamopaha	haH	tamopahaH	True
16322.020	tAtagu	guH	tAtaguH	True
16366.068	tAmramuKa	KaH	tAmramuKaH	True
16366.082	tAmrasArakaH	kam	tAmrasArakam	True
16404.020	tAlakABa	BaH	tAlakABaH	True
16411.032	tAlusTAna	nam	tAlusTAnam	True
16416.024	tAvanmAtram	tre	tAvanmAtre	True
16486.054	tilaparRaH	rRam	tilaparRam	True
16627.036	tuzAragOra	raH	tuzAragOraH	True
16792.034	toyeSaH	Sam	toyeSam	True
16792.040	toyakAma	maH	toyakAmaH	True
16835.032	trayodaSaka	kam	trayodaSakam	True
16848.028	tryakzaraH	rI	tryakzarI	False
16848.030	tryaNkawam	waH	tryaNkawaH	True
16848.054	tryanIka	kA	tryanIkA	True
16848.070	tryaSra	sram	None	False
16848.102	trikAlam	lam	trikAlam	True
16848.108	trikoRa	RaH	trikoRaH	True
16848.126	triguRa	Ram	triguRam	True
16848.128	triRAH	RA	None	False
16848.172	tridaRqam	RqaH	tridaRqaH	True
16848.176	tridaSAH	SaH	None	False
16848.180	tridivam	vA	tridivA	True
16848.226	tripaTam	TA	tripaTA	False
16848.234	tripada	dam	tripadam	True
16848.254	tripuwa	waH	tripuwaH	True
16848.266	tripuram	raH	tripuraH	True
16848.266	tripuram	rI	tripurI	True
16848.268	tripuruza	zam	tripuruzam	True
16848.336	trirAtra	traH	trirAtraH	True
16848.336	trirAtra	tram	trirAtram	True
16848.340	triliNga	gAH	triliNgAH	False
16848.340	triliNga	gI	triliNgI	True
16848.342	trilokam	kaH	trilokaH	True
16848.346	trilocanaH	nA	trilocanA	True
16848.390	triSata	tam	triSatam	True
16887	trEvarRa	kI	None	False
16907.044	tvakpuzpaH	zpI	tvakpuzpI	True
16907.044	tvakpuzpaH	zpam	tvakpuzpam	True
16970.040	dakzasutaH	tA	dakzasutA	True
16973.046	dakziRetara	rA	dakziRetarA	True
16973.056	dakziRapaScima	mA	dakziRapaScimA	True
16975.022	dakziRAvarta	rtaH	dakziRAvartaH	True
16987.078	daRqaDara	raH	daRqaDaraH	True
17019.074	dantaDAvaH	naH	None	False
17019.104	dantaPalaH	lA	dantaPalA	True
17019.150	dantaSaWa	WaH	dantaSaWaH	True
17058.020	dayAkara	raH	dayAkaraH	True
17077.002	dardaraH	rI	dardarI	True
17109.020	daSANgula	lam	daSANgulam	True
17109.024	daSArDa	rDam	daSArDam	True
17109.024	daSArDa	rDaH	daSArDaH	True
17109.108	daSarAtram	traH	daSarAtraH	True
17114	daSama	mI	daSamI	True
17157	dAtf	tA	dAtftA	True
17218.002	dArakaH	kI	dArakI	False
17245	dAlam	laH	dAlaH	True
17301.022	divAnDa	nDaH	divAnDaH	True
17301.060	divAsvapnaH	paH	None	False
17305.042	divyaganDaH	nDA	divyaganDA	True
17305.042	divyaganDaH	nDam	divyaganDam	True
17305.072	divyavastra	straH	divyavastraH	True
17307.024	digambara	raH	digambaraH	True
17307.024	digambara	rI	digambarI	True
17307.104	digvasana	straH	None	False
17347.024	dIptAgni	gniH	dIptAgniH	True
17354.154	dIrGasatram	traH	dIrGasatraH	True
17389.020	durakza	kzaH	durakzaH	True
17389.024	duratikrama	maH	duratikramaH	True
17389.034	duraDizWita	tam	duraDizWitam	True
17389.046	durantaka	kaH	durantakaH	True
17389.048	duranvaya	yaH	duranvayaH	True
17389.094	durAcAra	raH	durAcAraH	True
17389.104	durADarza	rzaH	durADarzaH	True
17389.120	durAbADa	DaH	durAbADaH	True
17389.126	durAruha	haH	durAruhaH	True
17389.130	durAroha	haH	durArohaH	True
17389.134	durAloka	kaH	durAlokaH	True
17389.148	durAsada	daH	durAsadaH	True
17389.150	durita	tam	duritam	True
17389.186	dureva	vaH	durevaH	True
17389.190	durga	gaH	durgaH	True
17389.190	durga	gam	durgam	True
17389.190	durga	gaH	durgaH	True
17389.190	durga	kaH	durgakaH	False
17389.190	durga	naH	None	False
17389.190	durga	rgA	durgA	True
17389.198	durganDa	nDaH	durganDaH	True
17389.198	durganDa	nDam	durganDam	True
17389.204	durgama	mam	durgamam	True
17389.216	durgraha	haH	durgrahaH	True
17389.226	durjana	naH	durjanaH	True
17389.228	durjaya	yaH	durjayaH	True
17389.232	durjAta	tam	durjAtam	True
17389.234	durjAti	tiH	durjAtiH	True
17389.236	durjYAna	yaH	None	False
17389.250	durRIta	tam	durRItam	True
17389.264	durdAnta	taH	durdAntaH	True
17389.266	durdina	nam	durdinam	True
17389.284	durDara	raH	durDaraH	True
17389.390	durmuKa	KaH	durmuKaH	True
17389.402	duryoDa	naH	None	False
17389.416	durlalita	tam	durlalitam	True
17389.420	durvaca	cam	durvacam	True
17389.426	durvarRaH	rRam	durvarRam	True
17389.436	durvAcya	cyam	durvAcyam	True
17389.470	durvinIta	taH	durvinItaH	True
17389.472	durvipAka	kaH	durvipAkaH	True
17389.484	durviza	zaH	durvizaH	True
17389.486	durvizaha	haH	durvizahaH	True
17389.488	durvftta	ttam	durvfttam	True
17413.040	dozajYa	jYaH	dozajYaH	True
17421.022	duzkara	ram	duzkaram	True
17421.048	duScara	raH	duScaraH	True
17421.050	duScarita	tam	duScaritam	True
17421.076	duzparigraha	haH	duzparigrahaH	True
17421.096	duzpraRIta	tam	duzpraRItam	True
17421.134	duHSAsana	naH	duHSAsanaH	True
17445.046	dUradarSana	naH	dUradarSanaH	True
17445.046	dUradarSana	nam	dUradarSanam	True
17445.064	dUrapAra	raH	dUrapAraH	True
17445.064	dUrapAra	rA	dUrapArA	True
17463.020	dfQANga	gam	dfQANgam	True
17463.062	dfQapAda	daH	dfQapAdaH	True
17463.086	dfQamuzwi	zwiH	dfQamuzwiH	True
17495.034	dfggocara	raH	dfggocaraH	True
17505.030	dfzwigocara	raH	dfzwigocaraH	True
17517.042	devABIzwa	zwA	devABIzwA	True
17517.084	devezwa	zwaH	devezwaH	True
17517.084	devezwa	zwA	devezwA	True
17517.086	deveSaH	SI	deveSI	True
17517.126	devaganDarvaH	rvam	devaganDarvam	True
17517.176	devadatta	ttaH	devadattaH	True
17517.178	devadarSana	naH	devadarSanaH	True
17517.182	devadAsaH	sI	devadAsI	True
17517.368	devavratam	taH	devavrataH	True
17544.036	deSakAlO	lam	None	False
17611.022	dorgraha	haH	dorgrahaH	True
17758.024	drohabudDi	dDiH	drohabudDiH	True
17794.032	dvAragopaH	paH	dvAragopaH	True
17799.022	dvyakzara	raH	dvyakzaraH	True
17799.024	dvyaNgula	lam	dvyaNgulam	True
17799.072	dvigu	guH	dviguH	True
17799.092	dvijAtIya	yaH	dvijAtIyaH	True
17799.096	dvijihva	hvaH	dvijihvaH	True
17799.212	dvirUpa	paH	dvirUpaH	True
17799.248	dviSaPa	PaH	dviSaPaH	True
17799.274	dvisahasra	sram	dvisahasram	True
17812.024	dvirukta	ktam	dviruktam	True
17867.064	Danada	daH	DanadaH	True
17867.084	Danamada	daH	DanamadaH	True
17881.024	Danuzkara	raH	DanuzkaraH	True
17918.026	DarmADikaraRam	RaH	DarmADikaraRaH	True
17918.044	DarmApeta	tam	DarmApetam	True
17918.116	Darmakzetram	traH	DarmakzetraH	True
17918.118	Darmagupta	ptaH	DarmaguptaH	True
17918.150	DarmajIvana	naH	DarmajIvanaH	True
17918.214	Darmapravacanam	naH	DarmapravacanaH	True
17918.264	DarmalakzaRam	RA	DarmalakzaRA	False
18045.024	DUrDara	raH	DUrDaraH	True
18045.026	DUrvaha	haH	DUrvahaH	True
18071.020	DUmABa	BaH	DUmABaH	True
18084.030	DUmralohita	taH	DUmralohitaH	True
18102.042	Dftavrata	taH	DftavrataH	True
18214.026	nEkaH	kaH	nEkaH	True
18227.042	nakzatranemiH	miH	nakzatranemiH	True
18231.032	naKadAraRaH	Ram	naKadAraRam	True
18237.044	nagaja	jaH	nagajaH	True
18243	nagnahu	hUH	None	False
18258.034	nawasaMjYakam	kaH	nawasaMjYakaH	True
18275.022	natANga	NgI	natANgI	True
18285.034	nadIja	jaH	nadIjaH	True
18285.034	nadIja	jam	nadIjam	True
18319.038	naBaScara	raH	naBaScaraH	True
18348.024	nayanABirAma	maH	nayanABirAmaH	True
18350.044	narADAraH	rA	narADArA	True
18350.070	naranArAyaRaH	RO	naranArAyaRO	True
18379.026	narmagarBa	rBaH	narmagarBaH	True
18379.028	narmada	daH	narmadaH	True
18379.032	narmadyuti	tiH	narmadyutiH	True
18391.028	nalinIruhaH	ham	nalinIruham	True
18394.064	navayOvanam	nA	navayOvanA	True
18435.082	nAgajIvanam	naH	nAgajIvanaH	True
18435.092	nAganakzatram	kaH	nAganakzatrakaH	False
18438.006	nAgarakam	rikam	None	False
18488.024	nAndImuKa	Kam	nAndImuKam	True
18488.024	nAndImuKa	KaH	nAndImuKaH	True
18488.024	nAndImuKa	KI	nAndImuKI	True
18504.058	nAmamAtra	tram	nAmamAtram	True
18504.070	nAmavAcaka	kam	nAmavAcakam	True
18534.004	nAlaH	lam	nAlam	True
18534.004	nAlaH	laH	nAlaH	True
18923.040	niraYjana	naH	niraYjanaH	True
18923.040	niraYjana	nA	niraYjanA	True
18923.042	niratiSaya	yaH	niratiSayaH	True
18923.050	niranukroSa	SaH	niranukroSaH	True
18923.064	nirantara	ram	nirantaram	True
18923.074	niraparADa	DaH	niraparADaH	True
18923.082	nirapekza	kzA	nirapekzA	True
18923.104	nirargala	lam	nirargalam	True
18923.106	nirarTa	rTaH	nirarTaH	True
18923.108	nirarTaka	kam	nirarTakam	True
18923.114	niravagraha	ham	niravagraham	True
18923.130	niraSana	nam	niraSanam	True
18923.134	nirazwa	zwaH	nirazwaH	True
18923.150	nirAkAra	raH	nirAkAraH	True
18923.152	nirAkfti	tiH	nirAkftiH	True
18923.156	nirAkula	lam	nirAkulam	True
18923.158	nirAkranda	daH	nirAkrandaH	True
18923.170	nirAtaNka	kaH	nirAtaNkaH	True
18923.172	nirAtapa	pA	nirAtapA	True
18923.190	nirAmaya	yaH	nirAmayaH	True
18923.190	nirAmaya	yam	nirAmayam	True
18923.190	nirAmaya	yaH	nirAmayaH	True
18923.210	nirAlamba	mbA	nirAlambA	True
18923.210	nirAlamba	mbam	nirAlambam	True
18923.212	nirAloka	kaH	nirAlokaH	True
18923.232	nirAhAra	raH	nirAhAraH	True
18923.248	nirIha	hA	nirIhA	True
18923.250	nirucCvAsa	saH	nirucCvAsaH	True
18923.260	nirutsAha	haH	nirutsAhaH	True
18923.298	nirupAKya	Kyam	nirupAKyam	True
18923.316	nirguRa	RaH	nirguRaH	True
18923.322	nirgranTa	nTaH	nirgranTaH	True
18923.324	nirgranTaka	kaH	nirgranTakaH	True
18923.326	nirgranTika	kaH	nirgranTikaH	True
18923.338	nirjana	nam	nirjanam	True
18923.342	nirjara	raH	nirjaraH	True
18923.342	nirjara	ram	nirjaram	True
18923.346	nirjala	laH	nirjalaH	True
18923.382	nirDana	naH	nirDanaH	True
18923.416	nirbADa	DaH	nirbADaH	True
18923.418	nirbIja	jA	nirbIjA	True
18923.430	nirBara	raH	nirBaraH	True
18923.430	nirBara	ram	nirBaram	True
18923.430	nirBara	ram	nirBaram	True
18923.440	nirmakzika	kam	nirmakzikam	True
18923.464	nirmaryAda	dam	nirmaryAdam	True
18923.464	nirmaryAda	dam	nirmaryAdam	True
18923.466	nirmala	lam	nirmalam	True
18923.480	nirmuwaH	wam	nirmuwam	True
18923.488	nirmoha	haH	nirmohaH	True
18923.492	niryantraRa	Ram	niryantraRam	True
18923.510	nIraja	jaH	nIrajaH	True
18923.522	nIrasa	saH	nIrasaH	True
18923.532	nIrUpa	paH	nIrUpaH	True
18923.532	nIrUpa	pam	nIrUpam	True
18923.546	nirlipta	ptaH	nirliptaH	True
18923.550	nirlepa	paH	nirlepaH	True
18923.574	nirvAta	taH	nirvAtaH	True
18923.582	nirvikalpa	lpam	nirvikalpam	True
18923.586	nirvikAra	raH	nirvikAraH	True
18923.590	nirviGna	Gnam	nirviGnam	True
18923.592	nirvicAra	ram	nirvicAram	True
18923.614	nirviSeza	zaH	nirviSezaH	True
18923.654	nirvEra	ram	nirvEram	True
18923.658	nirvyaYjana	nam	nirvyaYjanam	True
18923.680	nirvyAja	jam	nirvyAjam	True
19019.002	nirdaraH	riH	None	False
19220.024	nivfttakAraRa	RaH	nivfttakAraRaH	True
19238.036	niSAnDa	nDA	niSAnDA	True
19238.072	niSAcara	raH	niSAcaraH	True
19238.072	niSAcara	rI	niSAcarI	True
19252.020	niScalANga	NgaH	niScalANgaH	True
19379.020	nizkaRwaka	kaH	nizkaRwakaH	True
19379.034	nizkala	laH	nizkalaH	True
19379.042	nizkAma	mam	nizkAmam	True
19379.044	nizkAraRa	Ram	nizkAraRam	True
19379.110	nistala	lA	nistalA	False
19379.124	nistriMSa	SaH	nistriMSaH	True
19379.140	nizpada	dam	nizpadam	True
19379.148	nizparigraha	haH	nizparigrahaH	True
19379.194	nizpratikAra	ram	nizpratikAram	True
19379.222	nizprayojana	nam	nizprayojanam	True
19379.232	nizPala	lA	nizPalA	True
19379.232	nizPala	lI	nizPalI	True
19379.238	niHSabda	bdaH	niHSabdaH	True
19379.238	niHSabda	bdam	niHSabdam	True
19379.246	niHSalAka	kam	niHSalAkam	True
19379.250	niHSUka	kaH	niHSUkaH	True
19379.258	niHSreyasa	saH	niHSreyasaH	True
19379.258	niHSreyasa	sam	niHSreyasam	True
19379.260	niHsaMSaya	yam	niHsaMSayam	True
19379.266	niHsaMga	gam	niHsaMgam	True
19379.272	niHsattva	ttvam	niHsattvam	True
19379.284	niHsaMpAta	taH	niHsaMpAtaH	True
19379.302	niHsneha	hA	niHsnehA	True
19386.020	nisfzwArTa	rTaH	nisfzwArTaH	True
19431.026	nIcaga	gA	nIcagA	True
19431.026	nIcaga	gam	nIcagam	True
19444.022	nIraja	jaH	nIrajaH	True
19444.022	nIraja	jam	nIrajam	True
19449.038	nIlAmbara	raH	nIlAmbaraH	True
19449.048	nIlakaRWaH	Wam	nIlakaRWam	True
19449.072	nIlapatraH	vam	None	False
19449.094	nIlalohita	taH	nIlalohitaH	True
19449.096	nIlavarRa	rRam	nIlavarRam	True
19455.020	nIlIrAga	gaH	nIlIrAgaH	True
19482.044	nfpaH	BA	None	False
19506.068	netraparyanta	taH	netraparyantaH	True
19673.054	pakzaDara	raH	pakzaDaraH	True
19688.032	paNkajam	jaH	paNkajaH	True
19732.024	paYcANga	NgaH	paYcANgaH	True
19732.024	paYcANga	NgI	paYcANgI	True
19732.024	paYcANga	Ngam	paYcANgam	True
19732.028	paYcANgula	laH	paYcANgulaH	True
19732.040	paYcAmfta	tam	paYcAmftam	True
19732.060	paYcAnanaH	nI	paYcAnanI	True
19732.100	paYcakfzRaH	zRAH	paYcakfzzRAH	False
19732.122	paYcaguRa	RAH	paYcaguRAH	True
19732.122	paYcaguRa	RI	paYcaguRI	False
19732.134	paYcajanaH	nI	paYcajanI	True
19732.136	paYcajanIna	naH	paYcajanInaH	True
19732.152	paYcataya	yaH	paYcatayaH	True
19732.240	paYcaBuja	jaH	paYcaBujaH	True
19732.328	paYcaSata	tam	paYcaSatam	True
19851.034	pativedanaH	nam	pativedanam	True
19866.062	patrapAlaH	lI	patrapAlI	True
19882.032	paTivAhaka	kaH	paTivAhakaH	True
19887.028	padAnuga	gaH	padAnugaH	True
19902.020	pannagaH	gam	pannagam	True
19903.020	padmAkza	kzaH	padmAkzaH	True
19903.020	padmAkza	kzam	padmAkzam	True
19903.030	padmAlayaH	yA	padmAlayA	True
19903.032	padmAsanam	naH	padmAsanaH	True
19903.038	padmakara	raH	padmakaraH	True
19903.038	padmakara	staH	None	False
19903.038	padmakara	rA	padmakarA	True
19903.038	padmakara	stA	None	False
19903.060	padmaganDa	nDam	padmaganDam	True
19903.060	padmaganDa	ganDi	None	False
19903.120	padmalAYCanaH	nA	padmalAYCanA	True
19937.032	parAntaH	tAH	parAntAH	False
19937.038	parAnna	nnam	parAnnam	True
19937.040	parApara	raH	parAparaH	True
19937.040	parApara	ram	parAparam	True
19937.046	parAyaRa	Ram	parAyaRam	True
19937.048	parArTa	rTaH	parArTaH	True
19937.050	parArTin	rTam	None	False
19937.050	parArTin	rTe	None	False
19937.056	parArDya	rDyam	parArDyam	True
19937.058	parAvara	rA	parAvarA	True
19937.058	parAvara	ram	parAvaram	True
19937.068	parAcita	taH	parAcitaH	True
19937.078	parASraya	yaH	parASrayaH	True
19937.078	parASraya	yA	parASrayA	True
19937.110	parEDita	taH	parEDitaH	True
19937.134	paraguRa	RaH	paraguRaH	True
19937.142	paracCanda	daH	paracCandaH	True
19937.152	parajAta	taH	parajAtaH	True
19937.154	parajita	taH	parajitaH	True
19937.214	parapuzwa	zwaH	parapuzwaH	True
19985.026	parANmuKa	KaH	parANmuKaH	True
20200.024	pariRAmadfzwi	zwiH	pariRAmadfzwiH	True
20677.030	parokzavftti	ttiH	parokzavfttiH	True
20690.020	parRASanam	naH	parRASanaH	True
20690.038	parRaKaRqaH	qam	parRaKaRqam	True
20791.052	parvatavAsin	nI	parvatavAsinI	True
20907.042	pAkaja	jam	pAkajam	True
20977.034	pARigrahaRika	yam	None	False
21041.038	pAdAntaram	re	pAdAntare	True
21041.146	pAdapaH	pA	pAdapA	True
21041.154	pAdapASaH	SikaH	None	False
21041.154	pAdapASaH	SI	pAdapASI	True
21064.062	pApaGna	GnaH	pApaGnaH	True
21064.062	pApaGna	GnI	pApaGnI	True
21064.086	pApanASana	naH	pApanASanaH	True
21064.086	pApanASana	nam	pApanASanam	True
21064.086	pApanASana	nI	pApanASanI	False
21064.086	pApanASana	nASinI	None	False
21064.116	pApayoni	niH	pApayoniH	True
21064.132	pApasaMkalpa	lpaH	pApasaMkalpaH	True
21088.020	pArApAram	raH	pArApAraH	True
21088.030	pAraga	gam	pAragam	True
21088.032	pAragata	taH	pAragataH	True
21235.076	pArSvasTa	sTaH	pArSvasTaH	True
21306.020	piNgAkza	kzaH	piNgAkzaH	True
21364.050	piRqada	daH	piRqadaH	True
21364.072	piRqapuzpaH	puzpam	piRqapuzpam	True
21385.062	pitfdeva	vAH	pitfdevAH	False
21385.064	pitfdevata	tam	pitfdevatam	True
21385.068	pitfdevatya	tyam	pitfdevatyam	True
21385.086	pitfpEtAmaha	hAH	pitfpEtAmahAH	False
21385.092	pitfbanDuH	nDum	None	False
21385.124	pitfvrataH	tam	pitfvratam	True
21469.024	pItAruRa	RaH	pItAruRaH	True
21469.058	pItanIla	laH	pItanIlaH	True
21469.074	pItarakta	ktam	pItaraktam	True
21469.086	pItasAraH	ram	pItasAram	True
21495.088	puMliNga	Ngam	puMliNgam	True
21495.096	puMsavana	nam	puMsavanam	True
21512.020	puYjizWaH	zWaH	puYjizWaH	True
21536.036	puRyakIrtanaH	nam	puRyakIrtanam	False
21536.048	puRyaganDa	nDaH	puRyaganDaH	True
21536.060	puRyadarSana	naH	puRyadarSanaH	True
21536.060	puRyadarSana	nam	puRyadarSanam	True
21536.070	puRyaPalam	laH	puRyaPalaH	True
21536.086	puRyaSakunam	naH	puRyaSakunaH	True
21536.092	puRyaSloka	kaH	puRyaSlokaH	True
21536.092	puRyaSloka	kA	puRyaSlokA	True
21543.076	putrahataH	tI	putrahatI	True
21558.042	punarukta	ktam	punaruktam	True
21558.082	punarBava	vaH	punarBavaH	True
21575.032	purogatiH	tiH	purogatiH	True
21575.056	puroBAga	gaH	puroBAgaH	True
21575.066	puraHsaraH	raH	puraHsaraH	True
21575.066	puraHsaraH	ram	puraHsaram	True
21591.026	purAkft	tam	None	False
21591.028	purAyoni	niH	purAyoniH	True
21591.034	purAvftta	tam	purAvfttam	True
21592.002	purAtanaH	nam	purAtanam	True
21605.052	puruhUta	taH	puruhUtaH	True
21642.032	puzwivarDana	naH	puzwivarDanaH	True
21652.180	puzpalAvaH	vI	puzpalAvI	True
21690.028	pUtiganDa	nDaH	pUtiganDaH	True
21697.028	pUyaraktaH	ktam	pUyaraktam	True
21706.050	pUrRakAma	maH	pUrRakAmaH	True
21715.032	pUrvApara	ram	pUrvAparam	True
21715.040	pUrvArjita	tam	pUrvArjitam	True
21715.060	pUrvottara	rA	pUrvottarA	True
21715.060	pUrvottara	re	pUrvottare	True
21715.068	pUrvakAla	laH	pUrvakAlaH	True
21715.076	pUrvakfta	tam	pUrvakftam	True
21715.088	pUrvaja	jaH	pUrvajaH	True
21715.088	pUrvaja	jA	pUrvajA	True
21715.098	pUrvadakziRa	RA	pUrvadakziRA	True
21715.148	pUrvapUrva	rvAH	pUrvapUrrvAH	False
21760.020	pfTUdara	raH	pfTUdaraH	True
21782.066	pfzWamAMsam	dam	None	False
21782.066	pfzWamAMsam	danam	None	False
22028.020	prakftArTa	rTaH	prakftArTaH	True
22029.040	prakftiBAva	vaH	prakftiBAvaH	True
22183.022	pracurapuruza	zaH	pracurapuruzaH	True
22225.074	prajAhita	tam	prajAhitam	True
22345.028	pratyaNgam	Ngam	pratyaNgam	True
22345.036	pratyanantara	ram	pratyanantaram	True
22345.042	pratyanIka	kaH	pratyanIkaH	True
22345.042	pratyanIka	kam	pratyanIkam	True
22345.048	pratyanta	ntaH	pratyantaH	True
22345.056	pratyamitra	traH	pratyamitraH	True
22345.056	pratyamitra	tram	pratyamitram	True
22345.108	pratyeka	kam	pratyekam	True
22345.194	pratidvandvaH	dvam	pratidvandvam	True
22345.220	pratipakza	kzaH	pratipakzaH	True
22345.244	pratipuruzaH	zam	pratipuruzam	True
22345.264	pratibalaH	lam	pratibalam	True
22345.278	pratiBawa	waH	pratiBawaH	True
22345.280	pratiBaya	yam	pratiBayam	True
22345.308	pratimuKa	Kam	pratimuKam	True
22345.308	pratimuKa	Kam	pratimuKam	True
22345.336	pratirUpa	pam	pratirUpam	True
22345.338	pratirUpaka	kam	pratirUpakam	True
22345.346	pratiloma	mam	pratilomam	True
22345.346	pratiloma	mam	pratilomam	True
22345.366	prativAtaH	tam	prativAtam	True
22345.374	prativizam	zA	prativizA	True
22791.030	pratyaYkcetana	naH	pratyaYkcetanaH	True
22807.020	pratyayakArakaH	RI	pratyayakArakRI	False
23161.020	praBuBakta	ktaH	praBuBaktaH	True
23211.034	pramARajYa	jYaH	pramARajYaH	True
23211.046	pramARaBUta	taH	pramARaBUtaH	True
23762.020	prahArArta	rtam	prahArArtam	True
23824.048	prAkkUla	lam	prAkkUlam	True
23824.060	prAgjanman	zam	None	False
23852.032	prARAntika	kam	prARAntikam	True
23852.094	prARada	dam	prARadam	True
23852.094	prARada	daH	prARadaH	True
23852.116	prARaDAra	raH	prARaDAraH	True
23852.192	prARasama	mA	prARasamA	True
23852.200	prARahAraka	kam	prARahArakam	True
23937.024	prAptArTa	rTaH	prAptArTaH	True
23937.026	prAptAvasara	raH	prAptAvasaraH	True
23937.034	prAptakAla	laH	prAptakAlaH	True
23937.034	prAptakAla	lam	prAptakAlam	True
23969	prAyARika	kI	prAyARikI	True
24071.028	priyApriyaH	yam	priyApriyam	True
24071.034	priyArha	rhaH	priyArhaH	True
24071.082	priyajIva	vaH	priyajIvaH	True
24071.092	priyadarSana	naH	priyadarSanaH	True
24071.092	priyadarSana	nam	priyadarSanam	True
24071.092	priyadarSana	nI	priyadarSanI	True
24071.108	priyaprAya	yam	priyaprAyam	True
24071.122	priyamaDu	DuH	priyamaDuH	True
24071.128	priyavacana	nam	priyavacanam	True
24071.140	priyavAdin	nI	priyavAdinI	False
24071.146	priyasaKaH	KI	priyasaKI	True
24090.030	prItida	daH	prItidaH	True
24090.032	prItidatta	dattam	prItidattam	True
24090.062	prItivarDana	naH	prItivarDanaH	True
24223.020	prozWapadaH	dA	prozWapadA	True
24223.020	prozWapadaH	dI	prozWapadI	True
24242.022	plavagaH	gA	plavagA	True
