Lnum	basehw	suffix	resolution	in_sanhw1
24298.042	PalAmlaH	mlam	PalAmlam	True
24298.052	PalAQya	QyA	PalAQyA	True
24298.068	PalotpattiH	ttiH	PalotpattiH	True
24298.126	Palada	daH	PaladaH	True
24334.022	PAlakfzwa	zwam	PAlakfzwam	True
24351.026	Putkfta	tam	Putkftam	True
24358.024	Pullanayana	naH	PullanayanaH	True
24358.024	Pullanayana	nam	Pullanayanam	True
24468.020	balAgram	graH	balAgraH	True
24468.080	balaja	jam	balajam	True
24468.080	balaja	jA	balajA	True
24468.110	balaBadra	draH	balaBadraH	True
24468.110	balaBadra	drA	balaBadrA	True
24468.140	balasTa	sTaH	balasTaH	True
24522.020	bahiraNga	gam	bahiraNgam	True
24522.034	bahiScara	raH	bahiScaraH	True
24522.062	bahirmuKa	KaH	bahirmuKaH	True
24522.072	bahirlamba	mbaH	bahirlambaH	True
24530.032	bahvapatya	tyaH	bahvapatyaH	True
24530.032	bahvapatya	tyA	bahvapatyA	True
24530.048	bahvfca	caH	bahvfcaH	True
24530.048	bahvfca	cI	bahvfcI	True
24530.052	bahukara	raH	bahukaraH	True
24530.052	bahukara	rI	bahukarI	True
24530.064	bahukzama	maH	bahukzamaH	True
24530.066	bahukzAram	raH	bahukzAraH	True
24530.070	bahuganDa	nDam	bahuganDam	True
24530.112	bahudugDa	gDaH	bahudugDaH	True
24530.112	bahudugDa	gDA	bahudugDA	True
24530.136	bahupatraH	tram	bahupatram	True
24530.136	bahupatraH	trI	bahupatrI	True
24530.148	bahuprakAra	ram	bahuprakAram	True
24530.152	bahupraja	jaH	bahuprajaH	True
24530.170	bahuPala	laH	bahuPalaH	True
24530.170	bahuPala	lI	bahuPalI	True
24530.174	bahubIjam	jA	bahubIjA	True
24530.202	bahumAnaH	nam	bahumAnam	True
24530.218	bahumUrti	rtiH	bahumUrtiH	True
24530.224	bahumUlya	lyam	bahumUlyam	True
24530.232	bahurasa	saH	bahurasaH	True
24530.234	bahurASi	SiH	bahurASiH	True
24530.236	bahurUpa	paH	bahurUpaH	True
24530.270	bahuvIrya	ryaH	bahuvIryaH	True
24530.276	bahuvrIhi	hiH	bahuvrIhiH	True
24530.290	bahuSruta	tiH	None	False
24530.296	bahusaMtati	tiH	bahusaMtatiH	True
24530.298	bahusAra	raH	bahusAraH	True
24530.306	bahusvana	naH	bahusvanaH	True
24589.028	bAlAruRa	RaH	bAlAruRaH	True
24589.058	bAlakundaH	kundam	bAlakundam	True
24589.072	bAlakrIqanakam	kaH	bAlakrIqanakaH	True
24589.092	bAlacaryaH	ryA	bAlacaryA	True
24590.020	bAlakapriya	yA	bAlakapriyA	True
24622.064	bAhupraharaRaH	Ram	bAhupraharaRam	True
24622.068	bAhubanDanam	naH	bAhubanDanaH	True
24667.020	bimbOzWa	zWaH	bimbOzWaH	True
24694.022	bIjANkuraH	rO	bIjANkurO	False
24694.036	bIjAQyaH	ram	None	False
24694.036	bIjAQyaH	rakam	None	False
24694.052	bIjakoSaH	SI	bIjakoSI	True
24758.020	bfhadaNga	NgaH	bfhadaNgaH	True
24758.090	bfhatPala	lA	bfhatPalA	True
24773.022	boDakara	raH	boDakaraH	True
24789.138	brahmacaryam	ryaH	brahmacaryaH	True
24789.138	brahmacaryam	ryA	brahmacaryA	True
24789.158	brahmajYa	jYaH	brahmajYaH	True
24789.194	brahmadeya	yaH	brahmadeyaH	True
24789.194	brahmadeya	yam	brahmadeyam	True
24789.214	brahmanizWa	zWaH	brahmanizWaH	True
24789.236	brahmaputraH	trA	brahmaputrA	False
24789.236	brahmaputraH	trI	brahmaputrI	True
24789.306	brahmayoni	niH	brahmayoniH	True
24789.364	brahmavAdin	nI	brahmavAdinI	True
24789.424	brahmasaMBava	vaH	brahmasaMBavaH	True
24822.062	Baktavatsala	laH	BaktavatsalaH	True
24836.036	BagadEvata	tam	BagadEvatam	True
24877.022	BawabalAgraH	gram	BawabalAgram	True
24905.072	BadramuKa	KI	BadramuKI	False
24918.024	BayApaha	haH	BayApahaH	True
24918.048	BayanASana	naH	BayanASanaH	True
24920	BayaMkara	raH	BayaMkaraH	True
24948.040	Bartfvratam	tA	BartfvratA	True
25007.024	BasmANgaH	Ngam	BasmANgam	True
25015.036	BArUpaH	pam	BArUpam	True
25020.038	BAgaDeyam	yaH	BAgaDeyaH	True
25077.044	BAravAhaH	hI	BAravAhI	True
25077.046	BAravAhanaH	nam	BAravAhanam	True
25101.022	BAlacandraH	drA	BAlacandrA	False
25105.020	BAvAnuga	gA	BAvAnugA	True
25147.020	BikzAwanam	naH	BikzAwanaH	True
25169.022	BinnArTa	rTam	BinnArTam	True
25174.028	BizagvaraH	rO	BizagvarO	False
25188.034	BImanAda	daH	BImanAdaH	True
25188.036	BImaparAkrama	maH	BImaparAkramaH	True
25188.048	BImavikrAnta	taH	BImavikrAntaH	True
25234.054	BUcara	raH	BUcaraH	True
25237.094	BUtaGnaH	DnI	None	False
25239.024	BUtikAma	maH	BUtikAmaH	True
25414.036	BrAtfputraH	trI	BrAtfputrI	False
25538.032	maYjuGoza	zaH	maYjuGozaH	True
25573.020	maRqalAgra	gram	maRqalAgram	True
25599.038	mattamayUraH	ram	mattamayUram	True
25620.046	madotkawa	wA	madotkawA	True
25620.070	madakala	laH	madakalaH	True
25646	maDu	Du	maDu	True
25646.058	maDukaraH	rI	maDukarI	True
25669.066	maDyamasAhasaH	saH	maDyamasAhasaH	True
25669.066	maDyamasAhasaH	sam	maDyamasAhasam	True
25684.076	manojYa	JA	None	False
25684.142	manorama	mA	manoramA	True
25684.206	manohara	ram	manoharam	True
25732.044	mandozRa	zRam	mandozRam	True
25820.020	markawAsya	syam	markawAsyam	True
25856.048	malaGna	GnI	malaGnI	True
25859.036	malayajaH	jaH	malayajaH	True
25859.036	malayajaH	jam	malayajam	True
25859.036	malayajaH	jam	malayajam	True
25863.026	malinamuKa	KaH	malinamuKaH	True
25880.020	mallikAkzaH	kzI	mallikAkzI	True
25943.022	mahANga	NgaH	mahANgaH	True
25943.032	mahAnasam	sI	mahAnasI	True
25943.032	mahAnasam	saH	mahAnasaH	True
25943.032	mahAnasam	sam	mahAnasam	True
25943.036	mahAnuBAva	vaH	mahAnuBAvaH	True
25943.044	mahAnvaya	yaH	mahAnvayaH	True
25943.044	mahAnvaya	naH	None	False
25943.056	mahAmla	mlam	mahAmlam	True
25943.060	mahArGa	rGaH	mahArGaH	True
25943.072	mahArha	rham	mahArham	True
25943.094	mahAQya	QyaH	mahAQyaH	True
25943.100	mahAnandaH	ndA	mahAnandA	True
25943.108	mahAramBa	mBaH	mahAramBaH	True
25943.110	mahAlayaH	yA	mahAlayA	True
25943.112	mahASaya	yaH	mahASayaH	True
25943.134	maheSvaraH	rI	maheSvarI	True
25943.138	mahotpalam	laH	mahotpalaH	True
25943.142	mahotsAha	haH	mahotsAhaH	True
25943.146	mahodaya	yaH	mahodayaH	True
25943.148	mahodara	ram	mahodaram	True
25943.158	mahonnata	taH	mahonnataH	True
25943.186	mahOzWa	zWaH	mahOzWaH	True
25943.190	mahOjasam	sI	mahOjasI	True
25943.206	mahAkambu	mbuH	mahAkambuH	True
25943.222	mahAkAntaH	tA	mahAkAntA	True
25943.224	mahAkAya	yaH	mahAkAyaH	True
25943.240	mahAkula	lam	mahAkulam	True
25943.276	mahAganDa	nDaH	mahAganDaH	True
25943.276	mahAganDa	nDam	mahAganDam	True
25943.276	mahAganDa	nDA	mahAganDA	True
25943.290	mahAguRa	RaH	mahAguRaH	True
25943.310	mahAGoza	zam	mahAGozam	True
25943.310	mahAGoza	zaH	mahAGozaH	True
25943.330	mahAjatru	truH	mahAjatruH	True
25943.352	mahAjvAla	laH	mahAjvAlaH	True
25943.366	mahAtIkzRa	kzRA	mahAtIkzRA	True
25943.392	mahAdevaH	vI	mahAdevI	True
25943.398	mahADana	nam	mahADanam	True
25943.432	mahAnAdaH	dam	mahAnAdam	True
25943.440	mahAnidra	drA	mahAnidrA	True
25943.452	mahAnIla	laH	mahAnIlaH	True
25943.462	mahApakza	kzaH	mahApakzaH	True
25943.462	mahApakza	kzI	mahApakzI	True
25943.478	mahApadmaH	dmam	mahApadmam	True
25943.520	mahApraBa	BaH	mahApraBaH	True
25943.540	mahAPala	lA	mahAPalA	True
25943.540	mahAPala	lam	mahAPalam	True
25943.548	mahAbala	laH	mahAbalaH	True
25943.550	mahAbalA	lam	mahAbalam	True
25943.554	mahAbAhu	huH	mahAbAhuH	True
25943.596	mahABAgavatam	taH	mahABAgavataH	True
25943.618	mahABUtam	taH	mahABUtaH	True
25943.620	mahABogaH	gA	mahABogA	True
25943.624	mahAmati	tiH	mahAmatiH	True
25943.628	mahAmada	daH	mahAmadaH	True
25943.652	mahAmAtra	traH	mahAmAtraH	True
25943.652	mahAmAtra	trI	mahAmAtrI	True
25943.662	mahAmAyUram	rI	mahAmAyUrI	True
25943.676	mahAmuniH	ni	mahAmuni	True
25943.682	mahAmUlam	laH	mahAmUlaH	True
25943.684	mahAmUlya	lyaH	mahAmUlyaH	True
25943.700	mahAmohaH	hA	mahAmohA	True
25943.734	mahArasa	saH	mahArasaH	True
25943.734	mahArasa	sam	mahArasam	True
25943.752	mahArAzwraH	zwrI	mahArAzwrI	True
25943.764	mahArUpa	paH	mahArUpaH	True
25943.772	mahArOdra	drI	mahArOdrI	True
25943.780	mahAliNgam	NgaH	mahAliNgaH	True
25943.836	mahAvIrya	ryaH	mahAvIryaH	True
25943.836	mahAvIrya	ryA	mahAvIryA	True
25943.840	mahAvega	gaH	mahAvegaH	True
25943.850	mahAvrata	tam	mahAvratam	True
25943.872	mahASAsana	nam	mahASAsanam	True
25943.884	mahASUdraH	drI	mahASUdrI	True
25943.884	mahASUdraH	drA	mahASUdrA	True
25943.912	mahAsattva	ttvaH	mahAsattvaH	True
25943.948	mahAsuKam	KaH	mahAsuKaH	True
25943.964	mahAsenaH	nA	mahAsenA	True
25961.028	mahIjaH	jA	mahIjA	True
25961.028	mahIjaH	jam	mahIjam	True
26036.050	mAtfpakza	kzaH	mAtfpakzaH	True
26036.086	mAtfsvaseyaH	yI	mAtfsvaseyI	False
26086.044	mAnada	daH	mAnadaH	True
26086.044	mAnada	dA	mAnadA	True
26261.020	mitAkzara	rA	mitAkzarA	True
26261.026	mitAhAra	raH	mitAhAraH	True
26286.032	miTyAcAra	raH	miTyAcAraH	True
26309.032	miSravarRa	rRam	miSravarRam	True
26329.022	mInARqam	RqA	mInARqA	True
26362.024	muktAsana	nam	muktAsanam	True
26362.030	muktakaRWa	RWam	muktakaRWam	True
26362.052	muktasaMga	gaH	muktasaMgaH	True
26367.098	muKapriyaH	yam	muKapriyam	True
26367.178	muKaSoDana	naH	muKaSoDanaH	True
26367.178	muKaSoDana	nam	muKaSoDanam	True
26523.022	mUrDABizikta	ktaH	mUrDABiziktaH	True
26528.058	mUlaja	jaH	mUlajaH	True
26528.058	mUlaja	jam	mUlajam	True
26528.118	mUlasTAnam	nI	mUlasTAnI	True
26553.182	mfgalocanaH	nA	mfgalocanA	True
26553.182	mfgalocanaH	nI	mfgalocanI	True
26553.206	mfgaSIrzam	rzaH	mfgaSIrzaH	True
26580.022	mftARqaH	RqA	mftARqA	True
26580.066	mftasaMjIvana	nam	mftasaMjIvanam	True
26580.066	mftasaMjIvana	nI	mftasaMjIvanI	True
26580.066	mftasaMjIvana	nI	mftasaMjIvanI	True
26580.068	mftasUtakam	kaH	mftasUtakaH	True
26595.030	mfdga	gaH	mfdgaH	True
26602.020	mfdvaNga	NgI	mfdvaNgI	True
26602.036	mfdugamana	nA	mfdugamanA	True
26614.022	mfzArTaka	kam	mfzArTakam	True
26628.090	meGapuzpam	zpaH	meGapuzpaH	True
26690	mEtrAyaRam	RAH	mEtrAyaRAH	False
26822.040	mlecCaBojanaH	nam	mlecCaBojanam	True
26830.020	mlAnANga	NgI	mlAnANgI	True
26858.028	yajYANgam	gaH	yajYANgaH	True
26885.026	yaTADIta	tam	yaTADItam	True
26885.040	yaTABipreta	tam	yaTABipretam	True
26885.050	yaTArTa	rTam	yaTArTam	True
26885.050	yaTArTa	arTataH	None	False
26885.068	yaTAgata	tam	yaTAgatam	True
26885.088	yaTecCa	cCam	yaTecCam	True
26885.088	yaTecCa	zwam	None	False
26885.088	yaTecCa	tam	None	False
26885.100	yaTocita	tam	yaTocitam	True
26885.110	yaToddizwa	zwam	yaToddizwam	True
26885.142	yaTAkAma	mam	yaTAkAmam	True
26885.148	yaTAkAlaH	lam	yaTAkAlam	True
26885.150	yaTAkfta	tam	yaTAkftam	True
26885.178	yaTAtaTa	Tam	yaTAtaTam	True
26885.178	yaTAtaTa	Tam	yaTAtaTam	True
26885.206	yaTApUrva	rvam	yaTApUrvam	True
26885.228	yaTAprApta	ptam	yaTAprAptam	True
26885.282	yaTAvIrya	ryam	yaTAvIryam	True
26885.284	yaTAvftta	ttam	yaTAvfttam	True
26885.314	yaTAsaMKyam	Kyam	yaTAsaMKyam	True
26885.330	yaTAsTAnam	nam	yaTAsTAnam	True
26885.332	yaTAsTita	tam	yaTAsTitam	True
26908.050	yamadaMzwrA	zwrAH	yamadaMzwrAH	True
26930.056	yavamaDyaH	Dyam	yavamaDyam	True
26930.056	yavamaDyaH	Dyamam	None	False
26934.024	yavanezwaH	zwA	yavanezwA	True
26934.024	yavanezwaH	zwam	yavanezwam	True
26946.028	yaSoda	daH	yaSodaH	True
26946.028	yaSoda	dA	yaSodA	True
26946.042	yaSaHSeza	zaH	yaSaHSezaH	True
27042.030	yAvadarTa	rTam	yAvadarTam	True
27187.020	raktAkta	ktam	raktAktam	True
27187.022	raktAkza	kzaH	raktAkzaH	True
27187.026	raktANgaH	Ngam	raktANgam	True
27187.038	raktAmbara	ram	raktAmbaram	True
27187.038	raktAmbara	raH	raktAmbaraH	True
27187.084	raktaGnaH	DnI	None	False
27187.112	raktapaH	pA	raktapA	True
27187.126	raktapAda	daH	raktapAdaH	True
27187.184	raktavarRa	rRaH	raktavarRaH	True
27187.184	raktavarRa	rRam	raktavarRam	True
27198.024	rakzoGnaH	Gnam	rakzoGnam	True
27209.036	raGuvaMSaH	Sam	raGuvaMSam	True
27248.060	raRapriya	yaH	raRapriyaH	True
27248.074	raRaraRaH	Ram	raRaraRam	True
27248.076	raRaraRakaH	kaH	raRaraRakaH	True
27258.052	ratnagarBaH	rBA	ratnagarBA	True
27261.022	raTANgam	NgaH	raTANgaH	True
27306.028	ramApriyaH	yam	ramApriyam	True
27329.024	rasADika	kaH	rasADikaH	True
27329.032	rasAyanam	naH	rasAyanaH	True
27329.032	rasAyanam	nI	rasAyanI	True
27329.054	rasottamam	maH	rasottamaH	True
27329.084	rasagraha	haH	rasagrahaH	True
27329.096	rasajYa	jYaH	rasajYaH	True
27329.096	rasajYa	jYA	rasajYA	True
27329.156	rasaSoDanaH	nam	rasaSoDanam	True
27361.048	rAgapawwaH	wwI	rAgapawwI	False
27379.074	rAjezwaH	zwam	rAjezwam	True
27379.124	rAjaGa	GaH	rAjaGaH	True
27379.226	rAjaprezyaH	zyam	rAjaprezyam	True
27427.022	rAmAyanam	Ram	None	False
27427.048	rAmadUtaH	tI	rAmadUtI	True
27427.056	rAmavallaBaH	Bam	rAmavallaBam	True
27535.020	rukkara	raH	rukkaraH	True
27548.020	rudrAkzaH	kzam	rudrAkzam	True
27612.026	reRurUzita	taH	reRurUzitaH	True
27647.074	rogahara	ram	rogaharam	True
27679.082	romaharzaRa	RaH	romaharzaRaH	True
27679.082	romaharzaRa	Ram	romaharzaRam	True
27752.030	laGukAya	yaH	laGukAyaH	True
27752.126	laGuhasta	staH	laGuhastaH	True
27829.020	lambodara	raH	lambodaraH	True
27829.020	lambodara	rI	lambodarI	True
27849.022	lalajjihva	hvaH	lalajjihvaH	True
28143.052	lokAlokaH	kO	lokAlokO	False
28143.062	lokAyata	taH	lokAyataH	True
28143.062	lokAyata	tam	lokAyatam	True
28143.070	lokottara	raH	lokottaraH	True
28143.086	lokakalpa	lpaH	lokakalpaH	True
28143.088	lokakAnta	ntA	lokakAntA	True
28143.164	lokabAhya	hyaH	lokabAhyaH	True
28143.262	lokahita	tam	lokahitam	True
28210.020	lohitAkzaH	kzam	lohitAkzam	True
28231.040	vaMSakara	raH	vaMSakaraH	True
28231.072	vaMSaja	jaH	vaMSajaH	True
28231.072	vaMSaja	jam	vaMSajam	True
28231.072	vaMSaja	jA	vaMSajA	True
28231.076	vaMSaDara	raH	vaMSaDaraH	True
28231.090	vaMSapatram	traH	vaMSapatraH	True
28231.092	vaMSapatrakaH	kam	vaMSapatrakam	True
28231.106	vaMSaBojya	jyam	vaMSaBojyam	True
28248.020	vakrANgam	NgaH	vakrANgaH	True
28248.042	vakragati	tiH	vakragatiH	True
28288.026	vacanakara	raH	vacanakaraH	True
28316.020	vawapatram	trA	vawapatrA	True
28364.022	vatsAdanaH	nI	vatsAdanI	True
28364.030	vatsakAma	mA	vatsakAmA	True
28407.044	vanArdrakam	kA	vanArdrakA	True
28407.046	vanASa	SaH	vanASaH	True
28407.092	vanagocara	raH	vanagocaraH	True
28407.092	vanagocara	ram	vanagocaram	True
28407.108	vanacara	raH	vanacaraH	True
28407.116	vanajaH	jam	vanajam	True
28407.154	vanaprasTa	sTaH	vanaprasTaH	True
28407.156	vanapriyaH	yam	vanapriyam	True
28478.030	vayogata	tam	vayogatam	True
28478.044	vayaHsTa	sTaH	vayaHsTaH	True
28478.044	vayaHsTa	sTA	vayaHsTA	True
28486.020	varANga	NgaH	varANgaH	True
28486.020	varANga	NgI	varANgI	True
28486.020	varANga	Ngam	varANgam	True
28486.036	varAroha	haH	varArohaH	True
28486.036	varAroha	hA	varArohA	True
28486.040	varAsanam	naH	varAsanaH	True
28486.058	varatanu	nuH	varatanuH	True
28486.064	varada	daH	varadaH	True
28486.064	varada	dA	varadA	True
28486.104	varalabDa	bDaH	varalabDaH	True
28574.074	varRada	dam	varRadam	True
28576	varRanam	nA	varRanA	True
28645.040	varzakaraH	rI	varzakarI	True
28730.036	vaSaga	gA	vaSagA	True
28757.032	vasantatilakaH	kaH	vasantatilakaH	True
28757.032	vasantatilakaH	kA	vasantatilakA	False
28757.032	vasantatilakaH	kam	vasantatilakam	True
28816.036	vahnidIpakaH	kA	vahnidIpakA	False
28834.020	vAgurAvfttiH	ttiH	vAgurAvfttiH	True
28841.032	vAgISaH	SA	vAgISA	True
28841.034	vAgISvaraH	rI	vAgISvarI	True
28841.072	vAgdatta	ttA	vAgdattA	True
28841.080	vAgduzwa	zwaH	vAgduzwaH	True
28841.098	vAkpati	tiH	vAkpatiH	True
28841.138	vAgvidagDa	gDA	vAgvidagDA	True
28881.020	vAwyapuzpam	zpI	vAwyapuzpI	True
28897.032	vAtAyanaH	nam	vAtAyanam	True
28971.052	vAmaSIla	laH	vAmaSIlaH	True
28989	vAyava	vI	vAyavI	True
28995.042	vAravARiH	RiH	vAravARiH	True
29013.042	vAricara	raH	vAricaraH	True
29013.046	vArija	jaH	vArijaH	True
29013.046	vArija	jam	vArijam	True
29013.052	vAridaH	dam	vAridam	True
29013.074	vAriBavaH	vam	vAriBavam	True
29384.020	vicitrANga	NgaH	vicitrANgaH	True
29384.024	vicitradeha	haH	vicitradehaH	True
29655.028	viDijYa	jYaH	viDijYaH	True
29786.028	vinDyavAsin	nI	vinDyavAsinI	True
29853.028	viprapriya	yaH	viprapriyaH	True
29853.028	viprapriya	yam	viprapriyam	True
29997.022	viBrAntaSIla	laH	viBrAntaSIlaH	True
30154.020	virUpAkza	kzaH	virUpAkzaH	True
30194	vilasat	ntI	None	False
30291.020	vivftAkza	kzaH	vivftAkzaH	True
30340.020	viSAlAkza	kzaH	viSAlAkzaH	True
30340.020	viSAlAkza	kzI	viSAlAkzI	True
30365.024	viSIrRamUrti	rtiH	viSIrRamUrtiH	True
30396.034	viSvakadru	druH	viSvakadruH	True
30396.050	viSvaganDaH	nDam	viSvaganDam	True
30396.106	viSvaBezajam	jaH	viSvaBezajaH	True
30396.110	viSvamUrti	rtiH	viSvamUrtiH	True
30396.118	viSvarUpa	paH	viSvarUpaH	True
30396.118	viSvarUpa	pam	viSvarUpam	True
30423.026	vizAntaka	kaH	vizAntakaH	True
30423.058	vizaGna	GnaH	vizaGnaH	True
30423.058	vizaGna	GnI	vizaGnI	True
30423.066	vizadaH	dam	vizadam	True
30652.022	vItaBaya	yaH	vItaBayaH	True
30652.028	vItarAga	gaH	vItarAgaH	True
30701.026	vfkzAmlaH	mlam	vfkzAmlam	True
30701.050	vfkzacCAyA	yam	vfkzacCAyam	True
30710.058	vfttaPalaH	lam	vfttaPalam	True
30713.046	vfttisTa	sTaH	vfttisTaH	True
30758.024	vfzwijIvana	naH	vfzwijIvanaH	True
30806.078	vedabAhya	hyaH	vedabAhyaH	True
31546.020	SakunajYa	jYA	SakunajYA	True
31560.028	Saktigraha	haH	SaktigrahaH	True
31560.030	SaktigrAhaka	kaH	SaktigrAhakaH	True
31560.034	SaktiDara	raH	SaktiDaraH	True
31568.020	SakrASanaH	nam	SakrASanam	True
31583.020	SaNkukarRa	rRaH	SaNkukarRaH	True
31610.034	SatAvaraH	rI	SatAvarI	True
31610.050	SatakumBaH	mBam	SatakumBam	True
31610.054	Satakowi	wiH	SatakowiH	True
31610.094	SataDAra	ram	SataDAram	True
31610.100	SatapatraH	trA	SatapatrA	False
31610.100	SatapatraH	tram	Satapatram	True
31610.162	SatamuKa	Kam	SatamuKam	True
31610.162	SatamuKa	KI	SatamuKI	True
31610.182	Satavarza	rzam	Satavarzam	True
31637.020	SanEScara	raH	SanEScaraH	True
31654.034	SabdArTaH	rTO	SabdArTO	True
31654.038	SabdAKyeya	yam	SabdAKyeyam	True
31675.004	SambaH	mBaH	None	False
31695.038	SarAvaraH	ram	SarAvaram	True
31736.020	Sarmada	daH	SarmadaH	True
31783.024	SaSikAntaH	tam	SaSikAntam	True
31783.040	SaSipraBa	Bam	SaSipraBam	True
31794.096	Sastrahasta	staH	SastrahastaH	True
31801.026	SAkAKyaH	Kyam	SAkAKyam	True
31802	SAkawa	wI	SAkawI	False
31959.024	SAlAmuKam	KaH	SAlAmuKaH	True
31965.046	SAlihotraH	tram	SAlihotram	True
32007.034	SAstrAcaraRam	RaH	SAstrAcaraRaH	True
32035.026	SiKADara	raH	SiKADaraH	True
32035.040	SiKAvala	laH	SiKAvalaH	True
32064.020	Sipivizwa	zwaH	SipivizwaH	True
32107.030	SivAlayaH	yam	SivAlayam	True
32107.050	SivatAti	tiH	SivatAtiH	True
32107.076	SivapriyaH	yam	Sivapriyam	True
32107.076	SivapriyaH	yA	SivapriyA	True
32107.098	SivavallaBaH	BA	SivavallaBA	True
32117.038	SiSupriyaH	yam	SiSupriyam	True
32143.096	SItaSivaH	vam	SItaSivam	True
32162.024	SIrRaparRam	rRaH	SIrRaparRaH	True
32171.036	SIlavftta	ttam	SIlavfttam	True
32181.034	SukanAsa	saH	SukanAsaH	True
32181.040	SukapuzpaH	yA	None	False
32186.022	Sukrakara	raH	SukrakaraH	True
32238.022	SuBANga	NgI	SuBANgI	True
32267.020	SuzkANga	NgI	SuzkANgI	True
32315.030	SfNgajaH	jam	SfNgajam	True
32337	SF	qiRqIrapiRqa	None	False
32491.020	SyAmANga	NgaH	SyAmANgaH	True
32539.030	SravaRagocara	raH	SravaRagocaraH	True
32571.026	SrIkaraH	ram	SrIkaram	True
32571.052	SrIGanam	naH	SrIGanaH	True
32571.094	SrIPalaH	lam	SrIPalam	True
32577.032	SrutaDara	raH	SrutaDaraH	True
32579.030	Srutikawu	wuH	SrutikawuH	True
32594.026	SrezWakAzWaH	zWam	SrezWakAzWam	True
32674.028	SvaHSreyasa	sam	SvaHSreyasam	True
32693.090	Svetarakta	ktaH	SvetaraktaH	True
32708.054	zawkarRa	rRaH	zawkarRaH	True
32708.058	zawkoRa	Ram	zawkoRam	True
32708.066	zaqguRa	Ram	zaqguRam	True
32708.088	zaqdarSanam	naH	zaqdarSanaH	True
32708.112	zaqBuja	jaH	zaqBujaH	True
32708.112	zaqBuja	jA	zaqBujA	True
32708.120	zaRmuKaH	KA	zaRmuKA	True
32730.022	zoqaSANga	NgaH	zoqaSANgaH	True
33173.030	saMKyAvAcaka	kaH	saMKyAvAcakaH	True
33350.050	satkfta	taH	satkftaH	True
33350.050	satkfta	tam	satkftam	True
33350.058	sadguRa	RaH	sadguRaH	True
33350.070	sajjana	naH	sajjanaH	True
33350.118	sadvftta	ttam	sadvfttam	True
33350.136	satsahAya	yaH	satsahAyaH	True
33350.138	satsAra	raH	satsAraH	True
33378.024	satyAnfta	tam	satyAnftam	True
33378.024	satyAnfta	te	satyAnfte	False
33378.082	satyarata	taH	satyarataH	True
33378.090	satyavadya	dyam	satyavadyam	True
33378.118	satyasaMDaH	DA	satyasaMDA	True
33404.020	sadAnanda	daH	sadAnandaH	True
33404.030	sadAdAna	naH	sadAdAnaH	True
33404.034	sadApuzpa	zpaH	sadApuzpaH	True
33404.038	sadAPala	laH	sadAPalaH	True
33411.028	sadyojAta	taH	sadyojAtaH	True
33446	sanirveda	dam	sanirvedam	True
33511.020	saMdigDArTa	rTaH	saMdigDArTaH	True
33641.078	saptaparRaH	rRI	saptaparRI	True
33641.106	saptaSatam	tI	saptaSatI	True
33688.040	samakakza	kzA	samakakzA	True
33688.046	samakAlaH	lam	samakAlam	True
33688.066	samacaturasra	sram	samacaturasram	True
33688.112	samaBAva	vaH	samaBAvaH	True
33688.148	samavftti	ttiH	samavfttiH	True
33817.022	samAnADikaraRa	Ram	samAnADikaraRam	True
34054.044	samudraga	gaH	samudragaH	True
34054.044	samudraga	gA	samudragA	True
34380.020	sarasIjam	haH	None	False
34421.020	sarvANgam	NgaH	sarvANgaH	True
34421.102	sarvaga	gaH	sarvagaH	True
34421.102	sarvaga	gam	sarvagam	True
34421.150	sarvadevamaya	yaH	sarvadevamayaH	True
34421.236	sarvavedas	sam	None	False
34421.268	sarvasaha	haH	sarvasahaH	True
34421.268	sarvasaha	hA	sarvasahA	True
34424.024	sarvatoBadraH	drA	sarvatoBadrA	True
34424.026	sarvatomuKa	KaH	sarvatomuKaH	True
34424.026	sarvatomuKa	Kam	sarvatomuKam	True
34522.026	sahArTa	rTaH	sahArTaH	True
34522.070	sahacara	raH	sahacaraH	True
34522.070	sahacara	rI	sahacarI	True
34522.078	sahaja	jaH	sahajaH	True
34530.038	sahasrAkza	kzaH	sahasrAkzaH	True
34530.062	sahasrada	daH	sahasradaH	True
34530.076	sahasraDAraH	rA	sahasraDArA	True
34682.056	sADuvftta	ttam	sADuvfttam	True
34759.034	sAmaja	jaH	sAmajaH	True
34759.034	sAmaja	taH	None	False
34777.030	sAmAnyavacana	nam	sAmAnyavacanam	True
34977.024	siMhAsanam	naH	siMhAsanaH	True
34977.074	siMhasaMhanana	nam	siMhasaMhananam	True
35004.046	sitAsitaH	tO	sitAsitO	False
35009.030	sidDArTa	rTaH	sidDArTaH	True
35009.084	sidDarasa	saH	sidDarasaH	True
35009.106	sidDasADanaH	nam	sidDasADanam	True
35009.110	sidDasADya	Dyam	sidDasADyam	True
35014.020	sidDida	daH	sidDidaH	True
35025.022	sindUratilakaH	kA	sindUratilakA	True
35029.030	sinDuja	jaH	sinDujaH	True
35029.030	sinDuja	jam	sinDujam	True
35059.026	sItAPalaH	lam	sItAPalam	True
35088.048	sUkta	ktA	sUktA	True
35088.048	sUkta	ktam	sUktam	True
35088.054	sUtTAna	nam	sUtTAnam	True
35088.066	sukaRWa	RWI	sukaRWI	True
35088.074	sukara	raH	sukaraH	True
35088.074	sukara	rA	sukarA	True
35088.074	sukara	ram	sukaram	True
35088.098	sukumAra	raH	sukumAraH	True
35088.098	sukumAra	rA	sukumArA	True
