243.038	agnyADeyaH	yam	agnyADeyam
243.108	agnija	jAtaH	agnijAtaH
243.108	agnija	jAtam	agnijAtam
260.026	agrediDizuH	zUH	agrediDizUH
268.030	aGanASa	naH	aGanASanaH
281.046	aNkapUraRam	banDaH	aNkabanDaH
305.072	aNgarakzaRI	Ram	aNgarakzaRam
360.030	acalaja	jAtA	acalajAtA
379.020	acCodan	dA	acCodA
379.020	acCodan	daM	acCodaM
432.020	ajAtAri	truH	ajAtaSatruH
541.022	aRqAkAra	tiH	aRqAkftiH
1010.022	aDarOzWaH	zWam	aDarOzWam
1022.094	aDaHSaya	yyA	aDaHSayyA
1387.020	anavadyANga	aNgI	anavadyANgI
2334.090	antarGaRaH	naH	ntarGanaH
2345	antari	ayati	antarayati
2385.022	anDAhiH	hikaH	anDAhikaH
2401.056	anyaDarman	rmaH	anyaDarmaH
2600.026	apatyatA	dA	apatyatAdA
3017.020	apuzpaPala	daH	apuzpaPaladaH
3253.020	abudDipUrva	rvakam	abudDIpUrvakam
3592	aBiyAtiH	yI	aBiyAyI
3934.024	aByantarakaraRa	nam	aByantaraRam
4229.060	amftopastaraRam	vaH	amftopastaraRaH
4323	ayas	yaH	ayAH
4381	arajas	jAH	arajAH
4490	arus	ruH	aruH
4516.070	arkapatraH	rRam	arkaparRam
4516.078	arkapuzpAdyam	zpI	arkapuzpI
4544	arcin	rcI	arcI
4564.104	arTatattvam	daH	arTatattvadaH
4567	arTavat	vAn	arTavAn
4582.094	arDacandrakam	raH	arDacandrAkAraH
4582.094	arDacandrakam	ti	arDacakdrAkftiH
4742.028	alpAyus	yuH	alpAyuH
4742.090	alpapramARa	RakaH	alpapramARakaH
4792	avakIrRin	rRI	avakIrRI
5160	avayAj	yAjaH	avayAjaH
5160	avayAj	yAjO	yAjO
5637	avisargin	gI	avisargI
5721.020	avyayAtman	tmA	avyayAtmA
5850.026	aSmakuwwa	wwakaH	aSmakuwwakaH
5890.180	aSvameDika	yaH	aSvameDIyaH
5923.050	azwakarRa	karman	azwakarman
5923.054	azwakulAcalAH	maryAdAgirayaH	azwamaryAdAgirayaH
6017	asatkarman	rma	asatkarma
6561.004	AgrahAyaRakaH	RikaH	AgrahAyaRikaH
6780.154	AtmayoniH	BUH	AtmaBUH
6821.068	AdiBava	taH	AdiBUtaH
6821.068	AdiBava	tam	AdiBUtam
7263	AmaraRAnta	kI	AmaraRAntikI
7308	Amodin	dI	AmodI
7598	AliNgin	gI	AliNgI
7745	Avartin	rtI	AvartI
7874.020	AzAQaBava	BUH	AzAQABUH
8041	Ahartf	rtA	AhartA
8216	irAvat	vAn	irAvAn
8312	Idfkza	SI	IdfsI
8381	ukzan	kzA	ukzA
10293	uru	rvI	urvI
10483.062	UrDvacaraRa	pAdam	UrDvapAdam
10632.032	ekANgaH	aNgam	ekANgam
10632.046	ekAnta	tena	ekAntena
10632.046	ekAnta	tataH	ekAntataH
10632.116	ekarc	cam	ekarcam
10632.148	ekaguru	rukaH	ekagurukaH
10632.308	ekapad	pAd	ekapAd
10632.370	ekaBakta	Buktam	ekaBuktam
11129	kaNkaRaH	karaH	kaNkaRakaraH
11860.030	kAkoqumbaraH	rikA	kAkoqumbarikA
12035.002	kAraRA	kAraRAt	kAraRAt
12123.056	kAlAnusAriH	ryam	kAlAnusAryam
12123.224	kAlapfzWam	kam	kAlapfzWakam
13210	krozwu	zwrI	krozwrI
14268.188	goparasaH	pakaH	gopakaH
14268.188	goparasaH	pikA	gopikA
14268.188	goparasaH	pI	gopI
14641.038	caturaSra	sraH	caturasraH
14872.032	cArunetra	naH	cArulocanaH
15266.030	Cinnamasta	kA	CinnamastakA
15512	jAgaritf	trI	jAgaritrI
15610.036	jitakopa	DaH	jitakroDaH
16848.070	tryaSra	sram	tryasram
16848.128	triguRAH	guRA	triguRA
16848.176	tridaSAH	SaH	tridaSaH
16887	trEvarRa	kI	trEvarRikI
17019.074	dantaDAvaH	naH	dantaDAvanaH
17301.060	divAsvapnaH	paH	divAsvApaH
17307.104	digvasana	straH	digvastraH
17389.190	durga	naH	gurgalaNGanaH
17389.236	durjYAna	yaH	durjYeyaH
