17389.402	duryoDa	naH	duryoDanaH
17544.036	deSakAlO	lam	deSakAlam
18243	nagnahu	hUH	nagnahUH
18438.006	nAgarakam	rikam	nAgarikam
19019.002	nirdaraH	riH	nirdariH
19449.072	nIlapatraH	tram	nIlapatram
19482.044	nfpaH	BA	nfpavallaBA
19903.038	padmakara	staH	padmahastaH
19903.038	padmakara	stA	padmahastA
19903.060	padmaganDa	ganDi	padmaganDi
19937.050	parArTin	rTam	parArTam
19937.050	parArTin	rTe	parArTe
20977.034	pARigrahaRika	yam	pARigrahaRIyam
21041.154	pAdapASaH	SikaH	pAdapASikaH
21064.086	pApanASana	nASinI	pApanASinI
21385.092	pitfbanDuH	nDum	pitfbanDum
21591.026	purAkft	tam	purAtkftam
21782.066	pfzWamAMsam	dam	pfzWamAMsAdam
21782.066	pfzWamAMsam	danam	pfzWamAMsAdanam
23824.060	prAgjanman	zam	prAgjyotizam
24530.290	bahuSruta	tiH	bahuSrutiH
24694.036	bIjAQyaH	ram	bIjapUram
24694.036	bIjAQyaH	rakam	bIjapUrakam
25237.094	BUtaGnaH	GnI	BUtaGnI
25684.076	manojYa	jYA	manojYA
25943.044	mahAnvaya	naH	mahABijanaH
26885.050	yaTArTa	arTataH	yaTArTataH
26885.088	yaTecCa	zwam	yaTezwam
26885.088	yaTecCa	tam	yaTepsitam
26930.056	yavamaDyaH	Dyamam	yavamaDyamam
27187.084	raktaGnaH	GnI	raktaGnI
27427.022	rAmAyanam	Ram	rAmAyaRam
30194	vilasat	ntI	vilasantI
31675.004	SambaH	mBaH	SamBaH
32181.040	SukapuzpaH	yA	SukapriyA
32337	SF	qiRqIrapiRqa	None
34380.020	sarasIjam	haH	sarasIruhaH
34421.236	sarvavedas	sam	sarvavedasam
34759.034	sAmaja	taH	sAmajAtaH
35088.172	sucarita	tram	sucaritram
35088.172	sucarita	trA	sucaritrA
35088.216	sutanu	nUH	sutanUH
35088.322	suDI	syam	suDyupAsyam
35135.060	sureSaH	rI	sureSvarI
35495	sOmerava	rukI	sOmerukI
36531.024	hfdayeSaH	rI	hfdayeSvarI
