Lnum	basehw	suffix	resolution
25599.038	mattamayUraH	ram	mattamayUram
25620.046	madotkawa	wA	madotkawA
25620.070	madakala	laH	madakalaH
25646	maDu	Du	maDu
25646.058	maDukaraH	rI	maDukarI
25669.066	maDyamasAhasaH	saH	maDyamasAhasaH
25669.066	maDyamasAhasaH	sam	maDyamasAhasam
25684.076	manojYa	JA	None
25684.142	manorama	mA	manoramA
25684.206	manohara	ram	manoharam
25732.044	mandozRa	zRam	mandozRam
25820.020	markawAsya	syam	markawAsyam
25856.048	malaGna	GnI	malaGnI
25859.036	malayajaH	jaH	malayajaH
25859.036	malayajaH	jam	malayajam
25859.036	malayajaH	jam	malayajam
25863.026	malinamuKa	KaH	malinamuKaH
25880.020	mallikAkzaH	kzI	mallikAkzI
25943.022	mahANga	NgaH	mahANgaH
25943.032	mahAnasam	sI	mahAnasI
25943.032	mahAnasam	saH	mahAnasaH
25943.032	mahAnasam	sam	mahAnasam
25943.036	mahAnuBAva	vaH	mahAnuBAvaH
25943.044	mahAnvaya	yaH	mahAnvayaH
25943.044	mahAnvaya	naH	None
25943.056	mahAmla	mlam	mahAmlam
25943.060	mahArGa	rGaH	mahArGaH
25943.072	mahArha	rham	mahArham
25943.094	mahAQya	QyaH	mahAQyaH
25943.100	mahAnandaH	ndA	mahAnandA
25943.108	mahAramBa	mBaH	mahAramBaH
25943.110	mahAlayaH	yA	mahAlayA
25943.112	mahASaya	yaH	mahASayaH
25943.134	maheSvaraH	rI	maheSvarI
25943.138	mahotpalam	laH	mahotpalaH
25943.142	mahotsAha	haH	mahotsAhaH
25943.146	mahodaya	yaH	mahodayaH
25943.148	mahodara	ram	mahodaram
25943.158	mahonnata	taH	mahonnataH
25943.186	mahOzWa	zWaH	mahOzWaH
25943.190	mahOjasam	sI	mahOjasI
25943.206	mahAkambu	mbuH	mahAkambuH
25943.222	mahAkAntaH	tA	mahAkAntA
25943.224	mahAkAya	yaH	mahAkAyaH
25943.240	mahAkula	lam	mahAkulam
25943.276	mahAganDa	nDaH	mahAganDaH
25943.276	mahAganDa	nDam	mahAganDam
25943.276	mahAganDa	nDA	mahAganDA
25943.290	mahAguRa	RaH	mahAguRaH
25943.310	mahAGoza	zam	mahAGozam
25943.310	mahAGoza	zaH	mahAGozaH
25943.330	mahAjatru	truH	mahAjatruH
25943.352	mahAjvAla	laH	mahAjvAlaH
25943.366	mahAtIkzRa	kzRA	mahAtIkzRA
25943.392	mahAdevaH	vI	mahAdevI
25943.398	mahADana	nam	mahADanam
25943.432	mahAnAdaH	dam	mahAnAdam
25943.440	mahAnidra	drA	mahAnidrA
25943.452	mahAnIla	laH	mahAnIlaH
25943.462	mahApakza	kzaH	mahApakzaH
25943.462	mahApakza	kzI	mahApakzI
25943.478	mahApadmaH	dmam	mahApadmam
25943.520	mahApraBa	BaH	mahApraBaH
25943.540	mahAPala	lA	mahAPalA
25943.540	mahAPala	lam	mahAPalam
25943.548	mahAbala	laH	mahAbalaH
25943.550	mahAbalA	lam	mahAbalam
25943.554	mahAbAhu	huH	mahAbAhuH
25943.596	mahABAgavatam	taH	mahABAgavataH
25943.618	mahABUtam	taH	mahABUtaH
25943.620	mahABogaH	gA	mahABogA
25943.624	mahAmati	tiH	mahAmatiH
25943.628	mahAmada	daH	mahAmadaH
25943.652	mahAmAtra	traH	mahAmAtraH
25943.652	mahAmAtra	trI	mahAmAtrI
25943.662	mahAmAyUram	rI	mahAmAyUrI
25943.676	mahAmuniH	ni	mahAmuni
25943.682	mahAmUlam	laH	mahAmUlaH
25943.684	mahAmUlya	lyaH	mahAmUlyaH
25943.700	mahAmohaH	hA	mahAmohA
25943.734	mahArasa	saH	mahArasaH
25943.734	mahArasa	sam	mahArasam
25943.752	mahArAzwraH	zwrI	mahArAzwrI
25943.764	mahArUpa	paH	mahArUpaH
25943.772	mahArOdra	drI	mahArOdrI
25943.780	mahAliNgam	NgaH	mahAliNgaH
25943.836	mahAvIrya	ryaH	mahAvIryaH
25943.836	mahAvIrya	ryA	mahAvIryA
25943.840	mahAvega	gaH	mahAvegaH
25943.850	mahAvrata	tam	mahAvratam
25943.872	mahASAsana	nam	mahASAsanam
25943.884	mahASUdraH	drI	mahASUdrI
25943.884	mahASUdraH	drA	mahASUdrA
25943.912	mahAsattva	ttvaH	mahAsattvaH
25943.948	mahAsuKam	KaH	mahAsuKaH
25943.964	mahAsenaH	nA	mahAsenA
25961.028	mahIjaH	jA	mahIjA
25961.028	mahIjaH	jam	mahIjam
26036.050	mAtfpakza	kzaH	mAtfpakzaH
26036.086	mAtfsvaseyaH	yI	mAtfsvaseyI
26086.044	mAnada	daH	mAnadaH
26086.044	mAnada	dA	mAnadA
26261.020	mitAkzara	rA	mitAkzarA
26261.026	mitAhAra	raH	mitAhAraH
26286.032	miTyAcAra	raH	miTyAcAraH
26309.032	miSravarRa	rRam	miSravarRam
26329.022	mInARqam	RqA	mInARqA
26362.024	muktAsana	nam	muktAsanam
26362.030	muktakaRWa	RWam	muktakaRWam
26362.052	muktasaMga	gaH	muktasaMgaH
26367.098	muKapriyaH	yam	muKapriyam
26367.178	muKaSoDana	naH	muKaSoDanaH
26367.178	muKaSoDana	nam	muKaSoDanam
26523.022	mUrDABizikta	ktaH	mUrDABiziktaH
26528.058	mUlaja	jaH	mUlajaH
26528.058	mUlaja	jam	mUlajam
26528.118	mUlasTAnam	nI	mUlasTAnI
26553.182	mfgalocanaH	nA	mfgalocanA
26553.182	mfgalocanaH	nI	mfgalocanI
26553.206	mfgaSIrzam	rzaH	mfgaSIrzaH
26580.022	mftARqaH	RqA	mftARqA
26580.066	mftasaMjIvana	nam	mftasaMjIvanam
26580.066	mftasaMjIvana	nI	mftasaMjIvanI
26580.066	mftasaMjIvana	nI	mftasaMjIvanI
26580.068	mftasUtakam	kaH	mftasUtakaH
26595.030	mfdga	gaH	mfdgaH
26602.020	mfdvaNga	NgI	mfdvaNgI
26602.036	mfdugamana	nA	mfdugamanA
26614.022	mfzArTaka	kam	mfzArTakam
26628.090	meGapuzpam	zpaH	meGapuzpaH
26690	mEtrAyaRam	RAH	mEtrAyaRAH
26822.040	mlecCaBojanaH	nam	mlecCaBojanam
26830.020	mlAnANga	NgI	mlAnANgI
26858.028	yajYANgam	gaH	yajYANgaH
26885.026	yaTADIta	tam	yaTADItam
26885.040	yaTABipreta	tam	yaTABipretam
26885.050	yaTArTa	rTam	yaTArTam
26885.050	yaTArTa	arTataH	None
26885.068	yaTAgata	tam	yaTAgatam
26885.088	yaTecCa	cCam	yaTecCam
26885.088	yaTecCa	zwam	None
26885.088	yaTecCa	tam	None
26885.100	yaTocita	tam	yaTocitam
26885.110	yaToddizwa	zwam	yaToddizwam
26885.142	yaTAkAma	mam	yaTAkAmam
26885.148	yaTAkAlaH	lam	yaTAkAlam
26885.150	yaTAkfta	tam	yaTAkftam
26885.178	yaTAtaTa	Tam	yaTAtaTam
26885.178	yaTAtaTa	Tam	yaTAtaTam
26885.206	yaTApUrva	rvam	yaTApUrvam
26885.228	yaTAprApta	ptam	yaTAprAptam
26885.282	yaTAvIrya	ryam	yaTAvIryam
26885.284	yaTAvftta	ttam	yaTAvfttam
26885.314	yaTAsaMKyam	Kyam	yaTAsaMKyam
26885.330	yaTAsTAnam	nam	yaTAsTAnam
26885.332	yaTAsTita	tam	yaTAsTitam
26908.050	yamadaMzwrA	zwrAH	yamadaMzwrAH
26930.056	yavamaDyaH	Dyam	yavamaDyam
26930.056	yavamaDyaH	Dyamam	None
26934.024	yavanezwaH	zwA	yavanezwA
26934.024	yavanezwaH	zwam	yavanezwam
26946.028	yaSoda	daH	yaSodaH
26946.028	yaSoda	dA	yaSodA
26946.042	yaSaHSeza	zaH	yaSaHSezaH
27042.030	yAvadarTa	rTam	yAvadarTam
27187.020	raktAkta	ktam	raktAktam
27187.022	raktAkza	kzaH	raktAkzaH
27187.026	raktANgaH	Ngam	raktANgam
27187.038	raktAmbara	ram	raktAmbaram
27187.038	raktAmbara	raH	raktAmbaraH
27187.084	raktaGnaH	DnI	None
27187.112	raktapaH	pA	raktapA
27187.126	raktapAda	daH	raktapAdaH
27187.184	raktavarRa	rRaH	raktavarRaH
27187.184	raktavarRa	rRam	raktavarRam
27198.024	rakzoGnaH	Gnam	rakzoGnam
27209.036	raGuvaMSaH	Sam	raGuvaMSam
27248.060	raRapriya	yaH	raRapriyaH
27248.074	raRaraRaH	Ram	raRaraRam
27248.076	raRaraRakaH	kaH	raRaraRakaH
27258.052	ratnagarBaH	rBA	ratnagarBA
27261.022	raTANgam	NgaH	raTANgaH
27306.028	ramApriyaH	yam	ramApriyam
27329.024	rasADika	kaH	rasADikaH
27329.032	rasAyanam	naH	rasAyanaH
27329.032	rasAyanam	nI	rasAyanI
27329.054	rasottamam	maH	rasottamaH
27329.084	rasagraha	haH	rasagrahaH
27329.096	rasajYa	jYaH	rasajYaH
27329.096	rasajYa	jYA	rasajYA
27329.156	rasaSoDanaH	nam	rasaSoDanam
27361.048	rAgapawwaH	wwI	rAgapawwI
27379.074	rAjezwaH	zwam	rAjezwam
27379.124	rAjaGa	GaH	rAjaGaH
27379.226	rAjaprezyaH	zyam	rAjaprezyam
27427.022	rAmAyanam	Ram	None
27427.048	rAmadUtaH	tI	rAmadUtI
27427.056	rAmavallaBaH	Bam	rAmavallaBam
27535.020	rukkara	raH	rukkaraH
27548.020	rudrAkzaH	kzam	rudrAkzam
27612.026	reRurUzita	taH	reRurUzitaH
27647.074	rogahara	ram	rogaharam
27679.082	romaharzaRa	RaH	romaharzaRaH
27679.082	romaharzaRa	Ram	romaharzaRam
27752.030	laGukAya	yaH	laGukAyaH
27752.126	laGuhasta	staH	laGuhastaH
27829.020	lambodara	raH	lambodaraH
27829.020	lambodara	rI	lambodarI
27849.022	lalajjihva	hvaH	lalajjihvaH
28143.052	lokAlokaH	kO	lokAlokO
28143.062	lokAyata	taH	lokAyataH
28143.062	lokAyata	tam	lokAyatam
28143.070	lokottara	raH	lokottaraH
28143.086	lokakalpa	lpaH	lokakalpaH
28143.088	lokakAnta	ntA	lokakAntA
28143.164	lokabAhya	hyaH	lokabAhyaH
28143.262	lokahita	tam	lokahitam
28210.020	lohitAkzaH	kzam	lohitAkzam
28231.040	vaMSakara	raH	vaMSakaraH
28231.072	vaMSaja	jaH	vaMSajaH
28231.072	vaMSaja	jam	vaMSajam
28231.072	vaMSaja	jA	vaMSajA
28231.076	vaMSaDara	raH	vaMSaDaraH
28231.090	vaMSapatram	traH	vaMSapatraH
28231.092	vaMSapatrakaH	kam	vaMSapatrakam
28231.106	vaMSaBojya	jyam	vaMSaBojyam
28248.020	vakrANgam	NgaH	vakrANgaH
28248.042	vakragati	tiH	vakragatiH
28288.026	vacanakara	raH	vacanakaraH
28316.020	vawapatram	trA	vawapatrA
28364.022	vatsAdanaH	nI	vatsAdanI
28364.030	vatsakAma	mA	vatsakAmA
28407.044	vanArdrakam	kA	vanArdrakA
28407.046	vanASa	SaH	vanASaH
28407.092	vanagocara	raH	vanagocaraH
28407.092	vanagocara	ram	vanagocaram
28407.108	vanacara	raH	vanacaraH
28407.116	vanajaH	jam	vanajam
28407.154	vanaprasTa	sTaH	vanaprasTaH
28407.156	vanapriyaH	yam	vanapriyam
28478.030	vayogata	tam	vayogatam
28478.044	vayaHsTa	sTaH	vayaHsTaH
28478.044	vayaHsTa	sTA	vayaHsTA
28486.020	varANga	NgaH	varANgaH
28486.020	varANga	NgI	varANgI
28486.020	varANga	Ngam	varANgam
28486.036	varAroha	haH	varArohaH
28486.036	varAroha	hA	varArohA
28486.040	varAsanam	naH	varAsanaH
28486.058	varatanu	nuH	varatanuH
28486.064	varada	daH	varadaH
28486.064	varada	dA	varadA
28486.104	varalabDa	bDaH	varalabDaH
28574.074	varRada	dam	varRadam
28576	varRanam	nA	varRanA
28645.040	varzakaraH	rI	varzakarI
28730.036	vaSaga	gA	vaSagA
28757.032	vasantatilakaH	kaH	vasantatilakaH
28757.032	vasantatilakaH	kA	vasantatilakA
28757.032	vasantatilakaH	kam	vasantatilakam
28816.036	vahnidIpakaH	kA	vahnidIpakA
28834.020	vAgurAvfttiH	ttiH	vAgurAvfttiH
28841.032	vAgISaH	SA	vAgISA
28841.034	vAgISvaraH	rI	vAgISvarI
28841.072	vAgdatta	ttA	vAgdattA
28841.080	vAgduzwa	zwaH	vAgduzwaH
28841.098	vAkpati	tiH	vAkpatiH
28841.138	vAgvidagDa	gDA	vAgvidagDA
28881.020	vAwyapuzpam	zpI	vAwyapuzpI
28897.032	vAtAyanaH	nam	vAtAyanam
28971.052	vAmaSIla	laH	vAmaSIlaH
28989	vAyava	vI	vAyavI
28995.042	vAravARiH	RiH	vAravARiH
29013.042	vAricara	raH	vAricaraH
29013.046	vArija	jaH	vArijaH
29013.046	vArija	jam	vArijam
29013.052	vAridaH	dam	vAridam
29013.074	vAriBavaH	vam	vAriBavam
29384.020	vicitrANga	NgaH	vicitrANgaH
29384.024	vicitradeha	haH	vicitradehaH
29655.028	viDijYa	jYaH	viDijYaH
29786.028	vinDyavAsin	nI	vinDyavAsinI
29853.028	viprapriya	yaH	viprapriyaH
29853.028	viprapriya	yam	viprapriyam
29997.022	viBrAntaSIla	laH	viBrAntaSIlaH
30154.020	virUpAkza	kzaH	virUpAkzaH
30194	vilasat	ntI	None
30291.020	vivftAkza	kzaH	vivftAkzaH
30340.020	viSAlAkza	kzaH	viSAlAkzaH
30340.020	viSAlAkza	kzI	viSAlAkzI
30365.024	viSIrRamUrti	rtiH	viSIrRamUrtiH
30396.034	viSvakadru	druH	viSvakadruH
30396.050	viSvaganDaH	nDam	viSvaganDam
30396.106	viSvaBezajam	jaH	viSvaBezajaH
30396.110	viSvamUrti	rtiH	viSvamUrtiH
30396.118	viSvarUpa	paH	viSvarUpaH
30396.118	viSvarUpa	pam	viSvarUpam
30423.026	vizAntaka	kaH	vizAntakaH
30423.058	vizaGna	GnaH	vizaGnaH
30423.058	vizaGna	GnI	vizaGnI
30423.066	vizadaH	dam	vizadam
30652.022	vItaBaya	yaH	vItaBayaH
30652.028	vItarAga	gaH	vItarAgaH
30701.026	vfkzAmlaH	mlam	vfkzAmlam
30701.050	vfkzacCAyA	yam	vfkzacCAyam
30710.058	vfttaPalaH	lam	vfttaPalam
30713.046	vfttisTa	sTaH	vfttisTaH
30758.024	vfzwijIvana	naH	vfzwijIvanaH
30806.078	vedabAhya	hyaH	vedabAhyaH
31546.020	SakunajYa	jYA	SakunajYA
31560.028	Saktigraha	haH	SaktigrahaH
31560.030	SaktigrAhaka	kaH	SaktigrAhakaH
31560.034	SaktiDara	raH	SaktiDaraH
31568.020	SakrASanaH	nam	SakrASanam
31583.020	SaNkukarRa	rRaH	SaNkukarRaH
31610.034	SatAvaraH	rI	SatAvarI
31610.050	SatakumBaH	mBam	SatakumBam
31610.054	Satakowi	wiH	SatakowiH
31610.094	SataDAra	ram	SataDAram
31610.100	SatapatraH	trA	SatapatrA
31610.100	SatapatraH	tram	Satapatram
31610.162	SatamuKa	Kam	SatamuKam
31610.162	SatamuKa	KI	SatamuKI
31610.182	Satavarza	rzam	Satavarzam
31637.020	SanEScara	raH	SanEScaraH
31654.034	SabdArTaH	rTO	SabdArTO
31654.038	SabdAKyeya	yam	SabdAKyeyam
31675.004	SambaH	mBaH	None
31695.038	SarAvaraH	ram	SarAvaram
31736.020	Sarmada	daH	SarmadaH
31783.024	SaSikAntaH	tam	SaSikAntam
31783.040	SaSipraBa	Bam	SaSipraBam
31794.096	Sastrahasta	staH	SastrahastaH
31801.026	SAkAKyaH	Kyam	SAkAKyam
31802	SAkawa	wI	SAkawI
31959.024	SAlAmuKam	KaH	SAlAmuKaH
31965.046	SAlihotraH	tram	SAlihotram
32007.034	SAstrAcaraRam	RaH	SAstrAcaraRaH
32035.026	SiKADara	raH	SiKADaraH
32035.040	SiKAvala	laH	SiKAvalaH
32064.020	Sipivizwa	zwaH	SipivizwaH
32107.030	SivAlayaH	yam	SivAlayam
32107.050	SivatAti	tiH	SivatAtiH
32107.076	SivapriyaH	yam	Sivapriyam
32107.076	SivapriyaH	yA	SivapriyA
32107.098	SivavallaBaH	BA	SivavallaBA
32117.038	SiSupriyaH	yam	SiSupriyam
32143.096	SItaSivaH	vam	SItaSivam
32162.024	SIrRaparRam	rRaH	SIrRaparRaH
32171.036	SIlavftta	ttam	SIlavfttam
32181.034	SukanAsa	saH	SukanAsaH
32181.040	SukapuzpaH	yA	None
32186.022	Sukrakara	raH	SukrakaraH
32238.022	SuBANga	NgI	SuBANgI
32267.020	SuzkANga	NgI	SuzkANgI
32315.030	SfNgajaH	jam	SfNgajam
32337	SF	qiRqIrapiRqa	None
32491.020	SyAmANga	NgaH	SyAmANgaH
32539.030	SravaRagocara	raH	SravaRagocaraH
32571.026	SrIkaraH	ram	SrIkaram
32571.052	SrIGanam	naH	SrIGanaH
32571.094	SrIPalaH	lam	SrIPalam
32577.032	SrutaDara	raH	SrutaDaraH
32579.030	Srutikawu	wuH	SrutikawuH
32594.026	SrezWakAzWaH	zWam	SrezWakAzWam
32674.028	SvaHSreyasa	sam	SvaHSreyasam
32693.090	Svetarakta	ktaH	SvetaraktaH
32708.054	zawkarRa	rRaH	zawkarRaH
32708.058	zawkoRa	Ram	zawkoRam
32708.066	zaqguRa	Ram	zaqguRam
32708.088	zaqdarSanam	naH	zaqdarSanaH
32708.112	zaqBuja	jaH	zaqBujaH
32708.112	zaqBuja	jA	zaqBujA
32708.120	zaRmuKaH	KA	zaRmuKA
32730.022	zoqaSANga	NgaH	zoqaSANgaH
33173.030	saMKyAvAcaka	kaH	saMKyAvAcakaH
33350.050	satkfta	taH	satkftaH
33350.050	satkfta	tam	satkftam
33350.058	sadguRa	RaH	sadguRaH
33350.070	sajjana	naH	sajjanaH
33350.118	sadvftta	ttam	sadvfttam
33350.136	satsahAya	yaH	satsahAyaH
33350.138	satsAra	raH	satsAraH
33378.024	satyAnfta	tam	satyAnftam
33378.024	satyAnfta	te	satyAnfte
33378.082	satyarata	taH	satyarataH
33378.090	satyavadya	dyam	satyavadyam
33378.118	satyasaMDaH	DA	satyasaMDA
33404.020	sadAnanda	daH	sadAnandaH
33404.030	sadAdAna	naH	sadAdAnaH
33404.034	sadApuzpa	zpaH	sadApuzpaH
33404.038	sadAPala	laH	sadAPalaH
33411.028	sadyojAta	taH	sadyojAtaH
33446	sanirveda	dam	sanirvedam
33511.020	saMdigDArTa	rTaH	saMdigDArTaH
33641.078	saptaparRaH	rRI	saptaparRI
33641.106	saptaSatam	tI	saptaSatI
33688.040	samakakza	kzA	samakakzA
33688.046	samakAlaH	lam	samakAlam
33688.066	samacaturasra	sram	samacaturasram
33688.112	samaBAva	vaH	samaBAvaH
33688.148	samavftti	ttiH	samavfttiH
33817.022	samAnADikaraRa	Ram	samAnADikaraRam
34054.044	samudraga	gaH	samudragaH
34054.044	samudraga	gA	samudragA
34380.020	sarasIjam	haH	None
34421.020	sarvANgam	NgaH	sarvANgaH
34421.102	sarvaga	gaH	sarvagaH
34421.102	sarvaga	gam	sarvagam
34421.150	sarvadevamaya	yaH	sarvadevamayaH
34421.236	sarvavedas	sam	None
34421.268	sarvasaha	haH	sarvasahaH
34421.268	sarvasaha	hA	sarvasahA
34424.024	sarvatoBadraH	drA	sarvatoBadrA
34424.026	sarvatomuKa	KaH	sarvatomuKaH
34424.026	sarvatomuKa	Kam	sarvatomuKam
34522.026	sahArTa	rTaH	sahArTaH
34522.070	sahacara	raH	sahacaraH
34522.070	sahacara	rI	sahacarI
34522.078	sahaja	jaH	sahajaH
34530.038	sahasrAkza	kzaH	sahasrAkzaH
34530.062	sahasrada	daH	sahasradaH
34530.076	sahasraDAraH	rA	sahasraDArA
34682.056	sADuvftta	ttam	sADuvfttam
34759.034	sAmaja	jaH	sAmajaH
34759.034	sAmaja	taH	None
34777.030	sAmAnyavacana	nam	sAmAnyavacanam
34977.024	siMhAsanam	naH	siMhAsanaH
34977.074	siMhasaMhanana	nam	siMhasaMhananam
35004.046	sitAsitaH	tO	sitAsitO
35009.030	sidDArTa	rTaH	sidDArTaH
35009.084	sidDarasa	saH	sidDarasaH
35009.106	sidDasADanaH	nam	sidDasADanam
35009.110	sidDasADya	Dyam	sidDasADyam
35014.020	sidDida	daH	sidDidaH
35025.022	sindUratilakaH	kA	sindUratilakA
35029.030	sinDuja	jaH	sinDujaH
35029.030	sinDuja	jam	sinDujam
35059.026	sItAPalaH	lam	sItAPalam
35088.048	sUkta	ktA	sUktA
35088.048	sUkta	ktam	sUktam
35088.054	sUtTAna	nam	sUtTAnam
35088.066	sukaRWa	RWI	sukaRWI
35088.074	sukara	raH	sukaraH
35088.074	sukara	rA	sukarA
35088.074	sukara	ram	sukaram
35088.098	sukumAra	raH	sukumAraH
35088.098	sukumAra	rA	sukumArA
35088.100	sukumArakaH	kam	sukumArakam
35088.106	sukfta	tam	sukftam
35088.126	suga	gaH	sugaH
35088.126	suga	gam	sugam
35088.132	sugata	taH	sugataH
35088.136	suganDaH	nDam	suganDam
35088.136	suganDaH	nDA	suganDA
35088.144	suganDi	nDiH	suganDiH
35088.144	suganDi	nDi	suganDi
35088.146	suganDikaH	kam	suganDikam
35088.164	sugrIva	vaH	sugrIvaH
35088.168	suGoza	zaH	suGozaH
35088.172	sucarita	tam	sucaritam
35088.172	sucarita	tram	None
35088.172	sucarita	tA	sucaritA
35088.172	sucarita	trA	None
35088.200	sucCatraH	trA	sucCatrA
35088.202	sujana	naH	sujanaH
35088.216	sutanu	nuH	sutanuH
35088.216	sutanu	nUH	None
35088.236	sutAra	raH	sutAraH
35088.236	sutAra	rA	sutArA
35088.240	sutIkzRa	kzRaH	sutIkzRaH
35088.244	sutuNga	NgaH	sutuNgaH
35088.248	sutejana	naH	sutejanaH
35088.252	sudakziRa	RA	sudakziRA
35088.258	sudantaH	ntI	sudantI
35088.262	sudarSana	naH	sudarSanaH
35088.262	sudarSana	nI	sudarSanI
35088.262	sudarSana	nam	sudarSanam
35088.262	sudarSana	nam	sudarSanam
35088.278	sudIrGa	rGA	sudIrGA
35088.322	suDI	DIH	suDIH
35088.322	suDI	syam	None
35088.334	sunayana	naH	sunayanaH
35088.334	sunayana	nA	sunayanA
35088.336	sunABa	BaH	sunABaH
35088.336	sunABa	Bam	sunABam
35088.342	suniBfta	tam	suniBftam
35088.356	sunIta	tam	sunItam
35088.360	sunITa	TaH	sunITaH
35088.362	sunIla	laH	sunIlaH
35088.362	sunIla	lA	sunIlA
35088.362	sunIla	lam	sunIlam
35088.368	supakva	kvaH	supakvaH
35088.384	suparRa	rRaH	suparRaH
35088.410	supItam	taH	supItaH
35088.416	supuzpa	zpaH	supuzpaH
35088.416	supuzpa	zpI	supuzpI
35088.416	supuzpa	zpam	supuzpam
35088.420	supUra	raH	supUraH
35088.432	supratizWa	zWA	supratizWA
35088.434	supratizWita	taH	supratizWitaH
35088.438	supratIka	kaH	supratIkaH
35088.442	supraBa	BA	supraBA
35088.458	suprasAda	daH	suprasAdaH
35088.462	supriya	yaH	supriyaH
35088.462	supriya	yA	supriyA
35088.466	suPala	laH	suPalaH
35088.466	suPala	lA	suPalA
35088.474	subala	laH	subalaH
35088.480	subAhu	huH	subAhuH
35088.482	subIjam	jaH	subIjaH
35088.484	suboDa	DaH	suboDaH
35088.488	suBaga	gaH	suBagaH
35088.488	suBaga	gam	suBagam
35088.498	suBadra	draH	suBadraH
35088.498	suBadra	drA	suBadrA
35088.502	suBAzita	tam	suBAzitam
35088.518	suBrU	BrUH	suBrUH
35088.522	sumati	tiH	sumatiH
35088.538	sumana	naH	sumanaH
35088.538	sumana	nA	sumanA
35088.556	sumuKa	KaH	sumuKaH
35088.556	sumuKa	Kam	sumuKam
35088.556	sumuKa	KA	sumuKA
35088.556	sumuKa	KI	sumuKI
35088.586	suraNgaH	Ngam	suraNgam
35088.594	surata	tam	suratam
35088.598	surasa	saH	surasaH
35088.598	surasa	sA	surasA
35088.598	surasa	sA	surasA
35088.598	surasa	sam	surasam
35088.606	surUpa	paH	surUpaH
35088.612	sureBa	Bam	sureBam
35088.614	sulakzaRa	Ram	sulakzaRam
35088.628	sulocana	naH	sulocanaH
35088.628	sulocana	nA	sulocanA
35088.632	sulohita	tA	sulohitA
35088.634	suvaktram	ktraH	suvaktraH
35088.664	suvaha	hA	suvahA
35088.674	suvikrAnta	ntaH	suvikrAntaH
35088.674	suvikrAnta	ntam	suvikrAntam
35088.690	suvidallaH	llam	suvidallam
35088.700	suvinIta	tA	suvinItA
35088.712	suvIja	jaH	suvIjaH
35088.712	suvIja	jam	suvIjam
35088.720	suvIrya	ryam	suvIryam
35088.720	suvIrya	ryA	suvIryA
35088.724	suvftta	ttam	suvfttam
35088.724	suvftta	ttA	suvfttA
35088.726	suvela	laH	suvelaH
35088.728	suvrata	taH	suvrataH
35088.728	suvrata	tA	suvratA
35088.746	suSiKaH	KA	suSiKA
35088.750	suSIma	maH	suSImaH
35088.752	suSIla	lA	suSIlA
35088.760	suSruta	taH	suSrutaH
35088.790	susaha	haH	susahaH
35088.796	susAra	raH	susAraH
35088.808	susTa	sTam	susTam
35088.810	susTita	tam	susTitam
35088.818	susmita	tA	susmitA
35088.824	suhita	tA	suhitA
35091.066	suKAsvAda	daH	suKAsvAdaH
35091.102	suKada	daH	suKadaH
35091.102	suKada	dA	suKadA
35091.102	suKada	dam	suKadam
35105.022	sutAtmajaH	jA	sutAtmajA
35135.060	sureSaH	rI	None
35172.050	sUkzmabudDi	dDiH	sUkzmabudDiH
35180.020	sUcyagra	gram	sUcyagram
35180.032	sUcipatrakam	kaH	sUcipatrakaH
35180.040	sUcimuKa	KaH	sUcimuKaH
35180.040	sUcimuKa	Kam	sUcimuKam
35180.046	sUcivadana	naH	sUcivadanaH
35183.022	sUcikAmuKa	Kam	sUcikAmuKam
35236.036	sUryAhva	hvaH	sUryAhvaH
35236.036	sUryAhva	hvam	sUryAhvam
35236.092	sUryaBakta	ktaH	sUryaBaktaH
35404.034	somakAnta	ntaH	somakAntaH
35404.042	somaja	jaH	somajaH
35404.042	somaja	jam	somajam
35495	sOmerava	ravI	sOmeravI
35495	sOmerava	rukI	None
35563.026	skanDopAneya	yaH	skanDopAneyaH
35585.068	stanamaDyaH	Dyam	stanamaDyam
35601.020	stambakari	riH	stambakariH
35605.022	stamBakara	raH	stamBakaraH
35689.118	strIpriya	yaH	strIpriyaH
35751.030	sTitisTApaka	kaH	sTitisTApakaH
35762.054	sTiraganDaH	nDA	sTiraganDA
35762.086	sTirayOvana	naH	sTirayOvanaH
35775.056	sTUlanAsa	saH	sTUlanAsaH
35775.056	sTUlanAsa	kaH	sTUlanAsakaH
35775.066	sTUlapawwaH	wwam	sTUlapawwam
35775.068	sTUlapAda	daH	sTUlapAdaH
35826.048	snehapriya	yaH	snehapriyaH
35960.068	smaraDvajaH	jam	smaraDvajam
35960.068	smaraDvajaH	jA	smaraDvajA
36014.022	sragDara	rA	sragDarA
36054.048	svArTa	rTaH	svArTaH
36054.094	svacCanda	ndaH	svacCandaH
36054.094	svacCanda	ndam	svacCandam
36054.096	svaja	jaH	svajaH
36054.096	svaja	jA	svajA
36054.096	svaja	jam	svajam
36054.106	svatantra	ntram	svatantram
36054.106	svatantra	ntraH	svatantraH
36054.160	svarUpa	pam	svarUpam
36054.190	svasTa	sTam	svasTam
36054.204	svahita	tam	svahitam
36087.038	svayaNkfta	taH	svayaNkftaH
36087.044	svayaNgrAha	haH	svayaNgrAhaH
36087.050	svayandatta	ttaH	svayandattaH
36087.066	svayamBU	BUH	svayamBUH
36091.026	svarodaya	yaH	svarodayaH
36102.030	svarRakAya	yaH	svarRakAyaH
36134	svAdu	du	svAdu
36134.038	svAduPalam	lA	svAduPalA
