Lnum	basehw	suffix	resolution
15466.156	jalaja	jam	jalajam
15466.250	jalapriyaH	yA	jalapriyA
15466.336	jalavAsaH	sam	jalavAsam
15512	jAgaritf	trI	None
15518	jANgala	lI	jANgalI
15527.054	jAtarUpa	pam	jAtarUpam
15601.054	jayamaNgalaH	lam	jayamaNgalam
15610.022	jitAmitra	traH	jitAmitraH
15610.024	jitAri	riH	jitAriH
15610.036	jitakopa	DaH	None
15615	jitvara	rI	jitvarI
15644.024	jihmaga	gaH	jihmagaH
16047.026	tawasTa	sTaH	tawasTaH
16047.026	tawasTa	sTam	tawasTam
16083.026	tattvajYa	jYaH	tattvajYaH
16087.022	taTAgata	taH	taTAgataH
16090.062	tadgata	taH	tadgataH
16090.064	tadguRa	RaH	tadguRaH
16090.082	tatpara	raH	tatparaH
16090.082	tatpara	rA	tatparA
16090.094	tatPala	laH	tatPalaH
16090.122	tatsTa	sTaH	tatsTaH
16090.124	tadDita	taH	tadDitaH
16091.020	tadAmuKa	Kam	tadAmuKam
16113.020	tanvaNga	NgI	tanvaNgI
16113.034	tanuja	jaH	tanujaH
16113.054	tanuBavaH	vA	tanuBavA
16113.060	tanumaDya	Dyam	tanumaDyam
16113.060	tanumaDya	DyA	tanumaDyA
16118.042	tanUruham	haH	tanUruhaH
16153.040	tapoDana	naH	tapoDanaH
16181.020	tamopaha	haH	tamopahaH
16322.020	tAtagu	guH	tAtaguH
16366.068	tAmramuKa	KaH	tAmramuKaH
16366.082	tAmrasArakaH	kam	tAmrasArakam
16404.020	tAlakABa	BaH	tAlakABaH
16411.032	tAlusTAna	nam	tAlusTAnam
16416.024	tAvanmAtram	tre	tAvanmAtre
16486.054	tilaparRaH	rRam	tilaparRam
16627.036	tuzAragOra	raH	tuzAragOraH
16792.034	toyeSaH	Sam	toyeSam
16792.040	toyakAma	maH	toyakAmaH
16835.032	trayodaSaka	kam	trayodaSakam
16848.028	tryakzaraH	rI	tryakzarI
16848.030	tryaNkawam	waH	tryaNkawaH
16848.054	tryanIka	kA	tryanIkA
16848.070	tryaSra	sram	None
16848.102	trikAlam	lam	trikAlam
16848.108	trikoRa	RaH	trikoRaH
16848.126	triguRa	Ram	triguRam
16848.128	triRAH	RA	None
16848.172	tridaRqam	RqaH	tridaRqaH
16848.176	tridaSAH	SaH	None
16848.180	tridivam	vA	tridivA
16848.226	tripaTam	TA	tripaTA
16848.234	tripada	dam	tripadam
16848.254	tripuwa	waH	tripuwaH
16848.266	tripuram	raH	tripuraH
16848.266	tripuram	rI	tripurI
16848.268	tripuruza	zam	tripuruzam
16848.336	trirAtra	traH	trirAtraH
16848.336	trirAtra	tram	trirAtram
16848.340	triliNga	gAH	triliNgAH
16848.340	triliNga	gI	triliNgI
16848.342	trilokam	kaH	trilokaH
16848.346	trilocanaH	nA	trilocanA
16848.390	triSata	tam	triSatam
16887	trEvarRa	kI	None
16907.044	tvakpuzpaH	zpI	tvakpuzpI
16907.044	tvakpuzpaH	zpam	tvakpuzpam
16970.040	dakzasutaH	tA	dakzasutA
16973.046	dakziRetara	rA	dakziRetarA
16973.056	dakziRapaScima	mA	dakziRapaScimA
16975.022	dakziRAvarta	rtaH	dakziRAvartaH
16987.078	daRqaDara	raH	daRqaDaraH
17019.074	dantaDAvaH	naH	None
17019.104	dantaPalaH	lA	dantaPalA
17019.150	dantaSaWa	WaH	dantaSaWaH
17058.020	dayAkara	raH	dayAkaraH
17077.002	dardaraH	rI	dardarI
17109.020	daSANgula	lam	daSANgulam
17109.024	daSArDa	rDam	daSArDam
17109.024	daSArDa	rDaH	daSArDaH
17109.108	daSarAtram	traH	daSarAtraH
17114	daSama	mI	daSamI
17157	dAtf	tA	dAtftA
17218.002	dArakaH	kI	dArakI
17245	dAlam	laH	dAlaH
17301.022	divAnDa	nDaH	divAnDaH
17301.060	divAsvapnaH	paH	None
17305.042	divyaganDaH	nDA	divyaganDA
17305.042	divyaganDaH	nDam	divyaganDam
17305.072	divyavastra	straH	divyavastraH
17307.024	digambara	raH	digambaraH
17307.024	digambara	rI	digambarI
17307.104	digvasana	straH	None
17347.024	dIptAgni	gniH	dIptAgniH
17354.154	dIrGasatram	traH	dIrGasatraH
17389.020	durakza	kzaH	durakzaH
17389.024	duratikrama	maH	duratikramaH
17389.034	duraDizWita	tam	duraDizWitam
17389.046	durantaka	kaH	durantakaH
17389.048	duranvaya	yaH	duranvayaH
17389.094	durAcAra	raH	durAcAraH
17389.104	durADarza	rzaH	durADarzaH
17389.120	durAbADa	DaH	durAbADaH
17389.126	durAruha	haH	durAruhaH
17389.130	durAroha	haH	durArohaH
17389.134	durAloka	kaH	durAlokaH
17389.148	durAsada	daH	durAsadaH
17389.150	durita	tam	duritam
17389.186	dureva	vaH	durevaH
17389.190	durga	gaH	durgaH
17389.190	durga	gam	durgam
17389.190	durga	gaH	durgaH
17389.190	durga	kaH	durgakaH
17389.190	durga	naH	None
17389.190	durga	rgA	durgA
17389.198	durganDa	nDaH	durganDaH
17389.198	durganDa	nDam	durganDam
17389.204	durgama	mam	durgamam
17389.216	durgraha	haH	durgrahaH
17389.226	durjana	naH	durjanaH
17389.228	durjaya	yaH	durjayaH
17389.232	durjAta	tam	durjAtam
17389.234	durjAti	tiH	durjAtiH
17389.236	durjYAna	yaH	None
17389.250	durRIta	tam	durRItam
17389.264	durdAnta	taH	durdAntaH
17389.266	durdina	nam	durdinam
17389.284	durDara	raH	durDaraH
17389.390	durmuKa	KaH	durmuKaH
17389.402	duryoDa	naH	None
17389.416	durlalita	tam	durlalitam
17389.420	durvaca	cam	durvacam
17389.426	durvarRaH	rRam	durvarRam
17389.436	durvAcya	cyam	durvAcyam
17389.470	durvinIta	taH	durvinItaH
17389.472	durvipAka	kaH	durvipAkaH
17389.484	durviza	zaH	durvizaH
17389.486	durvizaha	haH	durvizahaH
17389.488	durvftta	ttam	durvfttam
17413.040	dozajYa	jYaH	dozajYaH
17421.022	duzkara	ram	duzkaram
17421.048	duScara	raH	duScaraH
17421.050	duScarita	tam	duScaritam
17421.076	duzparigraha	haH	duzparigrahaH
17421.096	duzpraRIta	tam	duzpraRItam
17421.134	duHSAsana	naH	duHSAsanaH
17445.046	dUradarSana	naH	dUradarSanaH
17445.046	dUradarSana	nam	dUradarSanam
17445.064	dUrapAra	raH	dUrapAraH
17445.064	dUrapAra	rA	dUrapArA
17463.020	dfQANga	gam	dfQANgam
17463.062	dfQapAda	daH	dfQapAdaH
17463.086	dfQamuzwi	zwiH	dfQamuzwiH
17495.034	dfggocara	raH	dfggocaraH
17505.030	dfzwigocara	raH	dfzwigocaraH
17517.042	devABIzwa	zwA	devABIzwA
17517.084	devezwa	zwaH	devezwaH
17517.084	devezwa	zwA	devezwA
17517.086	deveSaH	SI	deveSI
17517.126	devaganDarvaH	rvam	devaganDarvam
17517.176	devadatta	ttaH	devadattaH
17517.178	devadarSana	naH	devadarSanaH
17517.182	devadAsaH	sI	devadAsI
17517.368	devavratam	taH	devavrataH
17544.036	deSakAlO	lam	None
17611.022	dorgraha	haH	dorgrahaH
17758.024	drohabudDi	dDiH	drohabudDiH
17794.032	dvAragopaH	paH	dvAragopaH
17799.022	dvyakzara	raH	dvyakzaraH
17799.024	dvyaNgula	lam	dvyaNgulam
17799.072	dvigu	guH	dviguH
17799.092	dvijAtIya	yaH	dvijAtIyaH
17799.096	dvijihva	hvaH	dvijihvaH
17799.212	dvirUpa	paH	dvirUpaH
17799.248	dviSaPa	PaH	dviSaPaH
17799.274	dvisahasra	sram	dvisahasram
17812.024	dvirukta	ktam	dviruktam
17867.064	Danada	daH	DanadaH
17867.084	Danamada	daH	DanamadaH
17881.024	Danuzkara	raH	DanuzkaraH
17918.026	DarmADikaraRam	RaH	DarmADikaraRaH
17918.044	DarmApeta	tam	DarmApetam
17918.116	Darmakzetram	traH	DarmakzetraH
17918.118	Darmagupta	ptaH	DarmaguptaH
17918.150	DarmajIvana	naH	DarmajIvanaH
17918.214	Darmapravacanam	naH	DarmapravacanaH
17918.264	DarmalakzaRam	RA	DarmalakzaRA
18045.024	DUrDara	raH	DUrDaraH
18045.026	DUrvaha	haH	DUrvahaH
18071.020	DUmABa	BaH	DUmABaH
18084.030	DUmralohita	taH	DUmralohitaH
18102.042	Dftavrata	taH	DftavrataH
18214.026	nEkaH	kaH	nEkaH
18227.042	nakzatranemiH	miH	nakzatranemiH
18231.032	naKadAraRaH	Ram	naKadAraRam
18237.044	nagaja	jaH	nagajaH
18243	nagnahu	hUH	None
18258.034	nawasaMjYakam	kaH	nawasaMjYakaH
18275.022	natANga	NgI	natANgI
18285.034	nadIja	jaH	nadIjaH
18285.034	nadIja	jam	nadIjam
18319.038	naBaScara	raH	naBaScaraH
18348.024	nayanABirAma	maH	nayanABirAmaH
18350.044	narADAraH	rA	narADArA
18350.070	naranArAyaRaH	RO	naranArAyaRO
18379.026	narmagarBa	rBaH	narmagarBaH
18379.028	narmada	daH	narmadaH
18379.032	narmadyuti	tiH	narmadyutiH
18391.028	nalinIruhaH	ham	nalinIruham
18394.064	navayOvanam	nA	navayOvanA
18435.082	nAgajIvanam	naH	nAgajIvanaH
18435.092	nAganakzatram	kaH	nAganakzatrakaH
18438.006	nAgarakam	rikam	None
18488.024	nAndImuKa	Kam	nAndImuKam
18488.024	nAndImuKa	KaH	nAndImuKaH
18488.024	nAndImuKa	KI	nAndImuKI
18504.058	nAmamAtra	tram	nAmamAtram
18504.070	nAmavAcaka	kam	nAmavAcakam
18534.004	nAlaH	lam	nAlam
18534.004	nAlaH	laH	nAlaH
18923.040	niraYjana	naH	niraYjanaH
18923.040	niraYjana	nA	niraYjanA
18923.042	niratiSaya	yaH	niratiSayaH
18923.050	niranukroSa	SaH	niranukroSaH
18923.064	nirantara	ram	nirantaram
18923.074	niraparADa	DaH	niraparADaH
18923.082	nirapekza	kzA	nirapekzA
18923.104	nirargala	lam	nirargalam
18923.106	nirarTa	rTaH	nirarTaH
18923.108	nirarTaka	kam	nirarTakam
18923.114	niravagraha	ham	niravagraham
18923.130	niraSana	nam	niraSanam
18923.134	nirazwa	zwaH	nirazwaH
18923.150	nirAkAra	raH	nirAkAraH
18923.152	nirAkfti	tiH	nirAkftiH
18923.156	nirAkula	lam	nirAkulam
18923.158	nirAkranda	daH	nirAkrandaH
18923.170	nirAtaNka	kaH	nirAtaNkaH
18923.172	nirAtapa	pA	nirAtapA
18923.190	nirAmaya	yaH	nirAmayaH
18923.190	nirAmaya	yam	nirAmayam
18923.190	nirAmaya	yaH	nirAmayaH
18923.210	nirAlamba	mbA	nirAlambA
18923.210	nirAlamba	mbam	nirAlambam
18923.212	nirAloka	kaH	nirAlokaH
18923.232	nirAhAra	raH	nirAhAraH
18923.248	nirIha	hA	nirIhA
18923.250	nirucCvAsa	saH	nirucCvAsaH
18923.260	nirutsAha	haH	nirutsAhaH
18923.298	nirupAKya	Kyam	nirupAKyam
18923.316	nirguRa	RaH	nirguRaH
18923.322	nirgranTa	nTaH	nirgranTaH
18923.324	nirgranTaka	kaH	nirgranTakaH
18923.326	nirgranTika	kaH	nirgranTikaH
18923.338	nirjana	nam	nirjanam
18923.342	nirjara	raH	nirjaraH
18923.342	nirjara	ram	nirjaram
18923.346	nirjala	laH	nirjalaH
18923.382	nirDana	naH	nirDanaH
18923.416	nirbADa	DaH	nirbADaH
18923.418	nirbIja	jA	nirbIjA
18923.430	nirBara	raH	nirBaraH
18923.430	nirBara	ram	nirBaram
18923.430	nirBara	ram	nirBaram
18923.440	nirmakzika	kam	nirmakzikam
18923.464	nirmaryAda	dam	nirmaryAdam
18923.464	nirmaryAda	dam	nirmaryAdam
18923.466	nirmala	lam	nirmalam
18923.480	nirmuwaH	wam	nirmuwam
18923.488	nirmoha	haH	nirmohaH
18923.492	niryantraRa	Ram	niryantraRam
18923.510	nIraja	jaH	nIrajaH
18923.522	nIrasa	saH	nIrasaH
18923.532	nIrUpa	paH	nIrUpaH
18923.532	nIrUpa	pam	nIrUpam
18923.546	nirlipta	ptaH	nirliptaH
18923.550	nirlepa	paH	nirlepaH
18923.574	nirvAta	taH	nirvAtaH
18923.582	nirvikalpa	lpam	nirvikalpam
18923.586	nirvikAra	raH	nirvikAraH
18923.590	nirviGna	Gnam	nirviGnam
18923.592	nirvicAra	ram	nirvicAram
18923.614	nirviSeza	zaH	nirviSezaH
18923.654	nirvEra	ram	nirvEram
18923.658	nirvyaYjana	nam	nirvyaYjanam
18923.680	nirvyAja	jam	nirvyAjam
19019.002	nirdaraH	riH	None
19220.024	nivfttakAraRa	RaH	nivfttakAraRaH
19238.036	niSAnDa	nDA	niSAnDA
19238.072	niSAcara	raH	niSAcaraH
19238.072	niSAcara	rI	niSAcarI
19252.020	niScalANga	NgaH	niScalANgaH
19379.020	nizkaRwaka	kaH	nizkaRwakaH
19379.034	nizkala	laH	nizkalaH
19379.042	nizkAma	mam	nizkAmam
19379.044	nizkAraRa	Ram	nizkAraRam
19379.110	nistala	lA	nistalA
19379.124	nistriMSa	SaH	nistriMSaH
19379.140	nizpada	dam	nizpadam
19379.148	nizparigraha	haH	nizparigrahaH
19379.194	nizpratikAra	ram	nizpratikAram
19379.222	nizprayojana	nam	nizprayojanam
19379.232	nizPala	lA	nizPalA
19379.232	nizPala	lI	nizPalI
19379.238	niHSabda	bdaH	niHSabdaH
19379.238	niHSabda	bdam	niHSabdam
19379.246	niHSalAka	kam	niHSalAkam
19379.250	niHSUka	kaH	niHSUkaH
19379.258	niHSreyasa	saH	niHSreyasaH
19379.258	niHSreyasa	sam	niHSreyasam
19379.260	niHsaMSaya	yam	niHsaMSayam
19379.266	niHsaMga	gam	niHsaMgam
19379.272	niHsattva	ttvam	niHsattvam
19379.284	niHsaMpAta	taH	niHsaMpAtaH
19379.302	niHsneha	hA	niHsnehA
19386.020	nisfzwArTa	rTaH	nisfzwArTaH
19431.026	nIcaga	gA	nIcagA
19431.026	nIcaga	gam	nIcagam
19444.022	nIraja	jaH	nIrajaH
19444.022	nIraja	jam	nIrajam
19449.038	nIlAmbara	raH	nIlAmbaraH
19449.048	nIlakaRWaH	Wam	nIlakaRWam
19449.072	nIlapatraH	vam	None
19449.094	nIlalohita	taH	nIlalohitaH
19449.096	nIlavarRa	rRam	nIlavarRam
19455.020	nIlIrAga	gaH	nIlIrAgaH
19482.044	nfpaH	BA	None
19506.068	netraparyanta	taH	netraparyantaH
19673.054	pakzaDara	raH	pakzaDaraH
19688.032	paNkajam	jaH	paNkajaH
19732.024	paYcANga	NgaH	paYcANgaH
19732.024	paYcANga	NgI	paYcANgI
19732.024	paYcANga	Ngam	paYcANgam
19732.028	paYcANgula	laH	paYcANgulaH
19732.040	paYcAmfta	tam	paYcAmftam
19732.060	paYcAnanaH	nI	paYcAnanI
19732.100	paYcakfzRaH	zRAH	paYcakfzzRAH
19732.122	paYcaguRa	RAH	paYcaguRAH
19732.122	paYcaguRa	RI	paYcaguRI
19732.134	paYcajanaH	nI	paYcajanI
19732.136	paYcajanIna	naH	paYcajanInaH
19732.152	paYcataya	yaH	paYcatayaH
19732.240	paYcaBuja	jaH	paYcaBujaH
19732.328	paYcaSata	tam	paYcaSatam
19851.034	pativedanaH	nam	pativedanam
19866.062	patrapAlaH	lI	patrapAlI
19882.032	paTivAhaka	kaH	paTivAhakaH
19887.028	padAnuga	gaH	padAnugaH
19902.020	pannagaH	gam	pannagam
19903.020	padmAkza	kzaH	padmAkzaH
19903.020	padmAkza	kzam	padmAkzam
19903.030	padmAlayaH	yA	padmAlayA
19903.032	padmAsanam	naH	padmAsanaH
19903.038	padmakara	raH	padmakaraH
19903.038	padmakara	staH	None
19903.038	padmakara	rA	padmakarA
19903.038	padmakara	stA	None
19903.060	padmaganDa	nDam	padmaganDam
19903.060	padmaganDa	ganDi	None
19903.120	padmalAYCanaH	nA	padmalAYCanA
19937.032	parAntaH	tAH	parAntAH
19937.038	parAnna	nnam	parAnnam
19937.040	parApara	raH	parAparaH
19937.040	parApara	ram	parAparam
19937.046	parAyaRa	Ram	parAyaRam
19937.048	parArTa	rTaH	parArTaH
19937.050	parArTin	rTam	None
19937.050	parArTin	rTe	None
19937.056	parArDya	rDyam	parArDyam
19937.058	parAvara	rA	parAvarA
19937.058	parAvara	ram	parAvaram
19937.068	parAcita	taH	parAcitaH
19937.078	parASraya	yaH	parASrayaH
19937.078	parASraya	yA	parASrayA
19937.110	parEDita	taH	parEDitaH
19937.134	paraguRa	RaH	paraguRaH
19937.142	paracCanda	daH	paracCandaH
19937.152	parajAta	taH	parajAtaH
19937.154	parajita	taH	parajitaH
19937.214	parapuzwa	zwaH	parapuzwaH
19985.026	parANmuKa	KaH	parANmuKaH
20200.024	pariRAmadfzwi	zwiH	pariRAmadfzwiH
20677.030	parokzavftti	ttiH	parokzavfttiH
20690.020	parRASanam	naH	parRASanaH
20690.038	parRaKaRqaH	qam	parRaKaRqam
20791.052	parvatavAsin	nI	parvatavAsinI
20907.042	pAkaja	jam	pAkajam
20977.034	pARigrahaRika	yam	None
21041.038	pAdAntaram	re	pAdAntare
21041.146	pAdapaH	pA	pAdapA
21041.154	pAdapASaH	SikaH	None
21041.154	pAdapASaH	SI	pAdapASI
21064.062	pApaGna	GnaH	pApaGnaH
21064.062	pApaGna	GnI	pApaGnI
21064.086	pApanASana	naH	pApanASanaH
21064.086	pApanASana	nam	pApanASanam
21064.086	pApanASana	nI	pApanASanI
21064.086	pApanASana	nASinI	None
21064.116	pApayoni	niH	pApayoniH
21064.132	pApasaMkalpa	lpaH	pApasaMkalpaH
21088.020	pArApAram	raH	pArApAraH
21088.030	pAraga	gam	pAragam
21088.032	pAragata	taH	pAragataH
21235.076	pArSvasTa	sTaH	pArSvasTaH
21306.020	piNgAkza	kzaH	piNgAkzaH
21364.050	piRqada	daH	piRqadaH
21364.072	piRqapuzpaH	puzpam	piRqapuzpam
21385.062	pitfdeva	vAH	pitfdevAH
21385.064	pitfdevata	tam	pitfdevatam
21385.068	pitfdevatya	tyam	pitfdevatyam
21385.086	pitfpEtAmaha	hAH	pitfpEtAmahAH
21385.092	pitfbanDuH	nDum	None
21385.124	pitfvrataH	tam	pitfvratam
21469.024	pItAruRa	RaH	pItAruRaH
21469.058	pItanIla	laH	pItanIlaH
21469.074	pItarakta	ktam	pItaraktam
21469.086	pItasAraH	ram	pItasAram
21495.088	puMliNga	Ngam	puMliNgam
21495.096	puMsavana	nam	puMsavanam
21512.020	puYjizWaH	zWaH	puYjizWaH
21536.036	puRyakIrtanaH	nam	puRyakIrtanam
21536.048	puRyaganDa	nDaH	puRyaganDaH
21536.060	puRyadarSana	naH	puRyadarSanaH
21536.060	puRyadarSana	nam	puRyadarSanam
21536.070	puRyaPalam	laH	puRyaPalaH
21536.086	puRyaSakunam	naH	puRyaSakunaH
21536.092	puRyaSloka	kaH	puRyaSlokaH
21536.092	puRyaSloka	kA	puRyaSlokA
21543.076	putrahataH	tI	putrahatI
21558.042	punarukta	ktam	punaruktam
21558.082	punarBava	vaH	punarBavaH
21575.032	purogatiH	tiH	purogatiH
21575.056	puroBAga	gaH	puroBAgaH
21575.066	puraHsaraH	raH	puraHsaraH
21575.066	puraHsaraH	ram	puraHsaram
21591.026	purAkft	tam	None
21591.028	purAyoni	niH	purAyoniH
21591.034	purAvftta	tam	purAvfttam
21592.002	purAtanaH	nam	purAtanam
21605.052	puruhUta	taH	puruhUtaH
21642.032	puzwivarDana	naH	puzwivarDanaH
21652.180	puzpalAvaH	vI	puzpalAvI
21690.028	pUtiganDa	nDaH	pUtiganDaH
21697.028	pUyaraktaH	ktam	pUyaraktam
21706.050	pUrRakAma	maH	pUrRakAmaH
21715.032	pUrvApara	ram	pUrvAparam
21715.040	pUrvArjita	tam	pUrvArjitam
21715.060	pUrvottara	rA	pUrvottarA
21715.060	pUrvottara	re	pUrvottare
21715.068	pUrvakAla	laH	pUrvakAlaH
21715.076	pUrvakfta	tam	pUrvakftam
21715.088	pUrvaja	jaH	pUrvajaH
21715.088	pUrvaja	jA	pUrvajA
21715.098	pUrvadakziRa	RA	pUrvadakziRA
21715.148	pUrvapUrva	rvAH	pUrvapUrrvAH
21760.020	pfTUdara	raH	pfTUdaraH
21782.066	pfzWamAMsam	dam	None
21782.066	pfzWamAMsam	danam	None
22028.020	prakftArTa	rTaH	prakftArTaH
22029.040	prakftiBAva	vaH	prakftiBAvaH
22183.022	pracurapuruza	zaH	pracurapuruzaH
22225.074	prajAhita	tam	prajAhitam
22345.028	pratyaNgam	Ngam	pratyaNgam
22345.036	pratyanantara	ram	pratyanantaram
22345.042	pratyanIka	kaH	pratyanIkaH
22345.042	pratyanIka	kam	pratyanIkam
22345.048	pratyanta	ntaH	pratyantaH
22345.056	pratyamitra	traH	pratyamitraH
22345.056	pratyamitra	tram	pratyamitram
22345.108	pratyeka	kam	pratyekam
22345.194	pratidvandvaH	dvam	pratidvandvam
22345.220	pratipakza	kzaH	pratipakzaH
22345.244	pratipuruzaH	zam	pratipuruzam
22345.264	pratibalaH	lam	pratibalam
22345.278	pratiBawa	waH	pratiBawaH
22345.280	pratiBaya	yam	pratiBayam
22345.308	pratimuKa	Kam	pratimuKam
22345.308	pratimuKa	Kam	pratimuKam
22345.336	pratirUpa	pam	pratirUpam
22345.338	pratirUpaka	kam	pratirUpakam
22345.346	pratiloma	mam	pratilomam
22345.346	pratiloma	mam	pratilomam
22345.366	prativAtaH	tam	prativAtam
22345.374	prativizam	zA	prativizA
22791.030	pratyaYkcetana	naH	pratyaYkcetanaH
22807.020	pratyayakArakaH	RI	pratyayakArakRI
23161.020	praBuBakta	ktaH	praBuBaktaH
23211.034	pramARajYa	jYaH	pramARajYaH
23211.046	pramARaBUta	taH	pramARaBUtaH
23762.020	prahArArta	rtam	prahArArtam
23824.048	prAkkUla	lam	prAkkUlam
23824.060	prAgjanman	zam	None
23852.032	prARAntika	kam	prARAntikam
23852.094	prARada	dam	prARadam
23852.094	prARada	daH	prARadaH
23852.116	prARaDAra	raH	prARaDAraH
23852.192	prARasama	mA	prARasamA
23852.200	prARahAraka	kam	prARahArakam
23937.024	prAptArTa	rTaH	prAptArTaH
23937.026	prAptAvasara	raH	prAptAvasaraH
23937.034	prAptakAla	laH	prAptakAlaH
23937.034	prAptakAla	lam	prAptakAlam
23969	prAyARika	kI	prAyARikI
24071.028	priyApriyaH	yam	priyApriyam
24071.034	priyArha	rhaH	priyArhaH
24071.082	priyajIva	vaH	priyajIvaH
24071.092	priyadarSana	naH	priyadarSanaH
24071.092	priyadarSana	nam	priyadarSanam
24071.092	priyadarSana	nI	priyadarSanI
24071.108	priyaprAya	yam	priyaprAyam
24071.122	priyamaDu	DuH	priyamaDuH
24071.128	priyavacana	nam	priyavacanam
24071.140	priyavAdin	nI	priyavAdinI
24071.146	priyasaKaH	KI	priyasaKI
24090.030	prItida	daH	prItidaH
24090.032	prItidatta	dattam	prItidattam
24090.062	prItivarDana	naH	prItivarDanaH
24223.020	prozWapadaH	dA	prozWapadA
24223.020	prozWapadaH	dI	prozWapadI
24242.022	plavagaH	gA	plavagA
24298.042	PalAmlaH	mlam	PalAmlam
24298.052	PalAQya	QyA	PalAQyA
24298.068	PalotpattiH	ttiH	PalotpattiH
24298.126	Palada	daH	PaladaH
24334.022	PAlakfzwa	zwam	PAlakfzwam
24351.026	Putkfta	tam	Putkftam
24358.024	Pullanayana	naH	PullanayanaH
24358.024	Pullanayana	nam	Pullanayanam
24468.020	balAgram	graH	balAgraH
24468.080	balaja	jam	balajam
24468.080	balaja	jA	balajA
24468.110	balaBadra	draH	balaBadraH
24468.110	balaBadra	drA	balaBadrA
24468.140	balasTa	sTaH	balasTaH
24522.020	bahiraNga	gam	bahiraNgam
24522.034	bahiScara	raH	bahiScaraH
24522.062	bahirmuKa	KaH	bahirmuKaH
24522.072	bahirlamba	mbaH	bahirlambaH
24530.032	bahvapatya	tyaH	bahvapatyaH
24530.032	bahvapatya	tyA	bahvapatyA
24530.048	bahvfca	caH	bahvfcaH
24530.048	bahvfca	cI	bahvfcI
24530.052	bahukara	raH	bahukaraH
24530.052	bahukara	rI	bahukarI
24530.064	bahukzama	maH	bahukzamaH
24530.066	bahukzAram	raH	bahukzAraH
24530.070	bahuganDa	nDam	bahuganDam
24530.112	bahudugDa	gDaH	bahudugDaH
24530.112	bahudugDa	gDA	bahudugDA
24530.136	bahupatraH	tram	bahupatram
24530.136	bahupatraH	trI	bahupatrI
24530.148	bahuprakAra	ram	bahuprakAram
24530.152	bahupraja	jaH	bahuprajaH
24530.170	bahuPala	laH	bahuPalaH
24530.170	bahuPala	lI	bahuPalI
24530.174	bahubIjam	jA	bahubIjA
24530.202	bahumAnaH	nam	bahumAnam
24530.218	bahumUrti	rtiH	bahumUrtiH
24530.224	bahumUlya	lyam	bahumUlyam
24530.232	bahurasa	saH	bahurasaH
24530.234	bahurASi	SiH	bahurASiH
24530.236	bahurUpa	paH	bahurUpaH
24530.270	bahuvIrya	ryaH	bahuvIryaH
24530.276	bahuvrIhi	hiH	bahuvrIhiH
24530.290	bahuSruta	tiH	None
24530.296	bahusaMtati	tiH	bahusaMtatiH
24530.298	bahusAra	raH	bahusAraH
24530.306	bahusvana	naH	bahusvanaH
24589.028	bAlAruRa	RaH	bAlAruRaH
24589.058	bAlakundaH	kundam	bAlakundam
24589.072	bAlakrIqanakam	kaH	bAlakrIqanakaH
24589.092	bAlacaryaH	ryA	bAlacaryA
24590.020	bAlakapriya	yA	bAlakapriyA
24622.064	bAhupraharaRaH	Ram	bAhupraharaRam
24622.068	bAhubanDanam	naH	bAhubanDanaH
24667.020	bimbOzWa	zWaH	bimbOzWaH
24694.022	bIjANkuraH	rO	bIjANkurO
24694.036	bIjAQyaH	ram	None
24694.036	bIjAQyaH	rakam	None
24694.052	bIjakoSaH	SI	bIjakoSI
24758.020	bfhadaNga	NgaH	bfhadaNgaH
24758.090	bfhatPala	lA	bfhatPalA
24773.022	boDakara	raH	boDakaraH
24789.138	brahmacaryam	ryaH	brahmacaryaH
24789.138	brahmacaryam	ryA	brahmacaryA
24789.158	brahmajYa	jYaH	brahmajYaH
24789.194	brahmadeya	yaH	brahmadeyaH
24789.194	brahmadeya	yam	brahmadeyam
24789.214	brahmanizWa	zWaH	brahmanizWaH
24789.236	brahmaputraH	trA	brahmaputrA
24789.236	brahmaputraH	trI	brahmaputrI
24789.306	brahmayoni	niH	brahmayoniH
24789.364	brahmavAdin	nI	brahmavAdinI
24789.424	brahmasaMBava	vaH	brahmasaMBavaH
24822.062	Baktavatsala	laH	BaktavatsalaH
24836.036	BagadEvata	tam	BagadEvatam
24877.022	BawabalAgraH	gram	BawabalAgram
24905.072	BadramuKa	KI	BadramuKI
24918.024	BayApaha	haH	BayApahaH
24918.048	BayanASana	naH	BayanASanaH
24920	BayaMkara	raH	BayaMkaraH
24948.040	Bartfvratam	tA	BartfvratA
25007.024	BasmANgaH	Ngam	BasmANgam
25015.036	BArUpaH	pam	BArUpam
25020.038	BAgaDeyam	yaH	BAgaDeyaH
25077.044	BAravAhaH	hI	BAravAhI
25077.046	BAravAhanaH	nam	BAravAhanam
25101.022	BAlacandraH	drA	BAlacandrA
25105.020	BAvAnuga	gA	BAvAnugA
25147.020	BikzAwanam	naH	BikzAwanaH
25169.022	BinnArTa	rTam	BinnArTam
25174.028	BizagvaraH	rO	BizagvarO
25188.034	BImanAda	daH	BImanAdaH
25188.036	BImaparAkrama	maH	BImaparAkramaH
25188.048	BImavikrAnta	taH	BImavikrAntaH
25234.054	BUcara	raH	BUcaraH
25237.094	BUtaGnaH	DnI	None
25239.024	BUtikAma	maH	BUtikAmaH
25414.036	BrAtfputraH	trI	BrAtfputrI
25538.032	maYjuGoza	zaH	maYjuGozaH
25573.020	maRqalAgra	gram	maRqalAgram
