OldL	AssignedL
18923.440.XYZ	18923.441
18923.464.XYZ	18923.465
18923.464.XYZ	18923.464.XYZ
18923.466.XYZ	18923.467
18923.480.XYZ	18923.481
18923.488.XYZ	18923.489
18923.492.XYZ	18923.493
18923.510.XYZ	18923.511
18923.522.XYZ	18923.523
18923.532.XYZ	18923.533
18923.532.XYZ	18923.532.XYZ
18923.546.XYZ	18923.547
18923.550.XYZ	18923.551
18923.574.XYZ	18923.575
18923.582.XYZ	18923.583
18923.586.XYZ	18923.587
18923.590.XYZ	18923.591
18923.592.XYZ	18923.593
18923.614.XYZ	18923.615
18923.654.XYZ	18923.655
18923.658.XYZ	18923.659
18923.680.XYZ	18923.681
19019.002.XYZ	19019.003
19220.024.XYZ	19220.025
19238.036.XYZ	19238.037
19238.072.XYZ	19238.073
19238.072.XYZ	19238.072.XYZ
19252.020.XYZ	19252.021
19379.020.XYZ	19379.021
19379.034.XYZ	19379.035
19379.042.XYZ	19379.043
19379.044.XYZ	19379.045
19379.110.XYZ	19379.111
19379.124.XYZ	19379.125
19379.140.XYZ	19379.141
19379.148.XYZ	19379.149
19379.194.XYZ	19379.195
19379.222.XYZ	19379.223
19379.232.XYZ	19379.233
19379.232.XYZ	19379.232.XYZ
19379.238.XYZ	19379.239
19379.238.XYZ	19379.238.XYZ
19379.246.XYZ	19379.247
19379.250.XYZ	19379.251
19379.258.XYZ	19379.259
19379.258.XYZ	19379.258.XYZ
19379.260.XYZ	19379.261
19379.266.XYZ	19379.267
19379.272.XYZ	19379.273
19379.284.XYZ	19379.285
19379.302.XYZ	19379.303
19386.020.XYZ	19386.021
19431.026.XYZ	19431.027
19431.026.XYZ	19431.026.XYZ
19444.022.XYZ	19444.023
19444.022.XYZ	19444.022.XYZ
19449.038.XYZ	19449.039
19449.048.XYZ	19449.049
19449.072.XYZ	19449.073
19449.094.XYZ	19449.095
19449.096.XYZ	19449.097
19455.020.XYZ	19455.021
19482.044.XYZ	19482.045
19506.068.XYZ	19506.069
19673.054.XYZ	19673.055
19688.032.XYZ	19688.033
19732.024.XYZ	19732.025
19732.024.XYZ	19732.024.XYZ
19732.024.XYZ	19732.024.XYZ
19732.028.XYZ	19732.029
19732.040.XYZ	19732.041
19732.060.XYZ	19732.061
19732.100.XYZ	19732.101
19732.122.XYZ	19732.123
19732.122.XYZ	19732.122.XYZ
19732.134.XYZ	19732.135
19732.136.XYZ	19732.137
19732.152.XYZ	19732.153
19732.240.XYZ	19732.241
19732.328.XYZ	19732.329
19851.034.XYZ	19851.035
19866.062.XYZ	19866.063
19882.032.XYZ	19882.033
19887.028.XYZ	19887.029
19902.020.XYZ	19902.021
19903.020.XYZ	19903.021
19903.020.XYZ	19903.020.XYZ
19903.030.XYZ	19903.031
19903.032.XYZ	19903.033
19903.038.XYZ	19903.039
19903.038.XYZ	19903.038.XYZ
19903.038.XYZ	19903.038.XYZ
19903.038.XYZ	19903.038.XYZ
19903.060.XYZ	19903.061
19903.060.XYZ	19903.060.XYZ
19903.120.XYZ	19903.121
19937.032.XYZ	19937.033
19937.038.XYZ	19937.039
19937.040.XYZ	19937.041
19937.040.XYZ	19937.040.XYZ
19937.046.XYZ	19937.047
19937.048.XYZ	19937.049
19937.050.XYZ	19937.051
19937.050.XYZ	19937.050.XYZ
19937.056.XYZ	19937.057
19937.058.XYZ	19937.059
19937.058.XYZ	19937.058.XYZ
19937.068.XYZ	19937.069
19937.078.XYZ	19937.079
19937.078.XYZ	19937.078.XYZ
19937.110.XYZ	19937.111
19937.134.XYZ	19937.135
19937.142.XYZ	19937.143
19937.152.XYZ	19937.153
19937.154.XYZ	19937.155
19937.214.XYZ	19937.215
19985.026.XYZ	19985.027
20200.024.XYZ	20200.025
20677.030.XYZ	20677.031
20690.020.XYZ	20690.021
20690.038.XYZ	20690.039
20791.052.XYZ	20791.053
20907.042.XYZ	20907.043
20977.034.XYZ	20977.035
21041.038.XYZ	21041.039
21041.146.XYZ	21041.147
21041.154.XYZ	21041.155
21041.154.XYZ	21041.154.XYZ
21064.062.XYZ	21064.063
21064.062.XYZ	21064.062.XYZ
21064.086.XYZ	21064.087
21064.086.XYZ	21064.086.XYZ
21064.086.XYZ	21064.086.XYZ
21064.086.XYZ	21064.086.XYZ
21064.116.XYZ	21064.117
21064.132.XYZ	21064.133
21088.020.XYZ	21088.021
21088.030.XYZ	21088.031
21088.032.XYZ	21088.033
21235.076.XYZ	21235.077
21306.020.XYZ	21306.021
21364.050.XYZ	21364.051
21364.072.XYZ	21364.073
21385.062.XYZ	21385.063
21385.064.XYZ	21385.065
21385.068.XYZ	21385.069
21385.086.XYZ	21385.087
21385.092.XYZ	21385.093
21385.124.XYZ	21385.125
21469.024.XYZ	21469.025
21469.058.XYZ	21469.059
21469.074.XYZ	21469.075
21469.086.XYZ	21469.087
21495.088.XYZ	21495.089
21495.096.XYZ	21495.097
21512.020.XYZ	21512.021
21536.036.XYZ	21536.037
21536.048.XYZ	21536.049
21536.060.XYZ	21536.061
21536.060.XYZ	21536.060.XYZ
21536.070.XYZ	21536.071
21536.086.XYZ	21536.087
21536.092.XYZ	21536.093
21536.092.XYZ	21536.092.XYZ
21543.076.XYZ	21543.077
21558.042.XYZ	21558.043
21558.082.XYZ	21558.083
21575.032.XYZ	21575.033
21575.056.XYZ	21575.057
21575.066.XYZ	21575.067
21575.066.XYZ	21575.066.XYZ
21591.026.XYZ	21591.027
21591.028.XYZ	21591.029
21591.034.XYZ	21591.035
21592.002.XYZ	21592.003
21605.052.XYZ	21605.053
21642.032.XYZ	21642.033
21652.180.XYZ	21652.181
21690.028.XYZ	21690.029
21697.028.XYZ	21697.029
21706.050.XYZ	21706.051
21715.032.XYZ	21715.033
21715.040.XYZ	21715.041
21715.060.XYZ	21715.061
21715.060.XYZ	21715.060.XYZ
21715.068.XYZ	21715.069
21715.076.XYZ	21715.077
21715.088.XYZ	21715.089
21715.088.XYZ	21715.088.XYZ
21715.098.XYZ	21715.099
21715.148.XYZ	21715.149
21760.020.XYZ	21760.021
21782.066.XYZ	21782.067
21782.066.XYZ	21782.066.XYZ
22028.020.XYZ	22028.021
22029.040.XYZ	22029.041
22183.022.XYZ	22183.023
22225.074.XYZ	22225.075
22345.028.XYZ	22345.029
22345.036.XYZ	22345.037
22345.042.XYZ	22345.043
22345.042.XYZ	22345.042.XYZ
22345.048.XYZ	22345.049
22345.056.XYZ	22345.057
22345.056.XYZ	22345.056.XYZ
22345.108.XYZ	22345.109
22345.194.XYZ	22345.195
22345.220.XYZ	22345.221
22345.244.XYZ	22345.245
22345.264.XYZ	22345.265
22345.278.XYZ	22345.279
22345.280.XYZ	22345.281
22345.308.XYZ	22345.309
22345.308.XYZ	22345.308.XYZ
22345.336.XYZ	22345.337
22345.338.XYZ	22345.339
22345.346.XYZ	22345.347
22345.346.XYZ	22345.346.XYZ
22345.366.XYZ	22345.367
22345.374.XYZ	22345.375
22791.030.XYZ	22791.031
22807.020.XYZ	22807.021
23161.020.XYZ	23161.021
23211.034.XYZ	23211.035
23211.046.XYZ	23211.047
23762.020.XYZ	23762.021
23824.048.XYZ	23824.049
23824.060.XYZ	23824.061
23852.032.XYZ	23852.033
23852.094.XYZ	23852.095
23852.094.XYZ	23852.094.XYZ
23852.116.XYZ	23852.117
23852.192.XYZ	23852.193
23852.200.XYZ	23852.201
23937.024.XYZ	23937.025
23937.026.XYZ	23937.027
23937.034.XYZ	23937.035
23937.034.XYZ	23937.034.XYZ
23969.XYZ	23969.001
24071.028.XYZ	24071.029
24071.034.XYZ	24071.035
24071.082.XYZ	24071.083
24071.092.XYZ	24071.093
24071.092.XYZ	24071.092.XYZ
24071.092.XYZ	24071.092.XYZ
24071.108.XYZ	24071.109
24071.122.XYZ	24071.123
24071.128.XYZ	24071.129
24071.140.XYZ	24071.141
24071.146.XYZ	24071.147
24090.030.XYZ	24090.031
24090.032.XYZ	24090.033
24090.062.XYZ	24090.063
24223.020.XYZ	24223.021
24223.020.XYZ	24223.020.XYZ
24242.022.XYZ	24242.023
24298.042.XYZ	24298.043
24298.052.XYZ	24298.053
24298.068.XYZ	24298.069
24298.126.XYZ	24298.127
24334.022.XYZ	24334.023
24351.026.XYZ	24351.027
24358.024.XYZ	24358.025
24358.024.XYZ	24358.024.XYZ
24468.020.XYZ	24468.021
24468.080.XYZ	24468.081
24468.080.XYZ	24468.080.XYZ
24468.110.XYZ	24468.111
24468.110.XYZ	24468.110.XYZ
24468.140.XYZ	24468.141
24522.020.XYZ	24522.021
24522.034.XYZ	24522.035
24522.062.XYZ	24522.063
24522.072.XYZ	24522.073
24530.032.XYZ	24530.033
24530.032.XYZ	24530.032.XYZ
24530.048.XYZ	24530.049
24530.048.XYZ	24530.048.XYZ
24530.052.XYZ	24530.053
24530.052.XYZ	24530.052.XYZ
24530.064.XYZ	24530.065
24530.066.XYZ	24530.067
24530.070.XYZ	24530.071
24530.112.XYZ	24530.113
24530.112.XYZ	24530.112.XYZ
24530.136.XYZ	24530.137
24530.136.XYZ	24530.136.XYZ
24530.148.XYZ	24530.149
24530.152.XYZ	24530.153
24530.170.XYZ	24530.171
24530.170.XYZ	24530.170.XYZ
24530.174.XYZ	24530.175
24530.202.XYZ	24530.203
24530.218.XYZ	24530.219
24530.224.XYZ	24530.225
24530.232.XYZ	24530.233
24530.234.XYZ	24530.235
24530.236.XYZ	24530.237
24530.270.XYZ	24530.271
24530.276.XYZ	24530.277
24530.290.XYZ	24530.291
24530.296.XYZ	24530.297
24530.298.XYZ	24530.299
24530.306.XYZ	24530.307
24589.028.XYZ	24589.029
24589.058.XYZ	24589.059
24589.072.XYZ	24589.073
24589.092.XYZ	24589.093
24590.020.XYZ	24590.021
24622.064.XYZ	24622.065
24622.068.XYZ	24622.069
24667.020.XYZ	24667.021
24694.022.XYZ	24694.023
24694.036.XYZ	24694.037
24694.036.XYZ	24694.036.XYZ
24694.052.XYZ	24694.053
24758.020.XYZ	24758.021
24758.090.XYZ	24758.091
24773.022.XYZ	24773.023
24789.138.XYZ	24789.139
24789.138.XYZ	24789.138.XYZ
24789.158.XYZ	24789.159
24789.194.XYZ	24789.195
24789.194.XYZ	24789.194.XYZ
24789.214.XYZ	24789.215
24789.236.XYZ	24789.237
24789.236.XYZ	24789.236.XYZ
24789.306.XYZ	24789.307
24789.364.XYZ	24789.365
24789.424.XYZ	24789.425
24822.062.XYZ	24822.063
24836.036.XYZ	24836.037
24877.022.XYZ	24877.023
24905.072.XYZ	24905.073
24918.024.XYZ	24918.025
24918.048.XYZ	24918.049
24920.XYZ	24920.001
24948.040.XYZ	24948.041
25007.024.XYZ	25007.025
25015.036.XYZ	25015.037
25020.038.XYZ	25020.039
25077.044.XYZ	25077.045
25077.046.XYZ	25077.047
25101.022.XYZ	25101.023
25105.020.XYZ	25105.021
25147.020.XYZ	25147.021
25169.022.XYZ	25169.023
25174.028.XYZ	25174.029
25188.034.XYZ	25188.035
25188.036.XYZ	25188.037
25188.048.XYZ	25188.049
25234.054.XYZ	25234.055
25237.094.XYZ	25237.095
25239.024.XYZ	25239.025
25414.036.XYZ	25414.037
25538.032.XYZ	25538.033
25573.020.XYZ	25573.021
25599.038.XYZ	25599.039
25620.046.XYZ	25620.047
25620.070.XYZ	25620.071
25646.XYZ	25646.001
25646.058.XYZ	25646.059
25669.066.XYZ	25669.067
25669.066.XYZ	25669.066.XYZ
25684.076.XYZ	25684.077
25684.142.XYZ	25684.143
25684.206.XYZ	25684.207
25732.044.XYZ	25732.045
25820.020.XYZ	25820.021
25856.048.XYZ	25856.049
25859.036.XYZ	25859.037
25859.036.XYZ	25859.036.XYZ
25859.036.XYZ	25859.036.XYZ
25863.026.XYZ	25863.027
25880.020.XYZ	25880.021
25943.022.XYZ	25943.023
25943.032.XYZ	25943.033
25943.032.XYZ	25943.032.XYZ
25943.032.XYZ	25943.032.XYZ
25943.036.XYZ	25943.037
25943.044.XYZ	25943.045
25943.044.XYZ	25943.044.XYZ
25943.056.XYZ	25943.057
25943.060.XYZ	25943.061
25943.072.XYZ	25943.073
25943.094.XYZ	25943.095
25943.100.XYZ	25943.101
25943.108.XYZ	25943.109
25943.110.XYZ	25943.111
25943.112.XYZ	25943.113
25943.134.XYZ	25943.135
25943.138.XYZ	25943.139
25943.142.XYZ	25943.143
25943.146.XYZ	25943.147
25943.148.XYZ	25943.149
25943.158.XYZ	25943.159
25943.186.XYZ	25943.187
25943.190.XYZ	25943.191
25943.206.XYZ	25943.207
25943.222.XYZ	25943.223
25943.224.XYZ	25943.225
25943.240.XYZ	25943.241
25943.276.XYZ	25943.277
25943.276.XYZ	25943.276.XYZ
25943.276.XYZ	25943.276.XYZ
25943.290.XYZ	25943.291
25943.310.XYZ	25943.311
25943.310.XYZ	25943.310.XYZ
25943.330.XYZ	25943.331
25943.352.XYZ	25943.353
25943.366.XYZ	25943.367
25943.392.XYZ	25943.393
25943.398.XYZ	25943.399
25943.432.XYZ	25943.433
25943.440.XYZ	25943.441
25943.452.XYZ	25943.453
25943.462.XYZ	25943.463
25943.462.XYZ	25943.462.XYZ
25943.478.XYZ	25943.479
25943.520.XYZ	25943.521
25943.540.XYZ	25943.541
25943.540.XYZ	25943.540.XYZ
25943.548.XYZ	25943.549
25943.550.XYZ	25943.551
25943.554.XYZ	25943.555
25943.596.XYZ	25943.597
25943.618.XYZ	25943.619
25943.620.XYZ	25943.621
25943.624.XYZ	25943.625
25943.628.XYZ	25943.629
25943.652.XYZ	25943.653
25943.652.XYZ	25943.652.XYZ
25943.662.XYZ	25943.663
25943.676.XYZ	25943.677
25943.682.XYZ	25943.683
25943.684.XYZ	25943.685
25943.700.XYZ	25943.701
25943.734.XYZ	25943.735
25943.734.XYZ	25943.734.XYZ
25943.752.XYZ	25943.753
25943.764.XYZ	25943.765
25943.772.XYZ	25943.773
25943.780.XYZ	25943.781
25943.836.XYZ	25943.837
25943.836.XYZ	25943.836.XYZ
25943.840.XYZ	25943.841
25943.850.XYZ	25943.851
25943.872.XYZ	25943.873
25943.884.XYZ	25943.885
25943.884.XYZ	25943.884.XYZ
25943.912.XYZ	25943.913
25943.948.XYZ	25943.949
25943.964.XYZ	25943.965
25961.028.XYZ	25961.029
25961.028.XYZ	25961.028.XYZ
26036.050.XYZ	26036.051
26036.086.XYZ	26036.087
26086.044.XYZ	26086.045
26086.044.XYZ	26086.044.XYZ
26261.020.XYZ	26261.021
26261.026.XYZ	26261.027
26286.032.XYZ	26286.033
26309.032.XYZ	26309.033
26329.022.XYZ	26329.023
26362.024.XYZ	26362.025
26362.030.XYZ	26362.031
26362.052.XYZ	26362.053
26367.098.XYZ	26367.099
26367.178.XYZ	26367.179
26367.178.XYZ	26367.178.XYZ
26523.022.XYZ	26523.023
26528.058.XYZ	26528.059
26528.058.XYZ	26528.058.XYZ
26528.118.XYZ	26528.119
26553.182.XYZ	26553.183
26553.182.XYZ	26553.182.XYZ
26553.206.XYZ	26553.207
26580.022.XYZ	26580.023
26580.066.XYZ	26580.067
26580.066.XYZ	26580.066.XYZ
26580.066.XYZ	26580.066.XYZ
26580.068.XYZ	26580.069
26595.030.XYZ	26595.031
26602.020.XYZ	26602.021
26602.036.XYZ	26602.037
26614.022.XYZ	26614.023
26628.090.XYZ	26628.091
26690.XYZ	26690.001
26822.040.XYZ	26822.041
26830.020.XYZ	26830.021
26858.028.XYZ	26858.029
26885.026.XYZ	26885.027
26885.040.XYZ	26885.041
26885.050.XYZ	26885.051
26885.050.XYZ	26885.050.XYZ
26885.068.XYZ	26885.069
26885.088.XYZ	26885.089
26885.088.XYZ	26885.088.XYZ
26885.088.XYZ	26885.088.XYZ
26885.100.XYZ	26885.101
26885.110.XYZ	26885.111
26885.142.XYZ	26885.143
26885.148.XYZ	26885.149
26885.150.XYZ	26885.151
26885.178.XYZ	26885.179
26885.178.XYZ	26885.178.XYZ
26885.206.XYZ	26885.207
26885.228.XYZ	26885.229
26885.282.XYZ	26885.283
26885.284.XYZ	26885.285
26885.314.XYZ	26885.315
26885.330.XYZ	26885.331
26885.332.XYZ	26885.333
26908.050.XYZ	26908.051
26930.056.XYZ	26930.057
26930.056.XYZ	26930.056.XYZ
26934.024.XYZ	26934.025
26934.024.XYZ	26934.024.XYZ
26946.028.XYZ	26946.029
26946.028.XYZ	26946.028.XYZ
26946.042.XYZ	26946.043
27042.030.XYZ	27042.031
27187.020.XYZ	27187.021
27187.022.XYZ	27187.023
27187.026.XYZ	27187.027
27187.038.XYZ	27187.039
27187.038.XYZ	27187.038.XYZ
27187.084.XYZ	27187.085
27187.112.XYZ	27187.113
27187.126.XYZ	27187.127
27187.184.XYZ	27187.185
27187.184.XYZ	27187.184.XYZ
27198.024.XYZ	27198.025
27209.036.XYZ	27209.037
27248.060.XYZ	27248.061
27248.074.XYZ	27248.075
27248.076.XYZ	27248.077
27258.052.XYZ	27258.053
27261.022.XYZ	27261.023
27306.028.XYZ	27306.029
27329.024.XYZ	27329.025
27329.032.XYZ	27329.033
27329.032.XYZ	27329.032.XYZ
27329.054.XYZ	27329.055
27329.084.XYZ	27329.085
27329.096.XYZ	27329.097
27329.096.XYZ	27329.096.XYZ
27329.156.XYZ	27329.157
27361.048.XYZ	27361.049
27379.074.XYZ	27379.075
27379.124.XYZ	27379.125
27379.226.XYZ	27379.227
27427.022.XYZ	27427.023
27427.048.XYZ	27427.049
27427.056.XYZ	27427.057
27535.020.XYZ	27535.021
27548.020.XYZ	27548.021
27612.026.XYZ	27612.027
27647.074.XYZ	27647.075
27679.082.XYZ	27679.083
27679.082.XYZ	27679.082.XYZ
27752.030.XYZ	27752.031
27752.126.XYZ	27752.127
27829.020.XYZ	27829.021
27829.020.XYZ	27829.020.XYZ
27849.022.XYZ	27849.023
28143.052.XYZ	28143.053
28143.062.XYZ	28143.063
28143.062.XYZ	28143.062.XYZ
28143.070.XYZ	28143.071
28143.086.XYZ	28143.087
28143.088.XYZ	28143.089
28143.164.XYZ	28143.165
28143.262.XYZ	28143.263
28210.020.XYZ	28210.021
28231.040.XYZ	28231.041
28231.072.XYZ	28231.073
28231.072.XYZ	28231.072.XYZ
28231.072.XYZ	28231.072.XYZ
28231.076.XYZ	28231.077
28231.090.XYZ	28231.091
28231.092.XYZ	28231.093
28231.106.XYZ	28231.107
28248.020.XYZ	28248.021
28248.042.XYZ	28248.043
28288.026.XYZ	28288.027
28316.020.XYZ	28316.021
28364.022.XYZ	28364.023
28364.030.XYZ	28364.031
28407.044.XYZ	28407.045
28407.046.XYZ	28407.047
28407.092.XYZ	28407.093
28407.092.XYZ	28407.092.XYZ
28407.108.XYZ	28407.109
28407.116.XYZ	28407.117
28407.154.XYZ	28407.155
28407.156.XYZ	28407.157
28478.030.XYZ	28478.031
28478.044.XYZ	28478.045
28478.044.XYZ	28478.044.XYZ
28486.020.XYZ	28486.021
28486.020.XYZ	28486.020.XYZ
28486.020.XYZ	28486.020.XYZ
28486.036.XYZ	28486.037
28486.036.XYZ	28486.036.XYZ
28486.040.XYZ	28486.041
28486.058.XYZ	28486.059
28486.064.XYZ	28486.065
28486.064.XYZ	28486.064.XYZ
28486.104.XYZ	28486.105
28574.074.XYZ	28574.075
28576.XYZ	28576.001
28645.040.XYZ	28645.041
28730.036.XYZ	28730.037
28757.032.XYZ	28757.033
28757.032.XYZ	28757.032.XYZ
28757.032.XYZ	28757.032.XYZ
28816.036.XYZ	28816.037
28834.020.XYZ	28834.021
28841.032.XYZ	28841.033
28841.034.XYZ	28841.035
28841.072.XYZ	28841.073
28841.080.XYZ	28841.081
28841.098.XYZ	28841.099
28841.138.XYZ	28841.139
28881.020.XYZ	28881.021
28897.032.XYZ	28897.033
28971.052.XYZ	28971.053
28989.XYZ	28989.001
28995.042.XYZ	28995.043
29013.042.XYZ	29013.043
29013.046.XYZ	29013.047
29013.046.XYZ	29013.046.XYZ
29013.052.XYZ	29013.053
29013.074.XYZ	29013.075
29384.020.XYZ	29384.021
29384.024.XYZ	29384.025
29655.028.XYZ	29655.029
29786.028.XYZ	29786.029
29853.028.XYZ	29853.029
29853.028.XYZ	29853.028.XYZ
29997.022.XYZ	29997.023
30154.020.XYZ	30154.021
30194.XYZ	30194.001
30291.020.XYZ	30291.021
30340.020.XYZ	30340.021
30340.020.XYZ	30340.020.XYZ
30365.024.XYZ	30365.025
30396.034.XYZ	30396.035
30396.050.XYZ	30396.051
30396.106.XYZ	30396.107
30396.110.XYZ	30396.111
30396.118.XYZ	30396.119
30396.118.XYZ	30396.118.XYZ
30423.026.XYZ	30423.027
30423.058.XYZ	30423.059
30423.058.XYZ	30423.058.XYZ
30423.066.XYZ	30423.067
30652.022.XYZ	30652.023
30652.028.XYZ	30652.029
30701.026.XYZ	30701.027
30701.050.XYZ	30701.051
30710.058.XYZ	30710.059
30713.046.XYZ	30713.047
30758.024.XYZ	30758.025
30806.078.XYZ	30806.079
31546.020.XYZ	31546.021
31560.028.XYZ	31560.029
31560.030.XYZ	31560.031
31560.034.XYZ	31560.035
31568.020.XYZ	31568.021
31583.020.XYZ	31583.021
31610.034.XYZ	31610.035
31610.050.XYZ	31610.051
31610.054.XYZ	31610.055
31610.094.XYZ	31610.095
31610.100.XYZ	31610.101
31610.100.XYZ	31610.100.XYZ
31610.162.XYZ	31610.163
31610.162.XYZ	31610.162.XYZ
31610.182.XYZ	31610.183
31637.020.XYZ	31637.021
31654.034.XYZ	31654.035
31654.038.XYZ	31654.039
31675.004.XYZ	31675.004.XYZ
31695.038.XYZ	31695.039
31736.020.XYZ	31736.021
31783.024.XYZ	31783.025
31783.040.XYZ	31783.041
31794.096.XYZ	31794.097
31801.026.XYZ	31801.027
31802.XYZ	31802.001
31959.024.XYZ	31959.025
31965.046.XYZ	31965.047
32007.034.XYZ	32007.035
32035.026.XYZ	32035.027
32035.040.XYZ	32035.041
32064.020.XYZ	32064.021
32107.030.XYZ	32107.031
32107.050.XYZ	32107.051
32107.076.XYZ	32107.077
32107.076.XYZ	32107.076.XYZ
32107.098.XYZ	32107.099
32117.038.XYZ	32117.039
32143.096.XYZ	32143.097
32162.024.XYZ	32162.025
32171.036.XYZ	32171.037
32181.034.XYZ	32181.035
32181.040.XYZ	32181.041
32186.022.XYZ	32186.023
32238.022.XYZ	32238.023
32267.020.XYZ	32267.021
32315.030.XYZ	32315.031
32337.XYZ	32337.001
32491.020.XYZ	32491.021
32539.030.XYZ	32539.031
32571.026.XYZ	32571.027
32571.052.XYZ	32571.053
32571.094.XYZ	32571.095
32577.032.XYZ	32577.033
32579.030.XYZ	32579.031
32594.026.XYZ	32594.027
32674.028.XYZ	32674.029
32693.090.XYZ	32693.091
32708.054.XYZ	32708.055
32708.058.XYZ	32708.059
32708.066.XYZ	32708.067
32708.088.XYZ	32708.089
32708.112.XYZ	32708.113
32708.112.XYZ	32708.112.XYZ
32708.120.XYZ	32708.121
32730.022.XYZ	32730.023
33173.030.XYZ	33173.031
33350.050.XYZ	33350.051
33350.050.XYZ	33350.050.XYZ
33350.058.XYZ	33350.059
33350.070.XYZ	33350.071
33350.118.XYZ	33350.119
33350.136.XYZ	33350.137
33350.138.XYZ	33350.139
33378.024.XYZ	33378.025
33378.024.XYZ	33378.024.XYZ
33378.082.XYZ	33378.083
33378.090.XYZ	33378.091
33378.118.XYZ	33378.119
33404.020.XYZ	33404.021
33404.030.XYZ	33404.031
33404.034.XYZ	33404.035
33404.038.XYZ	33404.039
33411.028.XYZ	33411.029
33446.XYZ	33446.001
33511.020.XYZ	33511.021
33641.078.XYZ	33641.079
33641.106.XYZ	33641.107
33688.040.XYZ	33688.041
33688.046.XYZ	33688.047
33688.066.XYZ	33688.067
33688.112.XYZ	33688.113
33688.148.XYZ	33688.149
33817.022.XYZ	33817.023
34054.044.XYZ	34054.045
34054.044.XYZ	34054.044.XYZ
34380.020.XYZ	34380.021
34421.020.XYZ	34421.021
34421.102.XYZ	34421.103
34421.102.XYZ	34421.102.XYZ
34421.150.XYZ	34421.151
34421.236.XYZ	34421.237
34421.268.XYZ	34421.269
34421.268.XYZ	34421.268.XYZ
34424.024.XYZ	34424.025
34424.026.XYZ	34424.027
34424.026.XYZ	34424.026.XYZ
34522.026.XYZ	34522.027
34522.070.XYZ	34522.071
34522.070.XYZ	34522.070.XYZ
34522.078.XYZ	34522.079
34530.038.XYZ	34530.039
34530.062.XYZ	34530.063
34530.076.XYZ	34530.077
34682.056.XYZ	34682.057
34759.034.XYZ	34759.035
34759.034.XYZ	34759.034.XYZ
34777.030.XYZ	34777.031
34977.024.XYZ	34977.025
34977.074.XYZ	34977.075
35004.046.XYZ	35004.047
35009.030.XYZ	35009.031
35009.084.XYZ	35009.085
35009.106.XYZ	35009.107
35009.110.XYZ	35009.111
35014.020.XYZ	35014.021
35025.022.XYZ	35025.023
35029.030.XYZ	35029.031
35029.030.XYZ	35029.030.XYZ
35059.026.XYZ	35059.027
35088.048.XYZ	35088.049
35088.048.XYZ	35088.048.XYZ
35088.054.XYZ	35088.055
35088.066.XYZ	35088.067
35088.074.XYZ	35088.075
35088.074.XYZ	35088.074.XYZ
35088.074.XYZ	35088.074.XYZ
35088.098.XYZ	35088.099
35088.098.XYZ	35088.098.XYZ
35088.100.XYZ	35088.101
35088.106.XYZ	35088.107
35088.126.XYZ	35088.127
35088.126.XYZ	35088.126.XYZ
35088.132.XYZ	35088.133
35088.136.XYZ	35088.137
35088.136.XYZ	35088.136.XYZ
35088.144.XYZ	35088.145
35088.144.XYZ	35088.144.XYZ
35088.146.XYZ	35088.147
35088.164.XYZ	35088.165
35088.168.XYZ	35088.169
35088.172.XYZ	35088.173
35088.172.XYZ	35088.172.XYZ
35088.172.XYZ	35088.172.XYZ
35088.172.XYZ	35088.172.XYZ
35088.200.XYZ	35088.201
35088.202.XYZ	35088.203
35088.216.XYZ	35088.217
35088.216.XYZ	35088.216.XYZ
35088.236.XYZ	35088.237
35088.236.XYZ	35088.236.XYZ
35088.240.XYZ	35088.241
35088.244.XYZ	35088.245
35088.248.XYZ	35088.249
35088.252.XYZ	35088.253
35088.258.XYZ	35088.259
35088.262.XYZ	35088.263
35088.262.XYZ	35088.262.XYZ
35088.262.XYZ	35088.262.XYZ
35088.262.XYZ	35088.262.XYZ
35088.278.XYZ	35088.279
35088.322.XYZ	35088.323
35088.322.XYZ	35088.322.XYZ
35088.334.XYZ	35088.335
35088.334.XYZ	35088.334.XYZ
35088.336.XYZ	35088.337
35088.336.XYZ	35088.336.XYZ
35088.342.XYZ	35088.343
35088.356.XYZ	35088.357
35088.360.XYZ	35088.361
35088.362.XYZ	35088.363
35088.362.XYZ	35088.362.XYZ
35088.362.XYZ	35088.362.XYZ
35088.368.XYZ	35088.369
35088.384.XYZ	35088.385
35088.410.XYZ	35088.411
35088.416.XYZ	35088.417
35088.416.XYZ	35088.416.XYZ
35088.416.XYZ	35088.416.XYZ
35088.420.XYZ	35088.421
35088.432.XYZ	35088.433
35088.434.XYZ	35088.435
35088.438.XYZ	35088.439
35088.442.XYZ	35088.443
35088.458.XYZ	35088.459
35088.462.XYZ	35088.463
35088.462.XYZ	35088.462.XYZ
35088.466.XYZ	35088.467
35088.466.XYZ	35088.466.XYZ
35088.474.XYZ	35088.475
35088.480.XYZ	35088.481
35088.482.XYZ	35088.483
35088.484.XYZ	35088.485
35088.488.XYZ	35088.489
35088.488.XYZ	35088.488.XYZ
35088.498.XYZ	35088.499
35088.498.XYZ	35088.498.XYZ
35088.502.XYZ	35088.503
35088.518.XYZ	35088.519
35088.522.XYZ	35088.523
35088.538.XYZ	35088.539
35088.538.XYZ	35088.538.XYZ
35088.556.XYZ	35088.557
35088.556.XYZ	35088.556.XYZ
35088.556.XYZ	35088.556.XYZ
35088.556.XYZ	35088.556.XYZ
35088.586.XYZ	35088.587
35088.594.XYZ	35088.595
