Lnum	basehw	suffix	resolution
8677.104	uttaradiS	-pAlaH	None
8677.156	uttaramandrA	mandrAdyA	None
8692	uttAla	tumula	None
8698	uttuNga	hemapIWAni	None
8724.002	utTAnam	SIlaH	None
8748	utpAtaH	jalaDaraH	None
8754.020	utpattyarTaH	aviBAgaH	utpattyarTAviBAgaH
8756.002	utpAdaH	BaNguram	None
8809	utsaNgita	ekEkadArakAByAm	None
8815	utsanna	nidrA	None
8837	utsUtra	maRiBiH	None
8845	utsAraRam	vetralatA	None
8870.072	udakadAnam	karman	None
8870.090	udakamaYjarI	rasaH	None
8876	udagra	danta	None
8884	udac	kUlaH	None
8897.040	udaDiH	kanyA	None
8897.040	udaDiH	tanayA	None
8897.040	udaDiH	sutA	None
8897.050	udapAnaH	maRqUkaH	None
8935	udAtta	anvayEH	udAttAnvayEH
8942	udAra	kIrteH	None
8974	udIrRa	DanvA	None
8976	udumbaraH	maSaka	None
9045	uddaRqa	DavalAtapatrAH	None
9052	uddAma	dehaparidAhamahAjvarARi	None
9084	udData	manoBavarAgA	None
9084.020	udDatamanas	tvam	udDatamanastvam
9132	udbudDa	kanakAbja	None
9145	udBinna	romapulakEH	None
9157	udBrAnta	cetanAm	None
9161	udyata	asiH	udyatAsiH
9161	udyata	pARiH	None
9247	udvftta	mfgapati	None
9272	unnata	icCaH	unnatecCaH
9277	unnamita	upadeSaH	unnamitopadeSaH
9278	unnamra	tA	unnamratA
9288	unnidra	aravindam	unnidrAravindam
9307.002	unmATaH	vegAH	None
9309	unmad	nma-nmA-dayati	None
9310.032	unmattaBEravaH	vI	None
9334.002	unmArgaH	pravartakaH	None
9346	unmuKa	darSana	None
9350	unmukta	kaRWam	None
9369	upakanyA	puram	None
9386	upakUpam	jalASayaH	None
9390	upakaraRam	dravyam	None
9409	upakram	vraRA	None
9432	upakzepaRam	DarmaH	None
9447	upagupta	vitta	None
9483	upacAraH	pariBrazwaH	None
9510	upajAta	kopa	None
9510	upajAta	kroDa	None
9510.002	upajAtaKeda	viSvAsa	None
9608	upahita	maDyamasvara	None
9698	upapadam	tatpuruzaH	None
9728	upapluta	akza	upaplutAkza
9728	upapluta	-nayana	None
9760	upamA	dravya	None
9826	upari	sTApanam	None
9826	upari	sTita	None
9871	upavanam	latA	None
9952	upaSAyin	tA	upaSAyintA
9952	upaSAyin	-tvam	None
10070	upasTAnam	stotrapadDatim	None
10076	upasTita	Sreyo'vamAninam	None
10102	upahAsya	tA	upahAsyatA
10122	upAMSu	vratam	None
10122.028	upAMSuvaDaH	vaDamAkalayya	None
10149	upAtta	vidyaH	None
10177	upArUQa	yOvana	None
10218	upAyaH	nilayA	None
10226	upeya	upAyadarSane	upeyopAyadarSane
10256	uBayatra	udAtta	uBayatrodAtta
10264.032	umApatiH	ISaH	None
10264.032	umApatiH	vallaBaH	None
10264.032	umApatiH	sahAyaH	None
10347	ulbaRa	ruDiram	None
10353	ullaNGita	aDvan	ullaNGitADvan
10360	ullasa	tA	ullasatA
10388	ullola	sKalita	None
10408.002	uzitam	gavIna	None
10409	uzRa	aMSuH	uzRAMSuH
10409	uzRa	karaH	None
10409.008	uzRA	aNgatvam	None
10409.008	uzRA	malatvam	None
10430	uzRIzaH	pawwa	None
10453	Una	viMSatiH	None
10463	UruH	ruH	UruH
10463.028	UrugrahaH	stamBaH	None
10475	Urjita	SrIH	None
10483	UrDva	keSa	None
10483.051	UrDvagaH	puram	None
10533.040	fksAma	me	None
10550	fju	praRAma	None
10632	eka	pArTiva	None
10632	eka	DanurDaraH	None
10632	eka	ESvarya	None
10632.025	ekAkzaram	koSaH	None
10632.029	ekAgraH	citta	None
10632.029	ekAgraH	manas	None
10632.030	ekAgrya	agra	ekAgryAgra
10632.032	ekANgaH	vaDaH	None
10632.035	ekANgI	rUpaka	None
10632.046	ekAnta	SEtyAtkadalIviSezAH	None
10632.049	ekAntam	viDvaMsin	None
10632.065	ekAyanam	gata	None
10632.074	ekASIta	titama	None
10632.084	ekAhan	gamaH	None
10632.084	ekAhan	aDvA	None
10632.133	ekakAlam	Bojanam	None
10632.157	ekacakraH	vartin	None
10632.167	ekacittam	tA	ekacittatA
10632.172	ekacetas	citta	None
10632.190	ekajanman	jAti	None
10632.196	ekajAtIya	anusamayaH	ekajAtIyAnusamayaH
10632.205	ekatAnaH	tAlaH	None
10632.216	ekatriMSat	triMSa	None
10632.251	ekadeSaH	avatIrRA	ekadeSAvatIrRA
10632.297	ekapakzaH	ASrayaviklavatvAt	ekapakzASrayaviklavatvAt
10632.304	ekapatnI	vratam	None
10632.371	ekaBuktam	vratam	None
10632.394	ekamUrDan	muKa	None
10632.420	ekarASiH	BUta	None
10632.425	ekarUpam	tA	ekarUpatA
10632.432	ekavarRa	samIkaraRa	None
10632.434	ekavarRI	samIkaraRam	None
10632.442	ekavAkyam	tA	ekavAkyatA
10632.446	ekavAkyayA	tvam	ekavAkyayAtvam
10632.488	ekaveRiH	DarA	None
10632.504	ekaSarIra	anvayaH	ekaSarIrAnvayaH
10632.514	ekaSIrzan	muKa	None
10632.526	ekaSruta	Dara	None
10632.534	ekazazwiH	tama	None
10632.538	ekasaptata	titam	None
10635	ekatama	mat	None
10636	ekatara	taram	None
10669.022	eRatilakaH	aNkaH	eRatilakANkaH
10669.022	eRatilakaH	-˚lAYCanaH	None
10677	etad	atirikta	None
10690	eDamAna	dfS	None
10719.006	ezaRA	samitiH	None
10812	ElavaH	kAraH	None
10821	ESvaryam	mattezu	None
10878.002	ollaH	AgataH	ollAgataH
10935	Odaka	ja	None
11037.002	OraBram	BraH	None
11047	OrDvadehika	kriyA	None
11049.002	OrvaH	analaH	OrvAnalaH
11065	OzaDiH	DIpatiH	None
11069	Ozasa	Atapa	OzasAtapa
11104	kakudmin	kanyA	None
11104	kakudmin	-sutA	None
11117	kakzaH	antara	kakzAntara
11149	kacaH	graha	None
11172	kajjalam	kAlimA	None
11197.020	kawAkzaH	muzwa	None
11227.036	kawugranTiH	BaNgaH	None
11227.036	kawugranTiH	Badram	None
11251	kaWina	stanO	None
11258	kaWora	hfdaya	None
11258	kaWora	citta	None
11281.026	kaRAnna	tA	kaRAnnatA
11310.028	kaRWASlezaH	upagUQa	kaRWASlezopagUQa
11310.080	kaRWavartin	prAREH	None
11347	katama	mat	None
11348	katara	rat	None
11371	kaTA	prAvIRyam	None
11382.047	kadaryaH	tA	kadaryatA
11382.047	kadaryaH	tvam	kadaryatvam
11386.032	kadambavAyuH	anila	None
11537.060	karakozaH	peyamambu	None
11537.080	karatalaH	Amalakam	karatalAmalakam
11537.098	karapatram	vat	None
11537.104	karapallavaH	kisalaya	None
11565.004	karAlA	Ayatanam	None
11570.060	karivara	indra	karivarendra
11667.136	karmaPalam	PalatyAga	None
11693.049	kalaDOtalipi	lipi	kalaDOtalipi
11745.030	kalindagiriH	jA	None
11745.030	kalindagiriH	tanayA	None
11745.030	kalindagiriH	nandinI	None
11756.020	kalpAntaH	sTAyin	None
11771.002	kalyARam	aBiniveSI	kalyARABiniveSI
11860.058	kAkatAlIya	nyAya	None
11860.070	kAkadantaH	gavezaRam	None
11945.002	kAdambarI	rasaBareRa	None
11989.020	kAmAgniH	saMdIpanam	None
12004.002	kAmukaH	kAntA	None
12039	kArayitavya	dakzA	None
12078	kArtasvaram	daRqena	None
12103.048	kAryakAraRe	varjitaH	None
12123.068	kAlAntaram	Avfta	kAlAntarAvfta
12123.178	kAlatrayam	darSI	None
12123.204	kAlanemiH	ariH	None
12123.204	kAlanemiH	ripuH	None
12123.204	kAlanemiH	haraH	None
12163.020	kAvyArTaH	ApattiH	kAvyArTApattiH
12240.024	kinnaraH	ISaH	kinnareSaH
12240.024	kinnaraH	ISvaraH	kinnareSvaraH
12240.026	kimpuruzaH	ISvaraH	kimpuruzeSvaraH
12241.056	kiYcit	jYa	None
12248	kiraRaH	maya	None
12319.024	kukUlam	laH	None
12319.050	kutarkaH	paTaH	None
12380.024	kuwumbaBaraH	cintayA	None
12525.002	kumudvatI	ISaH	None
12576.020	kulAkula	tiTiH	None
12638.022	kuSAgram	budDi	None
12708.002	kUwaH	vacanam	None
12708.024	kUwArTaH	BAzitA	None
12721.032	kUpayantram	yantraGawikAnyAya	None
12759.031	kftAntaH	kuSala	None
12790	kftrima	mitram	None
12790	kftrima	SatruH	None
12790.002	kftrimaH	putrikA	None
12812.028	kfmikoSaH	utTam	kfmikoSotTam
12834.128	kfzRarUpya	cara	None
12888.034	kevalanEyAyikaH	vEyAkaraRa	None
13016	kosalaH	nakzatra	None
13047	kOtukam	rasAH	None
13075	kOrma	purARa	None
13270.028	kzaRadA	karaH	None
13270.028	kzaRadA	patiH	None
13388.024	kzIrAbDijaH	jam	None
13388.028	kzIrodaH	tanayaH	None
13388.028	kzIrodaH	nandanaH	None
13388.028	kzIrodaH	tanayA	None
13388.028	kzIrodaH	sutA	None
13446.034	kzetragata	upapattiH	kzetragatopapattiH
13489.024	KolkaH	AdityaH	KolkAdityaH
13489.035	KagaH	aDipaH	KagADipaH
13489.044	KagolaH	vidyA	None
13526.020	KawvANgaH	Dara	None
13526.020	KawvANgaH	Bft	None
13533.032	KaqgaDArA	vratam	None
13541	KaRqa	devakulam	None
13541.024	KaRqenduH	maRqanaH	None
13546	KaRqaSas	kf	None
13734.044	gaNgADaraH	puram	None
13741.046	gajendraH	karRaH	None
13741.068	gajadantaH	maya	None
13759	gaqqarikA	pravAhaH	None
13763.032	gaReSaH	jananI	None
13763.080	gaRapUrvaH	tApanI	None
13793.020	gaRqUpadaH	Bavam	None
13805.002	gadgadam	nadat	None
13813.156	ganDarasaH	aNgakaH	ganDarasANgakaH
13889	garBaH	patram	None
13889.038	garBeSvaraH	tA	garBeSvaratA
13889.088	garBadruh	Druk-q	None
13929.020	gavAkzaH	jAlam	None
14044	gAQa	udvega	gAQodvega
14050.026	gIrvARaH	kusumam	None
14052.049	giritanayaH	DavaH	None
14052.049	giritanayaH	patiH	None
14079	guYjA	yyaH	None
14097.020	guRAgryam	vartin	None
14097.120	guRatrayam	ABAsaH	guRatrayABAsaH
14097.124	guRadozO	kaTA	None
14186.024	gUQArTa	candrikA	None
14186.024	gUQArTa	-tattvadIpikA	None
14186.024	gUQArTa	-dIpikA	None
14225.004	gfhaH	kapotaH	None
14225.076	gfhakarman	karaH	None
14225.076	gfhakarman	kAraH	None
14225.076	gfhakarman	dAsaH	None
14225.148	gfhabaliH	priyaH	None
14225.200	gfhasTaH	ASramaH	gfhasTASramaH
14268.077	gocaraH	pIqA	None
14268.106	gotram	sKalita	None
14268.108	gotrA	uccAraH	None
14268.112	gotrakIlA	ja	None
14268.114	gotraBid	sKalanam	None
14268.114	gotraBid	sKalitam	None
14268.148	goDumaH	cUrRam	None
14268.186	gopaH	anasI	gopAnasI
14268.188	goparasaH	rAzwrAH	None
14268.202	gopAlaH	DAnI	None
14268.306	gorakzaH	jambU	None
14268.314	gorasaH	jam	None
14268.340	govatsaH	Adina	govatsAdina
14268.344	govarDanaH	DaraH	None
14268.344	govarDanaH	Darin	None
14268.362	govindaH	dvAdaSI	None
14268.378	govfzaH	DvajaH	None
14273.006	gozWam	patiH	None
14274	gozpadam	pram	None
14295	gozWiH	patiH	None
14352	grasta	muktam	None
14377.082	grAmaRIH	putraH	None
14434.020	GawwakuwI	praBAtanyAya	None
14475	GAtaH	divasaH	None
14513.020	GozayAtrA	parvan	None
14528.060	GftapUraH	pUrvakaH	None
14577.146	cakravAkaH	banDuH	None
14594	cakzuzmat	tA	cakzuzmattA
14624.020	caRakAmlam	vAri	None
14628.020	caRqeSaH	maRqanam	None
14641.068	catuScatvAriMSat	riMSa	None
14641.078	caturdaSan	ratnAni	None
14641.161	caturvyUham	vAdin	None
14641.164	catuHzazwi	kalAH	None
14670.022	candrArDaH	cUqAmaRiH	None
14670.022	candrArDaH	mOliH	None
14670.022	candrArDaH	SeKaraH	None
14670.074	candragolaH	raTaH	None
14725.020	caritArTa	tA	caritArTatA
14769.036	caladalaH	cCadaH	None
14945.036	citrArpita	AramBa	citrArpitAramBa
14945.056	citrakarman	vid	None
14945.162	citraSiKaRqin	jaH	None
14975.052	cirarAtram	uzita	cirarAtrozita
15068	corikA	vivAha	None
15466.151	jalacaraH	AjIvaH	jalacarAjIvaH
15466.151	jalacaraH	jIvaH	None
15466.161	jalajam	AjIvaH	jalajAjIvaH
15466.184	jaladaH	aSanaH	jaladASanaH
15466.186	jalAgamaH	ABa	jalAgamABa
15466.202	jalaDiH	gA	None
15466.306	jalayantram	gfham	None
15466.306	jalayantram	niketanam	None
15466.306	jalayantram	mandiram	None
15527	jAta	duHKa	None
15527.026	jAtezwiH	nyAyaH	None
15527.055	jAtarUpam	Dara	None
15795	jyA	GAtavAraRam	None
16090.048	tatkAla	DI	None
16090.065	tadguRaH	saMvijYAnaH	None
16090.084	tatparA	tA	tatparAtA
16090.084	tatparA	tvam	tatparAtvam
16106.002	tanayA	Bavanam	None
16123.048	tantuvAyaH	daRqaH	None
16205.002	taraNgiRI	nATaH	None
16205.002	taraNgiRI	BartA	None
16212	taralita	tuNgataraNga	None
16271.002	talavakAraH	prAhmaRam	None
16362.022	tAmbUlakaraNkaH	vAha	None
16362.022	tAmbUlakaraNkaH	hinI	None
16455	timiNgilaH	aSanaH	timiNgilASanaH
16455	timiNgilaH	gilaH	timiNgilaH
16486.036	tilakalkaH	jaH	None
16587.024	turaNgakAntA	muKaH	None
16792.056	toyadaH	atyayaH	toyadAtyayaH
16792.064	toyaDiH	priyam	None
16835.026	trayastriMSat	patiH	None
16836.026	trayIvidya	AKyA	trayIvidyAKyA
16848.060	tryambakaH	saKaH	None
16848.103	trikAlam	jYa	None
16848.103	trikAlam	darSin	None
16848.177	tridaSaH	aNkuSaH	tridaSANkuSaH
16848.178	tridinam	spfS	None
16848.181	tridivA	aDISaH	None
16848.181	tridivA	ISaH	None
16848.186	triDA	tvam	triDAtvam
16848.227	tripaTA	gA	None
16848.227	tripaTA	gAminI	None
16848.267	tripuraH	aDipatiH	tripurADipatiH
16848.302	triBuvanam	guru	None
16848.344	trilokaH	Atman	trilokAtman
16848.364	trivikramaH	rasaH	None
16848.370	trivizwapam	sad	None
16848.374	trivft	karaRa	None
16848.388	triSaNkuH	jaH	None
16848.406	triSIrzakam	aNkaH	triSIrzakANkaH
16848.406	triSIrzakam	DArin	None
16914	tvAca	pratyakza	None
16973.044	dakziRASA	patiH	None
16973.050	dakziRottara	vfttam	None
16982	dagDa	raTaH	None
16987.056	daRqakalitam	vat	None
16987.084	daRqanAyakaH	puruzaH	None
17019	dantaH	pAYcAlikA	None
17072	daridra	tAm	None
17109.046	daSakaRWaH	ariH	daSakaRWAriH
17109.046	daSakaRWaH	jit	None
17109.080	daSabanDaH	banDaka	None
17109.096	daSamuKaH	ripuH	None
17109.104	daSaraTaH	lalitA	None
17109.132	daSaSatam	raSmiH	None
17289.042	dineSaH	AtmajaH	dineSAtmajaH
17289.046	dinakaraH	tanayaH	None
17389.193	durgaH	aDyakzaH	durgADyakzaH
17389.193	durgaH	patiH	None
17389.193	durgaH	pAlaH	None
17389.194	durgakaH	DnI	None
17389.195	gurgalaNGanaH	saMcaraH	None
17389.196	durgA	navamI	None
17389.232	durjAta	jAyin	None
17389.292	durnAmakaH	ariH	durnAmakAriH
17389.438	durvAtaH	vAtaya	None
17421.049	duScaraH	cArin	None
17423.048	dugDasamudraH	tanayA	None
17445.002	dUram	karaRa	None
17445.004	dUrAt	kf	None
17504.026	dfzwArTa	ApattiH	dfzwArTApattiH
17517.116	devaKAtam	bila	None
17517.158	devajanaH	vidyA	None
17517.177	devadattaH	agrajaH	devadattAgrajaH
17517.406	devasenA	patiH	None
17517.406	devasenA	priyaH	None
17517.408	devasvam	apaharaRam	devasvApaharaRam
17534	devasAt	BU	None
17557.020	dehAntaram	prAptiH	None
17563.020	dehalidIpaH	nyAya	None
17575.032	dEvoQA	ja	None
17799.030	dvyarTa	kara	None
17799.040	dvyazwam	sahasram	None
17799.088	dvijaH	agrya	dvijAgrya
17799.106	dvitriMSat	lakzaRa	None
17799.120	dvidaSan	aMSuH	None
17799.120	dvidaSan	arcis	None
17799.126	dvidaSam	AdityAH	dvidaSAdityAH
17799.144	dvipaH	aDipaH	dvipADipaH
17799.196	dvimuKA	ahiH	None
17799.196	dvimuKA	uragaH	None
17802.004	dvitIyA	candra	None
17867.065	DanadaH	anujaH	DanadAnujaH
17908.040	DaraRiDaraH	sutA	None
17910.040	DarADaraH	indraH	DarADarendraH
17918.024	DarmADarmO	vid	None
17918.126	DarmacakraH	Bft	None
17918.280	Darmavid	uttamaH	None
17944.032	DAtugarBaH	kumBaH	None
17946	DAtumat	tA	DAtumattA
18071.030	DUmorRA	patiH	None
18071.038	DUmajaH	aNgajam	DUmajANgajam
18214.027	nEkaH	Atman	nEkAtman
18214.028	namAya	Sas	None
18319.056	naBomaRqalam	dIpaH	None
18350.048	narendraH	mArgaH	None
18394.046	navanI	DenuH	None
18400.076	navaviDa	annAni	navaviDAnnAni
18488.025	nAndImuKam	SrAdDam	None
18494	nABAgaH	arizwaH	nABAgArizwaH
18504.052	nAmaDeyam	SabdaH	None
18504.066	nAmaliNgam	anuSAsanam	nAmaliNgAnuSAsanam
18563.042	nAsApuwaH	maryAdA	None
18694	nigalaH	vat	None
18874.020	nimezAntaram	cArin	None
18923.022	nirakzaH	deSaH	None
18923.032	niraNkuSa	tA	niraNkuSatA
18923.065	nirantaram	aByAsaH	nirantarAByAsaH
18923.151	nirAkAraH	jYAnavAdaH	None
18923.280	nirupaDi	jIvana	None
18923.310	nirganDa	puzpI	None
18923.317	nirguRaH	Atmaka	nirguRAtmaka
18923.347	nirjalaH	ekAdaSI	None
18923.383	nirDanaH	tA	nirDanatA
18923.383	nirDanaH	tvam	nirDanatvam
18923.396	nirnATa	tA	nirnATatA
18923.468	nirmalam	upalaH	nirmalopalaH
18923.514	nIrajas	tamasA	None
19238.073	niSAcaraH	patiH	None
19243	niSAdaH	SilA	None
19378	nizpravARam	yugalam	None
19379.114	nistuza	kzIraH	None
19379.125	nistriMSaH	Bft	None
19379.294	niHsAra	tA	niHsAratA
19386.021	nisfzwArTaH	dUtI	None
19449.049	nIlakaRWam	akza	nIlakaRWAkza
19455.022	nIlIsaMDAnam	BARqam	None
19482.044	nfpaH	aMSaH	nfpAMSaH
19482.045	nfpavallaBA	SAsanam	None
19482.046	nfpaH	paTaH	None
19482.084	nfsiMhaH	caturdaSI	None
19529	nEka	Atman	nEkAtman
19536	nEgama	kARqam	None
19588	nErveDika	prajYA	None
19592	nESa	Atmaka	nESAtmaka
19688.033	paNkajaH	koSaH	None
19732.022	paYcAgniH	sADanam	None
19732.027	paYcANgam	guptaH	None
19732.164	paYcadaSan	ahaH	None
19732.318	paYcaviDa	prakftiH	None
19851.038	pativratA	tvam	pativratAtvam
19866.034	patrAvalI	Avali	None
19866.090	patraraTaH	indraH	patraraTendraH
19887.056	padArTaH	anusamayaH	padArTAnusamayaH
19887.062	padAdiH	vid	None
19902.021	pannagam	ariH	pannagAriH
19902.021	pannagam	aSanaH	pannagASanaH
19902.021	pannagam	nASanaH	None
19929.028	payojam	yoniH	None
19929.032	payodaH	suhfd	None
19937.039	parAnnam	paripuzwatA	None
19937.049	parArTaH	vAdin	None
19937.060	parAvaram	jYa	None
19937.060	parAvaram	dfS	None
19937.112	parakarman	nirataH	None
19937.114	parakalatram	aBigamanam	parakalatrABigamanam
19937.120	parakAryam	nirataH	None
19937.143	paracCandaH	anuvartanam	paracCandAnuvartanam
19937.166	paradArAH	aBigamanam	None
19937.166	paradArAH	aBimarzaH	None
19937.208	parapiRqaH	ad	parapiRqAd
19937.215	parapuzwaH	mahotsavaH	None
19937.256	paralokaH	gamaH	None
19937.256	paralokaH	yAnam	None
19937.284	parasAt	kftA	None
19937.290	parasvam	haraRam	None
19945.024	paramARuH	aNgakaH	None
19945.032	paramArTaH	matsyAH	None
19945.098	paramahaMsaH	parivrAjakAcAryaH	None
20323	paripUrRa	induH	paripUrRenduH
20510	parivftta	arDamuKI	parivfttArDamuKI
20640	parihAraH	leKaH	None
20771	paryutsuka	tvam	paryutsukatvam
20795.024	parvakAlaH	rASiH	None
20804	parzad	valaH	None
20858.026	pavanASaH	nASaH	pavanASaH
20883	paScima	kriyA	None
20886	paSyat	pAdaH	None
21041.147	pAdapA	KaRqaH	None
21041.147	pAdapA	-Rqam	None
21041.184	pAdamudrA	paNktiH	None
21093	pAragrAmika	yogaH	None
21221.026	pArTivAtmajaH	pOtraH	None
21245.024	pArzRigrAhaH	cintA	None
21448.038	pizwapezaH	nyAyaH	None
21495.040	puNgavaH	ketuH	None
21495.052	puYjanman	karaH	None
21495.052	puYjanman	daH	None
21495.052	puYjanman	yogaH	None
21536.022	puRyAham	vAcana	None
21536.054	puRyajanaH	ISvaraH	puRyajaneSvaraH
21558.043	punaruktam	janman	None
21591.035	purAvfttam	kaTA	None
21605.053	puruhUtaH	dviz	None
21652.028	puzpABizeka	snAna	None
21652.170	puzparasaH	Ahvayam	puzparasAhvayam
21652.202	puzpaSakawikA	nimittajYAnam	None
21715.033	pUrvAparam	viroDaH	None
21715.126	pUrvapakzaH	pAdaH	None
21715.152	pUrvaPalgunI	BavaH	None
21760.040	pfTuroman	yugma	None
21782.066	pfzWamAMsam	ada	pfzWamAMsAda
21782.066	pfzWamAMsam	adana	pfzWamAMsAdana
22225.054	prajApatiH	hfdayam	None
22345.049	pratyantaH	deSaH	None
22345.132	pratikUla	AcaraRam	pratikUlAcaraRam
22345.132	pratikUla	Acaritam	pratikUlAcaritam
22345.221	pratipakzaH	tA	pratipakzatA
22345.348	pratilomam	ja	None
22345.364	prativastu	upamA	None
22892	pratyudgamanIyam	patyudgamanIyavastrA	None
22935.028	pradakziRanam	kriyA	None
23000.034	praDAnapuruzaH	atItaH	praDAnapuruzAtItaH
23007	praDiH	anIkam	None
23211.046	pramARaBUta	RIBUta	None
23824.061	prAgjyotizam	jyezWaH	None
23824.078	prAkPalgunI	BavaH	None
23865.036	prAtaScandraH	dyUti	None
24001	prAvartika	kamanyAyaH	None
24100.026	pretAsTi	DArin	None
24118.002	preNKaRam	kArikA	None
24226.040	proQamanoramA	kucamardanam	None
24242.022	plavagaH	indraH	plavagendraH
24298.043	PalAmlam	paYcakam	None
24339	PAlgunI	BavaH	None
24412.024	badDAYjali	puwa	None
24468.038	balAbalam	aDikaraRam	balAbalADikaraRam
24522.042	bahirdvAram	prakozWakam	None
24530.050	bahvfcI	brAhmaRam	None
24530.088	bahujanaH	hitam	None
24561.020	bARAsanam	yantram	None
24561.048	bARapAtaH	vartin	None
24622.090	bAhulatA	antaram	None
24638.020	bAhyArTaH	vAdaH	None
24694.023	bIjANkurO	nyAyaH	None
24694.046	bIjoptiH	cakram	None
24789.026	brahmARqam	kapAlaH	None
24789.070	brahmopadeSaH	netf	None
24789.072	brahmarziH	deSaH	None
24789.140	brahmacaryA	vratam	None
24789.307	brahmayoniH	sTa	None
24789.316	brahmarasaH	AsavaH	brahmarasAsavaH
24789.456	brahmasvam	hArin	None
24820.034	Bacakram	nABiH	None
24836.037	BagadEvatam	mAsaH	None
24849.020	BagnAsTi	banDaH	None
24951	BartfsAt	kftA	None
25009	BasmasAt	kf	None
25226.026	BuvaneSvarI	pUjAyantram	None
25333.004	BEravI	cakram	None
25394.002	BramaRI	vilAsaH	None
25398	BramarikA	dfzwiH	None
25440.020	BrUkuwiH	banDaH	None
25440.020	BrUkuwiH	racanA	None
25440.024	BrUkzepaH	AlApaH	BrUkzepAlApaH
25554.067	maRipUram	patiH	None
25599.024	matteBaH	gamanA	None
25621.068	madanakalahaH	CedasulaBAm	None
25646.059	maDukarI	gaRaH	None
25646.059	maDukarI	SreRiH	None
25664.024	maDyAhnaH	kftyam	None
25664.024	maDyAhnaH	kriyA	None
25664.064	maDyapadam	lopin	None
25664.092	maDyalokaH	ISaH	maDyalokeSaH
25664.092	maDyalokaH	ISvaraH	maDyalokeSvaraH
25669.040	maDyamapadam	lopin	None
25669.058	maDyamalokaH	pAlaH	None
25684.140	manoraTaH	tftIyA	None
25706.022	manujaH	aDipaH	manujADipaH
25706.022	manujaH	aDipatiH	manujADipatiH
25706.022	manujaH	ISvaraH	manujeSvaraH
25706.022	manujaH	patiH	None
25706.022	manujaH	rAjaH	None
25713.098	mantrapUta	Atman	mantrapUtAtman
25859.039	malayajam	rajas	None
25943.020	mahAkzaH	pawalika	None
25943.120	mahendraH	cApaH	None
25943.128	maheSaH	banDuH	None
25943.134	maheSvaraH	saKaH	None
25943.144	mahodaDiH	jaH	None
25943.147	mahodayaH	parvan	None
25943.194	mahOzaDiH	gaRaH	None
25943.230	mahAkAlaH	puram	None
25943.453	mahAnIlaH	upalaH	mahAnIlopalaH
25943.479	mahApadmam	patiH	None
25943.551	mahAbalam	ISvaraH	mahAbaleSvaraH
25943.666	mahAmArgaH	patiH	None
25943.737	mahArAjaH	aDirAjaH	mahArAjADirAjaH
25943.828	mahAvizuvam	saMkrAntiH	None
25943.834	mahAvIraH	caritam	None
25956.026	mahizAsuraH	GAtinI	None
25956.026	mahizAsuraH	maTanI	None
25956.026	mahizAsuraH	mardanI	None
25956.026	mahizAsuraH	sUdanI	None
26124.038	mAyAdevI	sutaH	None
26199.028	mAlAguRaH	parikziptA	None
26309.033	miSravarRam	PalA	None
26319.004	mizwA	nimbU	None
26364.048	muktAmaRiH	saraH	None
26553.048	mfgendraH	Asanam	mfgendrAsanam
26553.074	mfgajalam	snAnam	None
26553.122	mfganABiH	jA	None
26553.148	mfgamadaH	vAsA	None
26553.164	mfgarAjaH	DArin	None
26553.164	mfgarAjaH	lakzman	None
26553.168	mfgaromam	jam	None
26553.176	mfgalAYCana	jaH	None
26595.042	mftpiRqaH	budDiH	None
26628.076	meGanAdaH	anulAsin	meGanAdAnulAsin
26628.076	meGanAdaH	anulAsakaH	meGanAdAnulAsakaH
26858.020	yajYAMSaH	Buj	None
26858.030	yajYAntaH	kft	None
26858.108	yajYaBAgaH	ISvaraH	yajYaBAgeSvaraH
26885.051	yaTArTam	akzara	yaTArTAkzara
26885.053	yaTArha	varRaH	None
26908.008	yamO	mETunO	None
26991.002	yAtanA	arTIya	None
26997	yAtrA	kAlaH	None
27035.022	yAmyottara	vfttam	None
27127.178	yogasidDiH	nyAyaH	None
27151	yoniH	pozaRam	None
27158	yOgapadam	dyena	None
27209.037	raGuvaMSam	tilakaH	None
27261.023	raTANgaH	AhvayaH	raTANgAhvayaH
27261.023	raTANgaH	AhvAnaH	raTANgAhvAnaH
27261.023	raTANgaH	nAmakaH	None
27261.023	raTANgaH	nAman	None
27261.054	raTakaraH	nyAyaH	None
27329.033	rasAyanaH	SrezWaH	None
27329.052	rasendraH	veDajam	None
27329.052	rasendraH	saMjAtam	None
27408.038	rAtrijAgaraH	daH	None
27443.032	rASiBAgaH	anubanDaH	rASiBAgAnubanDaH
27806.022	latAntam	bARaH	None
27816.068	labDavarRa	BAj	None
27829.021	lambodaraH	jananI	None
27863.024	lalitapada	banDanam	None
27870.022	lavaRAbDiH	jam	None
28143	lokaH	vidvizwa	None
28143.071	lokottaraH	vAdin	None
28231.048	vaMSakarman	kft	None
28231.091	vaMSapatraH	patitam	None
28267	vagalA	muKI	None
28288.046	vacanavyaktiH	BedaH	None
28407.128	vanadIpaH	campakaH	None
28407.170	vanamAlA	DaraH	None
28486.065	varadaH	caturTI	None
28553.028	vargaGanaH	GAtaH	None
28574.026	varRAntaram	gamanam	None
28574.042	varRASramAH	guruH	None
28765.038	vasudevaH	BUH	None
28765.038	vasudevaH	-sutaH	None
28765.050	vasuDA	aDipaH	None
28829.022	vAkyArTaH	upamA	vAkyArTopamA
28841.082	vAgdevatA	kulam	None
