Lnum	basehw	suffix	resolution
1236	aDyuzwa	valayaH	None
1247.028	aDvagaH	gAmin	None
1249.026	aDvaradIkzaRIyA	prAyaScittiH	None
1272	anaGa	sarvagAtrI	None
1274.028	anaNgadvAdaSI	trayodaSIvratam	None
1274.032	anaNgaleKaH	leKakriyayopayogaM	None
1294	anaDyAyaH	divasaH	None
1295	ananuBAvuka	tA	ananuBAvukatA
1301	anantara	karaRIyam	None
1301.022	anantarajA	jAta	None
1308.064	ananyasAmAnya	rAjaSabdaH	None
1335.006	anapekzam	tvAt	None
1347	anaBiSasta	Sastenya	None
1348	anaBisanDAnam	kfta	None
1352	anaByASa	samitya	None
1371	anarTya	AyAsa	anarTyAyAsa
1389.002	anavaDAnam	tA	anavaDAnatA
1392	anavanAmita	vEjayantaH	None
1398	anavarata	DanurjyAsPAlanakrUrapUrvam	None
1409	anavasTita	stimitamUQaGUrRannayanaH	None
1420	anaSnat	sANgamanaH	None
1440	anAgata	Artava	anAgatArtava
1440.022	anAgatAbADaH	pratizeDanIyam	None
1442	anAgama	upaBogaH	anAgamopaBogaH
1459.002	anAdaraH	KaRqitaSaNkaraSarAsanaH	None
1466	anAdfta	satkAra	None
1498.002	anAyAsaH	sena	None
1502	anAraBya	vAdaH	None
1505.002	anArogyam	kara	None
1557.002	anigrahaH	sTAnam	None
1561	anita	BA	None
1571	anibadDa	pralApin	None
1582	aniyata	velam	None
1583	aniyantraRa	anuyogo	aniyantraRAnuyogo
1611	anilaH	han	None
1611	anilaH	hft	None
1611	anilaH	Gna	None
1611.048	anilasaKaH	banDuH	None
1614	anirloqita	kAryasya	None
1621	aniSita	sarga	None
1624.002	anizwam	ekabudDi	None
1624.024	anizwASaMsin	sUcaka	None
1644	anIla	vAjin	None
1649	anu	velam	None
1660	anukampita	Atman	anukampitAtman
1665.004	anukAmaH	kft	None
1669	anukUla	pariRAmA	None
1710	anugata	vIREH	None
1723	anuguRa	annalABAt	anuguRAnnalABAt
1748	anucCizwa	yOvanA	None
1754	anujIvin	vfttam	None
1780.004	anuttarAH	upapAtika	None
1795	anudara	rAjakanyA	None
1845.002	anunayaH	AmantraRam	anunayAmantraRam
1857	anupaGAtaH	arjita	anupaGAtArjita
1868	anupada	sUtram	None
1868.004	anupadam	damuccalita	None
1927	anupta	Sasya	None
1936	anupravacanam	Adi	anupravacanAdi
1956	anubadDa	mugDakAkalIhasitam	None
1979	anuBAvaka	tA	anuBAvakatA
1992	anumata	gamanA	None
2039	anurakta	prajaH	None
2039	anurakta	-lokaH	None
2044.002	anurAgaH	iNgitam	anurAgeNgitam
2051	anurasaH	guru	None
2072	anulepaH	ArdramfdaNgaDvani	anulepArdramfdaNgaDvani
2081	anuvakra	ga	None
2107	anuvAsaH	naH	None
2135	anuvya	vyamivAsuH	None
2148	anuSatika	AdiH	anuSatikAdiH
2177	anuzaYj	saYj	None
2179	anuzakta	mandAkinIpavitrameKalam	None
2187	anuzwuB	stuB	None
2189	anuzWA	sTA	None
2198	anuzWiH	zWu	None
2198	anuzWiH	anuzWayA	None
2198	anuzWiH	anuzwuyA	None
2213	anusami	i	anusami
2267	anUcIna	aham	anUcInAham
2270.022	anUQagamanam	QA˚	None
2270.024	anUQaBrAtf	QA˚	None
2275	anUna	gururnitambaH	None
2282	anUrDva	BAs	None
2298	aneka	AkAra	anekAkAra
2298.027	anekAntaH	vAdaH	None
2298.028	anekArTa	tvam	anekArTatvam
2298.040	anekaguptaH	arcitapAdapaNkajaH	anekaguptArcitapAdapaNkajaH
2298.046	anekacitta	mantraH	None
2298.070	anekavarRa	samIkaraRam	None
2328.062	antapAlaH	durge	None
2328.074	antavelA	kAlaH	None
2334	antar	han	None
2334	antar	DA	None
2334	antar	gam	None
2334.025	antaraNgam	vftti	None
2334.074	antargarBa	garBin	None
2334.082	antargUQa	GanavyaTaH	None
2334.122	antardaSAham	hAt	None
2334.144	antarnagaram	puram	None
2334.184	antaHpuracara	sahAyaH	None
2334.192	antaHpurikaH	cara	None
2334.195	antaHpuzpam	zpam	antaHpuzpam
2334.200	antaHprakftiH	prakopaH	None
2334.228	antarmAtfkA	nyAsaH	None
2334.236	antaryAmaH	pAtram	None
2334.238	antaryAmin	brAhmaRam	None
2334.248	antarvaMSaH	puram	None
2334.272	antarvA	vat	None
2334.304	antaHsaMjYa	jYA	None
2334.306	antaHsattva	ttvA	None
2334.323	antaHsTA	mudgaraH	None
2353	antargata	Save	None
2370.002	antikam	nyasta	None
2370.004	antikaH	kAdAgataH	None
2374	antya	maRqanam	None
2374.022	antyAvasAyin	yI	None
2374.022	antyAvasAyin	yinI	None
2374.026	antyAhutiH	karma	None
2374.034	antyaja	jErnfBiH	None
2374.037	antyajanman	titA	None
2380	anduH	ninAdaH	None
2385	anDa	kUpa	None
2385	anDa	tAmasam	None
2390	anDIkf	kftAtmA	None
2396.042	annakiwwaH	mala	None
2396.089	annapUrRA	ISvarI	None
2396.116	annavastram	AcCAdanam	annavastrAcCAdanam
2401.040	anyacitta	manas	None
2401.095	anyarUpam	peRa	None
2401.112	anyasaMkrAnta	hfdayaH	None
2401.118	anyastrI	gaH	None
2405	anyatara	rA	None
2406	anyatarataH	danta	None
2411	anyaTA	grah	None
2411	anyaTA	-man	None
2411	anyaTA	-saMBAvay	None
2411	anyaTA	-samarTay	None
2411	anyaTA	-vikalpay	None
2420	anyonya	SoBAjananAt	None
2420.034	anyonyaBedaH	kalaha	None
2423	anyAya	daRqaH	None
2426	anyUna	aDika	anyUnADika
2454	anvAje	kftya	None
2478	anvAhArya	tvam	anvAhAryatvam
2483.024	anvayavyatireka	kO	None
2487.020	anvitArTa	vAdaH-aBiDAnavAdaH	None
2499.026	appittam	naptriya	None
2499.026	appittam	garBa	None
2499.026	appittam	apAnnapAt	appittApAnnapAt
2499.026	appittam	aponapAt	appittAponapAt
2500	apa	BI	None
2509	apakarman	rma	None
2541	apagata	anyavyApArAH	apagatAnyavyApArAH
2560	apacAraH	aparADam	apacArAparADam
2585.020	apawIkzepaH	kzepeRa	None
2600	apatyam	aDikAraprakaraRam	apatyADikAraprakaraRam
2630	apaDUma	tva	None
2652	apapAda	tra	None
2681	apamUrDan	kalevaram	None
2690	apara	pakzaH	None
2690.020	aparAgni	gniH	None
2690.025	aparAntaH	jYAnam	None
2690.026	aparAntakaH	antaH	aparAntakAntaH
2690.038	aparAhRa	tana	None
2690.068	apararAtraH	kftam	None
2701	aparavaH	ujJita	aparavojJita
2702	aparaspara	ra	aparaspara
2704	aparAYc	rAN	None
2704	aparAYc	rAcI	None
2704	aparAYc	rAk	None
2705.004	aparAjitA	ta	None
2708	aparAdDa	izuH	aparAdDezuH
2710.022	aparADaBaYjanaH	stotram	None
2725	apariRAmaH	darSin	None
2727	aparinizWita	tasyopadeSasyAnyAyyaM	None
2774	apavAdaH	pratyayaH	None
2809	apavftta	jaWaraSaParI	None
2812.002	apavidDaH	putraH	None
2820	apaSabdaH	bdam	None
2863	apaskaraH	ram	None
2870	apaspaSa	SA	None
2908	apAka	kAt-kA	None
2911	apAkarman	rma	None
2917	apANkta	upahata	apANktopahata
2920	apAcI	itarA	None
2939	apAMpitta	napAt	None
2962.002	apAzWam	vat	None
3009	apuRya	kft	None
3010.002	aputrakaH	trikA	None
3025.021	apUrRakAlaH	ja	None
3041	apeta	BIH	None
3048	apehi	vARijA	None
3106	aprati	vIrya	None
3109	apratikAra	reyamApadupasTitA	None
3117	apratipattiH	vihvala	None
3123	apratima	rUpatvam	None
3137	apratisaMKya	Kya(KyA)niroDaH	None
3149.002	apraDAnam	tA	apraDAnatA
3149.002	apraDAnam	tvam	apraDAnatvam
3165	aprameya	mahimA	None
3191	aprasidDa	padam	None
3199	aprAkfta	AkftInAm	aprAkftAkftInAm
3213.028	apriyavada	yam˚	None
3242.004	abalA	janaH	None
3253	abudDiH	mat	None
3256.002	aboDaH	DopahatAScAnye	None
3266	abdiH	Bft	None
3282.002	aBaktam	Candas	None
3282.002	aBaktam	ruc	None
3290.028	aBayada	prada	None
3290.044	aBayayAcanA	aYjaliH	None
3308	aBi	laz	None
3308	aBi	pat	None
3322	aBikftvan	tvA	None
3339	aBiKyAta	dozaH	None
3383	aBicAraka	rikI	None
3383	aBicAraka	riRI	None
3390	aBijanituH	toH	None
3404.024	aBijYAnaSakuntalam	SAkuntalam	None
3440.002	aBihitam	tvam	aBihitatvam
3440.020	aBihitAnvayavAdaH	tiH	None
3457	aBinava	kaRWaSoRita	None
3489	aBinna	gatayaH	None
3558	aBimantuH	ntoH	None
3560	aBimAnaH	vat	None
3574	aBimuKa	KA	None
3602	aBiyogaH	BAj	None
3686	aBivyaYj	aYj	aBivyaYj
3736	aBizaYj	saYj	None
3738	aBizaNgaH	jaqaM	None
3744	aBizic	sic	None
3750	aBizu	su	None
3821	aBisAraH	rAH	None
3891	aBISuH	mat	None
3939	aByamanam	vat	None
3950	aByarTanam	nABaNgaBayena	None
3973	aByavahAraH	saMvAdApekzI	None
3975	aByave	i	None
3984.028	aByAsavyavAyaH	ye'pi	None
4016	aByAdAnam	ne	None
4019	aByAhita	paSuH	None
4051	aByutkroSanam	mantra	None
4060.002	aByudayaH	kAlaH	None
4070	aByudyata	AyuDa	aByudyatAyuDa
4070	aByudyata	Sastra	None
4070	aByudyata	kara	None
4084	aByupe	upa-i	None
4119	amaNgala	aByAsaratim	amaNgalAByAsaratim
4138	amanda	dazwOzWakarAvaDUnanam	None
4144.062	amarakoSaH	kOmudI	None
4144.100	amaralokaH	tA	amaralokatA
4149	amartya	BAve'pi	None
4179	amAnuza	AkftiH	amAnuzAkftiH
4190.002	amitrA	yuD	None
4204	amIta	arRAH	amItArRAH
4214	amuTA	as	None
4229.112	amftamati	gati	None
4229.133	amftasAraH	jaH	None
4252	amoGa	balam	None
4252	amoGa	Sakti	None
4252	amoGa	vIrya	None
4252	amoGa	kroDa	None
4253	amota	putrakA	None
4263	ambarIzam	zaH	None
4275.052	ambujam	BUH	None
4275.052	ambujam	AsanaH	ambujAsanaH
4275.056	ambutAlaH	cAmara	None
4275.068	ambuDisravA	prasavA	None
4275.090	ambuBft	patrA	None
4275.108	ambuvAcI	pradaH	None
4282.022	amBojam	KaRqaH	None
4282.028	amBoDiH	vallaBaH	None
4283	amBojinI	vananivAsavilAsam	None
4289.046	amlanAyakaH	vetasaH	None
4289.064	amlaBedanaH	vetasa	None
4289.094	amlasAraH	vetasa	None
4289.096	amlaharidrA	niSA	None
4313.020	ayaTArTa	anuBavaH	ayaTArTAnuBavaH
4323.034	ayaHkAntaH	maRiH	None
4323.042	ayaHkumBaH	pAtram	None
4323.078	ayomalam	rajaH	None
4323.078	ayomalam	rasaH	None
4331.022	ayAtayAma	maM	None
4347	ayukta	budDi	None
4347	ayukta	cAra	None
4371.023	ayonijaH	ISaH	ayonijeSaH
4371.023	ayonijaH	ISvaraH	ayonijeSvaraH
4376.002	araH	ram	None
4380	araNgin	sattvaH	None
4388	araRyam	bIjam	None
4388.044	araRyacara	Ryecara	None
4388.046	araRyaja	ArdrakA	araRyajArdrakA
4388.082	araRyaruditam	Rye˚	None
4388.096	araRyavilapitam	Rye	None
4407	araMkf	kft	None
4516.092	arkaBaktA	kAntA	None
4516.096	arkamUlaH	patrA	None
4516.122	arkahitA	kAntA	None
4523	argalita	dvArA	None
4556	arRas	saH	None
4564	arTaH	vaSAt	None
4564.030	arTAntaram	nyAsaH	None
4564.044	arTotpattiH	upArjanam	None
4564.062	arTakAma	mO	None
4564.192	arTavyayaH	jYa	None
4564.198	arTaSAstram	vyavahArin	None
4582.006	arDam	kAyaH	None
4582.024	arDAntaram	ekapadatA	None
4582.044	arDenduH	mOli	None
4582.054	arDodayaH	Asanam	arDodayAsanam
4582.074	arDagaNgA	jAhnavI	None
4582.188	arDamAsatama	mAsika	None
4584	arDarcaH	AdigaRaH	arDarcAdigaRaH
4613.022	arvAkkAlika	tA	arvAkkAlikatA
4615	arvAcIna	tA	arvAcInatA
4653	alaNGya	tA	alaNGyatA
4689	alAtaH	sadfSekzaRA	None
4698.020	alikulam	saNkula	None
4698.042	alivallaBaH	priya	None
4713	alIka	mugDaH	None
4721	alubDa	tvaM	None
4727.022	alokasAmAnya	guRastanUjaH	None
4731	alokya	tA	alokyatA
4737	alolu	tvam	alolutvam
4740	alOkika	tvam	alOkikatvam
4742.022	alpAlpa	BAsam	None
4742.024	alpAsu	prARa	None
4742.088	alpapraBAva	tvam	alpapraBAvatvam
4789	avakfzwa	jAtiH	None
4792.001	avakIrRI	vratam	None
4895.002	avacanam	kara	None
4896	avacanIya	tA	avacanIyatA
4896	avacanIya	-tva	None
4921	avacCedaH	avacCedaH	avacCedaH
4945	avataMsaH	utpalam	avataMsotpalam
4953	avatata	Danvan	None
4983	avadAhaH	izwakApaTam	avadAhezwakApaTam
5005	avaDya	tA	avaDyatA
5005	avaDya	BAvaH	None
5005	avaDya	tvam	avaDyatvam
5012	avaDiH	tA	avaDiHtA
5012	avaDiH	tvam	avaDiHtvam
5015	avahita	tA	avahitatA
5047.022	avanatakAya	uttarakAya	avanatakAyottarakAya
5110.002	avaboDakaH	tvaM	None
5120.002	avaBAsakam	tvam	avaBAsakatvam
5137	avamAnaH	tA	avamAnatA
5137	avamAnaH	-tvam	None
5165	avayA	heLaH	None
5170.006	avaram	rA	None
5228	avalipta	tA	avaliptatA
5228	avalipta	tvam	avaliptatvam
5269	avaSa	indriyacittAnAm	avaSendriyacittAnAm
5275	avaSyaMBAvin	AdeSaH	None
5306.002	avasam	saH	None
5324	avasaraH	prAptam	None
5332	avasikta	aNga	avasiktANga
5344	avasAnam	virase	None
5350	avasita	maRqanAsi	None
5353	avaskandaH	pradAnam	None
5362	avastAt	prapadana	None
5363	avastu	tA	avastutA
5363	avastu	-tvam	None
5450	avAraH	tas	None
5495	aviGAta	gati	None
5496	aviGna	kiyopalamBAya	None
5511	avijYa	tA	avijYatA
5545.002	aviDiH	pUrvaka	None
5559	avipakva	budDi	None
5573.002	aviBAjyam	tA	aviBAjyatA
5585	avirala	vAriDArA	None
5586	aviralita	kapolam	None
5607	avivikta	dfS	None
5652.002	avIciH	mayaH	None
5653.010	avIjam	vikrayin	None
5661.002	avfttiH	tvam	avfttiHtvam
5698	avyakta	varRa	None
5717	avyapekzA	cyUtane	None
5729.002	avyavaDAnam	tA	avyavaDAnatA
5729.002	avyavaDAnam	tvam	avyavaDAnatvam
5746	avyApaka	tA	avyApakatA
5746	avyApaka	tvam	avyApakatvam
5774	aSakta	tA	aSaktatA
5774	aSakta	-tvam	None
5785.002	aSarIraH	tvam	aSarIratvam
5785.002	aSarIraH	tA	aSarIratA
5810	aSizwa	AlApena	aSizwAlApena
5820.004	aSuciH	tA	aSuciHtA
5838.042	aSokavanikA	nyAya	None
5850.087	aSmasAraH	maya	None
5878.026	aSruparipUrRa	akza	aSruparipUrRAkza
5878.032	aSrupUrRa	Akula	aSrupUrRAkula
5887	aSlIla	parivAda	None
5890.070	aSvaganDA	tElam	None
5890.178	aSvameDaH	kARqam	None
5890.216	aSvavadanaH	muKa	None
5923.023	azwANgam	pAtaH	None
5923.023	azwANgam	-praRAmaH	None
5923.023	azwANgam	sAzwANganamaskAraH	None
5923.048	azwakapAla	zwA˚	None
5923.069	azwaguRam	ASraya	azwaguRASraya
5923.086	azwAdaSan	zwA˚	None
5923.088	azwadiS	kariRyaH	None
5923.102	azwapada	zwa˚	None
5923.106	azwapadaH	zwA˚	None
5923.107	azwapadaH	paricayacaturABiH	None
5923.112	azwapadI	zwa˚	None
5923.112	azwapadI	zwA˚	None
5923.116	azwapAdya	zwA˚	None
5923.152	azwamUrtiH	DaraH	None
5923.160	azwarasAH	ASraya	None
5923.168	azwavakraH	zwA	None
5923.182	azwAviMSatiH	zwA˚	None
5953.024	astinAsti	tvam	astinAstitvam
5959	asaMyata	Atman	asaMyatAtman
6001	asaMkrAnta	mAsaH	None
6005.004	asaMgacArin	vat	None
6014	asat	vicAra	None
6014.056	asadvAdin	tvam	asadvAdintvam
6023	asadfSa	vyavahArin	None
6054	asamaveta	rUpam	None
6057	asamAna	lAvaRyam	None
6073	asaMbadDa	pralApinI	None
6099	asarva	vIra	None
6109	asahizRu	tA	asahizRutA
6135.048	asipatram	vanam	None
6139	asita	locanA	None
6139	asita	nayanA	None
6139.040	asitajYu	jAnu	None
6166	asusTa	tA	asusTatA
6192.020	aseviteSvara	dvAra	None
6196	asOmya	svara	None
6199	askandita	vrata	None
6201	asKalita	BrAtfSataH	None
6203	astabDa	tvam	astabDatvam
6207	astfta	yajvan	None
6220.002	asTAnam	varzI	None
6271.020	asvaga	tA	asvagatA
6286	asvasTa	SarIrA	None
6298.026	ahaHkaraH	haH	None
6298.028	ahargaRaH	harga˚	None
6298.034	ahardiva	hardi˚	None
6300.026	ahaNkAraH	vat	None
6300.048	ahamBAvaH	mati	None
6300.054	ahaMSreyas	sam	None
6303	aharaRIya	niScayA	None
6303.004	ahAryaH	tA	ahAryatA
6303.004	ahAryaH	-tvam	None
6310.088	ahibuDnaH	devatA	None
6310.102	ahiBayam	dA	None
6310.114	ahimArakaH	dviz	None
6310.122	ahiSuzma	satvan	None
6317.028	ahitahitam	vicAraSUnyabudDi	None
6328	ahfdya	kft	None
6341	ahruta	psu	None
6382	AkASaH	ga	None
6382	AkASaH	cArin	None
6382.068	AkASavacanam	BAzitam	None
6389	Akula	Akula	Akula
6398	AkUtiH	para	None
6435	AkrAnta	mati	None
6436	AkrAntiH	taH	None
6446	AkroSaH	garBamevamuktam	None
6467	AkzepaH	pracaRqatayA	None
6506	Aga	tvam	Agatvam
6507	Agata	sADvasa	None
6609	Acar	sTitim	None
6613	AcAraH	puzpagrahaRArTam	None
6630	AcCad	viDAnam	None
6661	AjAnu	vilambibAhum	None
6681	AjYaptiH	hara	None
6682.035	AjYAkaraH	karatvamaDigamya	None
6732	Atata	jya	None
6733	AtatAyin	tA	AtatAyintA
6733	AtatAyin	-tvam	None
6740.002	AtapaH	AkrAnta	AtapAkrAnta
6780.064	AtmagatiH	gatyA	None
6780.174	AtmayoniH	BU	None
6784	AtmanA	dvitIyaH	None
6791	AtmasAt	kf	None
6810	Adatta	hAsaH	None
6877	ADitvam	upADi	ADitvopADi
6945.004	AnandamayI	koSaH	None
6994.002	AnumAnikam	tvam	AnumAnikatvam
7016.002	AnUpaH	mAMsam	None
7056	ApiH	tvam	ApiHtvam
7057	Apta	kAmaH	None
7057	Apta	SApaH	None
7098.020	ApAnotsavaH	BUmi	None
7123	ApUryamARa	pakzaH	None
7156.002	AplutaH	vratI	None
7262	AmayAvin	vitvam	None
7336	Ayat	vasu	None
7345	AyAgaH	BUta	None
7347	Ayatanam	mfgeRa	None
7357	AyatiH	BaNga	None
7364	AyAmin	yAmAsu	None
7393.042	AyuHSezaH	SezatayA	None
7402.006	ArA	muKam	None
7413.004	AraReyam	parvan	None
7414	AraRya	paSuH	None
7414.002	AraRyaH	rASi	None
7423	AramBaH	upAyaH	AramBopAyaH
7527.046	ArdralubDakaH	rdrA˚	None
7538.004	AryA	gItiH	None
7553.002	AlaH	akta	AlAkta
7557	Alakzya	dantamukulAn	None
7665.002	AvaSyakam	kf	None
7787	ASaNkA	anvita	None
7797	ASA	Bagna	None
7797	ASA	hata	None
7797	ASA	nirASa	None
7800	ASAraH	ezin	None
7803	ASis	SIH	None
7803	ASis	SIrByAm	None
7823.002	AScaryam	maya	None
7865	ASvIna	no'DvA	None
7886	AsIna	pracalAyitama	None
7894	Asakta	bAhulatayA	None
7926.002	Asecanam	vat	None
8002.002	AsvAdaH	vat	None
8042.002	AhAraH	vfttimakarot	None
8050	Ahnika	AcAraH	AhnikAcAraH
8051	AhlAdaH	duGa	None
8056	Ahvfta	Bezaja	None
8061	AhavaH	kAmyA	None
8087.078	ikzurasodaH	kvATaH	None
8098.002	iNgitam	AkAravediBiH	iNgitAkAravediBiH
8125.020	itaretara	kAmyayA	None
8140.022	itTamBUta	AKyAne	itTamBUtAKyAne
8142	itTA	DI	None
8176.020	indrAgniH	DUmaH	None
8176.102	indrajit	hantf	None
8176.168	indramahaH	kAmukaH	None
8187	idDa	rAga	None
8217	irikA	vanam	None
8260	izwa	AtmajaH	izwAtmajaH
8260.020	izwArTaH	udyukta	izwArTodyukta
8263.022	izwipacaH	muz	None
8268	izikA	astram	None
8280	izkfta	Ahava	izkftAhava
8285.024	iheha	mAtf	None
8285.034	ihalokaH	ke	None
8319	Iya	cakzas	None
8323	Irita	AkUtam	IritAkUtam
8390	ugra	darSanaH	None
8390.083	ugrasenA	jaH	None
8403	uccA	cakra	None
8403	uccA	buDna	None
8459	ucCizwa	kalpanA	None
8469	ucCfNKala	vAcA	None
8478	ucCrita	sitAMSukara	None
8485	ucCvasita	mUrtiH	None
8539.020	uRAdisUtrARi	vftti	None
8558	utkawa	lAYCanasya	None
8590	utkUrdanam	SaktirnAsti	None
8611	utkIrRa	nAmaDeyam	None
8659	uttAna	raSmizu	None
8659.031	uttAnapAdaH	jaH	None
8665	uttapta	kanaka	None
8670.022	uttamADama	maDyama	None
8670.068	uttamasaMgrahaH	strI˚	None
8677	uttara	rAmacaritam	None
8677.036	uttarAyanam	yaRaM	None
8677.050	uttarABAsaH	tA	uttarABAsatA
8677.050	uttarABAsaH	-tvam	None
8677.052	uttarASA	aDipatiH	None
8677.052	uttarASA	-patiH	None
8677.104	uttaradiS	ISaH	None
