BaseL	AssignedL
Lbody:19765.XYZ	Lbody:19765.006
19775.XYZ	19775.002
19775.XYZ	19775.004
19776.XYZ	19776.002
19776.XYZ	19776.004
Lbody:19776.XYZ	Lbody:19776.002
19776.XYZ	19776.006
19779.XYZ	19779.002
19781.XYZ	19781.004
19810.XYZ	19810.002
19812.XYZ	19812.002
19820.XYZ	19820.002
19821.XYZ	19821.002
19826.XYZ	19826.002
19827.XYZ	19827.002
19828.XYZ	19828.002
19838.XYZ	19838.002
19842.XYZ	19842.002
19843.XYZ	19843.002
19850.XYZ	19850.002
19869.XYZ	19869.002
19878.XYZ	19878.002
19878.XYZ	19878.004
Lbody:19878.XYZ	Lbody:19878.002
19884.XYZ	19884.002
19884.XYZ	19884.004
19887.XYZ	19887.002
19888.XYZ	19888.002
19897.XYZ	19897.002
19897.XYZ	19897.004
19902.XYZ	19902.002
19903.XYZ	19903.002
19903.XYZ	19903.004
19903.XYZ	19903.006
19911.XYZ	19911.002
19911.XYZ	19911.004
19911.XYZ	19911.006
19919.XYZ	19919.002
19919.XYZ	19919.004
Lbody:19919.XYZ	Lbody:19919.002
19919.XYZ	19919.006
19926.XYZ	19926.002
19930.XYZ	19930.002
19930.XYZ	19930.004
19932.XYZ	19932.002
19933.XYZ	19933.002
19937.XYZ	19937.002
19937.XYZ	19937.004
19938.XYZ	19938.002
19942.XYZ	19942.002
19944.XYZ	19944.002
19945.XYZ	19945.002
19945.XYZ	19945.004
19951.XYZ	19951.002
19953.XYZ	19953.002
19953.XYZ	19953.004
19959.XYZ	19959.002
19959.XYZ	19959.004
19969.XYZ	19969.002
19986.XYZ	19986.002
20032.XYZ	20032.002
20036.XYZ	20036.002
20036.XYZ	20036.004
Lbody:20036.XYZ	Lbody:20036.002
20040.XYZ	20040.002
20040.XYZ	20040.004
20075.XYZ	20075.002
20082.XYZ	20082.002
20085.XYZ	20085.002
20132.XYZ	20132.002
20144.XYZ	20144.002
20145.XYZ	20145.002
20196.XYZ	20196.002
20196.XYZ	20196.004
20220.XYZ	20220.002
20234.XYZ	20234.002
20240.XYZ	20240.002
20269.XYZ	20269.002
20284.XYZ	20284.002
20326.XYZ	20326.002
20337.XYZ	20337.002
20338.XYZ	20338.002
20338.XYZ	20338.004
20338.XYZ	20338.006
20349.XYZ	20349.004
20386.XYZ	20386.002
20386.XYZ	20386.004
20430.XYZ	20430.002
20463.XYZ	20463.002
20493.XYZ	20493.002
20494.XYZ	20494.002
20500.XYZ	20500.002
20507.XYZ	20507.002
20510.XYZ	20510.002
20520.XYZ	20520.002
20538.XYZ	20538.002
20548.XYZ	20548.002
20568.XYZ	20568.004
20569.XYZ	20569.004
20585.XYZ	20585.002
20642.XYZ	20642.002
20667.XYZ	20667.002
20672.XYZ	20672.002
20677.XYZ	20677.002
20677.XYZ	20677.004
20685.XYZ	20685.002
20690.XYZ	20690.002
20701.XYZ	20701.002
20704.XYZ	20704.002
20714.XYZ	20714.002
20752.XYZ	20752.002
20769.XYZ	20769.002
20806.XYZ	20806.002
20809.XYZ	20809.002
20811.XYZ	20811.002
20826.XYZ	20826.002
20826.XYZ	20826.004
20826.XYZ	20826.006
20833.XYZ	20833.002
20845.XYZ	20845.004
20849.XYZ	20849.002
20850.XYZ	20850.002
20856.XYZ	20856.002
20856.XYZ	20856.004
20858.XYZ	20858.002
20858.XYZ	20858.004
20858.XYZ	20858.006
20860.XYZ	20860.002
20864.XYZ	20864.002
20864.XYZ	20864.004
20877.XYZ	20877.002
20880.XYZ	20880.002
20891.XYZ	20891.002
20893.XYZ	20893.002
20901.XYZ	20901.004
20905.XYZ	20905.004
20905.XYZ	20905.006
20905.XYZ	20905.008
Lbody:20905.XYZ	Lbody:20905.006
20905.XYZ	20905.010
20907.XYZ	20907.002
20913.XYZ	20913.002
20916.XYZ	20916.002
20922.XYZ	20922.002
20922.XYZ	20922.004
20923.XYZ	20923.002
20923.XYZ	20923.004
20924.XYZ	20924.002
20926.XYZ	20926.002
20935.XYZ	20935.002
20937.XYZ	20937.002
20942.XYZ	20942.002
20942.XYZ	20942.004
20943.XYZ	20943.002
20949.XYZ	20949.002
20954.XYZ	20954.002
20954.XYZ	20954.004
20962.XYZ	20962.002
20974.XYZ	20974.002
20977.XYZ	20977.002
20980.XYZ	20980.002
20983.XYZ	20983.002
20983.XYZ	20983.004
20984.XYZ	20984.002
20991.XYZ	20991.002
20994.XYZ	20994.002
20997.XYZ	20997.002
21003.XYZ	21003.002
21007.XYZ	21007.002
21013.XYZ	21013.002
21014.XYZ	21014.002
21021.XYZ	21021.002
21021.XYZ	21021.004
21023.XYZ	21023.002
21028.XYZ	21028.002
21028.XYZ	21028.004
Lbody:21028.XYZ	Lbody:21028.002
21028.XYZ	21028.006
21037.XYZ	21037.002
21045.XYZ	21045.002
21050.XYZ	21050.002
21050.XYZ	21050.004
21053.XYZ	21053.002
21058.XYZ	21058.002
21062.XYZ	21062.002
21064.XYZ	21064.002
21064.XYZ	21064.004
21064.XYZ	21064.006
21064.XYZ	21064.008
21065.XYZ	21065.002
21065.XYZ	21065.004
21067.XYZ	21067.002
21074.XYZ	21074.002
21078.XYZ	21078.002
21081.XYZ	21081.002
21082.XYZ	21082.002
21082.XYZ	21082.004
Lbody:21082.XYZ	Lbody:21082.002
21082.XYZ	21082.006
21088.XYZ	21088.004
21090.XYZ	21090.002
21092.XYZ	21092.002
21092.XYZ	21092.004
21097.XYZ	21097.002
21097.XYZ	21097.004
21097.XYZ	21097.006
21105.XYZ	21105.002
21107.XYZ	21107.002
21110.XYZ	21110.002
21111.XYZ	21111.002
21114.XYZ	21114.002
21117.XYZ	21117.002
21120.XYZ	21120.002
21123.XYZ	21123.002
21126.XYZ	21126.002
21130.XYZ	21130.004
21130.XYZ	21130.006
21136.XYZ	21136.002
21147.XYZ	21147.002
21149.XYZ	21149.004
21161.XYZ	21161.002
21164.XYZ	21164.002
21174.XYZ	21174.002
21174.XYZ	21174.004
21175.XYZ	21175.002
21192.XYZ	21192.002
21193.XYZ	21193.002
21193.XYZ	21193.004
21193.XYZ	21193.006
21196.XYZ	21196.002
21196.XYZ	21196.004
21197.XYZ	21197.002
21208.XYZ	21208.002
21216.XYZ	21216.002
21221.XYZ	21221.002
21221.XYZ	21221.004
21221.XYZ	21221.006
21226.XYZ	21226.002
21230.XYZ	21230.002
21231.XYZ	21231.002
21235.XYZ	21235.002
21235.XYZ	21235.004
Lbody:21235.XYZ	Lbody:21235.002
21235.XYZ	21235.006
21235.XYZ	21235.008
21239.XYZ	21239.002
21240.XYZ	21240.002
21240.XYZ	21240.004
21247.XYZ	21247.002
21248.XYZ	21248.002
21249.XYZ	21249.002
21251.XYZ	21251.002
21255.XYZ	21255.002
21256.XYZ	21256.002
21260.XYZ	21260.002
21261.XYZ	21261.004
21269.XYZ	21269.002
21269.XYZ	21269.004
21272.XYZ	21272.002
21272.XYZ	21272.004
21280.XYZ	21280.002
21290.XYZ	21290.002
21292.XYZ	21292.002
21292.XYZ	21292.004
21294.XYZ	21294.002
21295.XYZ	21295.002
21296.XYZ	21296.002
21296.XYZ	21296.004
21296.XYZ	21296.006
Lbody:21296.XYZ	Lbody:21296.004
21298.XYZ	21298.002
21306.XYZ	21306.002
21306.XYZ	21306.004
21306.XYZ	21306.006
21307.XYZ	21307.002
21307.XYZ	21307.004
21307.XYZ	21307.006
21312.XYZ	21312.002
21312.XYZ	21312.004
21322.XYZ	21322.002
21322.XYZ	21322.004
21326.XYZ	21326.002
21326.XYZ	21326.004
21330.XYZ	21330.002
21330.XYZ	21330.004
Lbody:21330.XYZ	Lbody:21330.002
21330.XYZ	21330.006
Lbody:21330.XYZ	Lbody:21330.002
21334.XYZ	21334.002
21334.XYZ	21334.004
21334.XYZ	21334.006
21337.XYZ	21337.002
21337.XYZ	21337.004
21341.XYZ	21341.002
21341.XYZ	21341.004
21350.XYZ	21350.002
21351.XYZ	21351.004
21359.XYZ	21359.004
21359.XYZ	21359.006
21364.XYZ	21364.002
21364.XYZ	21364.004
Lbody:21364.XYZ	Lbody:21364.002
21364.XYZ	21364.006
21365.XYZ	21365.004
21367.XYZ	21367.002
21374.XYZ	21374.002
21376.XYZ	21376.002
21379.XYZ	21379.002
21382.XYZ	21382.002
21385.XYZ	21385.002
21385.XYZ	21385.004
21392.XYZ	21392.002
21393.XYZ	21393.002
21393.XYZ	21393.004
21393.XYZ	21393.006
21399.XYZ	21399.002
21402.XYZ	21402.002
21412.XYZ	21412.002
21418.XYZ	21418.002
21421.XYZ	21421.002
21426.XYZ	21426.002
21430.XYZ	21430.002
21434.XYZ	21434.002
21443.XYZ	21443.002
21443.XYZ	21443.004
21448.XYZ	21448.002
21449.XYZ	21449.004
21468.XYZ	21468.002
21468.XYZ	21468.004
21469.XYZ	21469.002
21469.XYZ	21469.004
21470.XYZ	21470.002
21470.XYZ	21470.004
21471.XYZ	21471.002
21472.XYZ	21472.002
21472.XYZ	21472.004
21478.XYZ	21478.002
21486.XYZ	21486.002
21492.XYZ	21492.002
21492.XYZ	21492.004
21499.XYZ	21499.008
21499.XYZ	21499.010
Lbody:21499.XYZ	Lbody:21499.008
21499.XYZ	21499.012
Lbody:21499.XYZ	Lbody:21499.008
21499.XYZ	21499.014
21499.XYZ	21499.016
Lbody:21499.XYZ	Lbody:21499.014
21500.XYZ	21500.002
21517.XYZ	21517.004
21517.XYZ	21517.006
21522.XYZ	21522.002
21531.XYZ	21531.002
21534.XYZ	21534.002
21536.XYZ	21536.002
21536.XYZ	21536.004
21537.XYZ	21537.002
21543.XYZ	21543.002
21548.XYZ	21548.002
21556.XYZ	21556.002
21565.XYZ	21565.002
21566.XYZ	21566.002
21567.XYZ	21567.002
21590.XYZ	21590.002
21592.XYZ	21592.002
21594.XYZ	21594.002
21594.XYZ	21594.004
21600.XYZ	21600.002
21601.XYZ	21601.002
21605.XYZ	21605.002
21607.XYZ	21607.002
21607.XYZ	21607.004
21611.XYZ	21611.002
21618.XYZ	21618.002
21618.XYZ	21618.004
21618.XYZ	21618.006
21641.XYZ	21641.002
21641.XYZ	21641.004
21643.XYZ	21643.002
21643.XYZ	21643.004
21643.XYZ	21643.006
Lbody:21643.XYZ	Lbody:21643.004
21648.XYZ	21648.002
21648.XYZ	21648.004
21656.XYZ	21656.002
21660.XYZ	21660.002
21663.XYZ	21663.002
21663.XYZ	21663.004
21668.XYZ	21668.004
21668.XYZ	21668.006
21668.XYZ	21668.008
21668.XYZ	21668.010
21672.XYZ	21672.002
21672.XYZ	21672.004
21672.XYZ	21672.006
21675.XYZ	21675.002
21679.XYZ	21679.002
21679.XYZ	21679.004
21683.XYZ	21683.002
21684.XYZ	21684.002
21689.XYZ	21689.002
21690.XYZ	21690.002
21691.XYZ	21691.002
21700.XYZ	21700.002
21701.XYZ	21701.002
21702.XYZ	21702.002
21702.XYZ	21702.004
21702.XYZ	21702.006
21706.XYZ	21706.002
21706.XYZ	21706.004
21710.XYZ	21710.002
21715.XYZ	21715.002
21715.XYZ	21715.004
21715.XYZ	21715.006
21715.XYZ	21715.008
21716.XYZ	21716.002
21731.XYZ	21731.002
21731.XYZ	21731.004
21735.XYZ	21735.002
21760.XYZ	21760.002
21760.XYZ	21760.004
21761.XYZ	21761.004
21761.XYZ	21761.006
21766.XYZ	21766.002
21767.XYZ	21767.004
21767.XYZ	21767.006
21771.XYZ	21771.002
21779.XYZ	21779.002
21785.XYZ	21785.002
21785.XYZ	21785.004
21785.XYZ	21785.006
21791.XYZ	21791.008
21799.XYZ	21799.002
21800.XYZ	21800.002
21800.XYZ	21800.004
21807.XYZ	21807.002
21807.XYZ	21807.004
Lbody:21807.XYZ	Lbody:21807.002
21815.XYZ	21815.006
21815.XYZ	21815.008
21829.XYZ	21829.002
21839.XYZ	21839.002
21839.XYZ	21839.004
21842.XYZ	21842.002
21844.XYZ	21844.006
21847.XYZ	21847.002
21854.XYZ	21854.002
21854.XYZ	21854.004
21860.XYZ	21860.002
21863.XYZ	21863.002
21901.XYZ	21901.002
21903.XYZ	21903.002
21904.XYZ	21904.002
21913.XYZ	21913.002
21913.XYZ	21913.004
21913.XYZ	21913.006
21921.XYZ	21921.002
21922.XYZ	21922.002
21922.XYZ	21922.004
21922.XYZ	21922.006
21926.XYZ	21926.002
21928.XYZ	21928.002
21932.XYZ	21932.002
21934.XYZ	21934.002
21934.XYZ	21934.004
21934.XYZ	21934.006
21936.XYZ	21936.002
21936.XYZ	21936.004
21945.XYZ	21945.002
21945.XYZ	21945.004
21961.XYZ	21961.002
21963.XYZ	21963.002
21963.XYZ	21963.004
21970.XYZ	21970.002
21972.XYZ	21972.002
21977.XYZ	21977.002
21984.XYZ	21984.002
21993.XYZ	21993.002
21993.XYZ	21993.004
21996.XYZ	21996.002
21996.XYZ	21996.004
21999.XYZ	21999.004
22002.XYZ	22002.002
22002.XYZ	22002.004
22002.XYZ	22002.006
22005.XYZ	22005.002
22005.XYZ	22005.004
22005.XYZ	22005.006
22005.XYZ	22005.008
22006.XYZ	22006.002
22008.XYZ	22008.002
22008.XYZ	22008.004
22008.XYZ	22008.006
22009.XYZ	22009.002
22010.XYZ	22010.002
22016.XYZ	22016.004
22016.XYZ	22016.006
Lbody:22016.XYZ	Lbody:22016.004
22021.XYZ	22021.002
22028.XYZ	22028.002
22035.XYZ	22035.002
22036.XYZ	22036.002
22041.XYZ	22041.002
22042.XYZ	22042.002
22042.XYZ	22042.004
Lbody:22042.XYZ	Lbody:22042.002
22042.XYZ	22042.006
22042.XYZ	22042.008
22044.XYZ	22044.002
22051.XYZ	22051.002
22052.XYZ	22052.002
22053.XYZ	22053.002
22057.XYZ	22057.002
22062.XYZ	22062.002
22077.XYZ	22077.002
22090.XYZ	22090.002
22091.XYZ	22091.002
22093.XYZ	22093.002
22109.XYZ	22109.002
22112.XYZ	22112.002
22112.XYZ	22112.004
22115.XYZ	22115.002
22129.XYZ	22129.002
22138.XYZ	22138.002
22139.XYZ	22139.002
22142.XYZ	22142.002
22148.XYZ	22148.002
22154.XYZ	22154.002
22161.XYZ	22161.002
22163.XYZ	22163.004
22166.XYZ	22166.002
22168.XYZ	22168.002
22182.XYZ	22182.002
22183.XYZ	22183.002
22197.XYZ	22197.002
22197.XYZ	22197.004
22198.XYZ	22198.002
22220.XYZ	22220.002
22226.XYZ	22226.002
22229.XYZ	22229.002
22233.XYZ	22233.002
22249.XYZ	22249.002
22254.XYZ	22254.002
22262.XYZ	22262.002
22281.XYZ	22281.002
22304.XYZ	22304.002
22307.XYZ	22307.002
22307.XYZ	22307.004
22307.XYZ	22307.006
22320.XYZ	22320.002
22324.XYZ	22324.002
22333.XYZ	22333.002
22333.XYZ	22333.004
22344.XYZ	22344.002
22353.XYZ	22353.004
22358.XYZ	22358.002
22368.XYZ	22368.002
22390.XYZ	22390.002
22416.XYZ	22416.002
22418.XYZ	22418.002
22426.XYZ	22426.002
22507.XYZ	22507.002
22524.XYZ	22524.002
22525.XYZ	22525.002
22525.XYZ	22525.004
22553.XYZ	22553.002
22563.XYZ	22563.002
22597.XYZ	22597.002
22650.XYZ	22650.002
22665.XYZ	22665.002
22669.XYZ	22669.002
22701.XYZ	22701.002
22701.XYZ	22701.004
Lbody:22701.XYZ	Lbody:22701.002
22701.XYZ	22701.006
22701.XYZ	22701.008
22729.XYZ	22729.004
22737.XYZ	22737.002
22737.XYZ	22737.004
22753.XYZ	22753.002
22753.XYZ	22753.004
22753.XYZ	22753.006
22779.XYZ	22779.002
22783.XYZ	22783.002
22785.XYZ	22785.002
22812.XYZ	22812.002
22812.XYZ	22812.004
22836.XYZ	22836.002
22861.XYZ	22861.002
22861.XYZ	22861.004
Lbody:22861.XYZ	Lbody:22861.002
22887.XYZ	22887.002
22914.XYZ	22914.004
22923.XYZ	22923.002
22923.XYZ	22923.004
22923.XYZ	22923.006
22926.XYZ	22926.002
22932.XYZ	22932.002
22935.XYZ	22935.002
22935.XYZ	22935.004
Lbody:22935.XYZ	Lbody:22935.002
22935.XYZ	22935.006
Lbody:22935.XYZ	Lbody:22935.002
22935.XYZ	22935.008
22945.XYZ	22945.002
22961.XYZ	22961.002
22967.XYZ	22967.002
22967.XYZ	22967.004
22974.XYZ	22974.002
22975.XYZ	22975.002
22978.XYZ	22978.002
22979.XYZ	22979.002
22985.XYZ	22985.002
22990.XYZ	22990.002
23000.XYZ	23000.002
23000.XYZ	23000.004
23000.XYZ	23000.006
Lbody:23000.XYZ	Lbody:23000.004
23001.XYZ	23001.002
23005.XYZ	23005.002
23009.XYZ	23009.002
23012.XYZ	23012.002
23035.XYZ	23035.002
23052.XYZ	23052.002
23062.XYZ	23062.002
23076.XYZ	23076.002
23092.XYZ	23092.002
23105.XYZ	23105.002
23105.XYZ	23105.004
23114.XYZ	23114.006
23124.XYZ	23124.002
23131.XYZ	23131.002
23133.XYZ	23133.002
23136.XYZ	23136.002
23143.XYZ	23143.002
23145.XYZ	23145.002
23145.XYZ	23145.004
Lbody:23145.XYZ	Lbody:23145.002
23149.XYZ	23149.002
23153.XYZ	23153.002
23156.XYZ	23156.002
23160.XYZ	23160.002
23160.XYZ	23160.004
23161.XYZ	23161.002
23163.XYZ	23163.002
23173.XYZ	23173.002
23181.XYZ	23181.002
23185.XYZ	23185.002
23192.XYZ	23192.002
23207.XYZ	23207.002
23211.XYZ	23211.002
23211.XYZ	23211.004
Lbody:23211.XYZ	Lbody:23211.002
23212.XYZ	23212.002
23215.XYZ	23215.002
23220.XYZ	23220.002
23224.XYZ	23224.002
23225.XYZ	23225.002
23232.XYZ	23232.002
23238.XYZ	23238.002
23238.XYZ	23238.004
23246.XYZ	23246.002
23248.XYZ	23248.002
23249.XYZ	23249.002
23252.XYZ	23252.002
23259.XYZ	23259.002
23272.XYZ	23272.002
23285.XYZ	23285.002
23285.XYZ	23285.004
23292.XYZ	23292.002
23301.XYZ	23301.002
23304.XYZ	23304.002
23304.XYZ	23304.004
23305.XYZ	23305.002
23311.XYZ	23311.002
23323.XYZ	23323.002
23332.XYZ	23332.002
23346.XYZ	23346.002
23354.XYZ	23354.002
23361.XYZ	23361.002
23362.XYZ	23362.002
23365.XYZ	23365.002
23365.XYZ	23365.004
23383.XYZ	23383.002
23383.XYZ	23383.004
23383.XYZ	23383.006
23402.XYZ	23402.002
23416.XYZ	23416.002
23461.XYZ	23461.002
23471.XYZ	23471.002
23476.XYZ	23476.002
23476.XYZ	23476.004
23477.XYZ	23477.002
23481.XYZ	23481.002
23511.XYZ	23511.002
23511.XYZ	23511.004
23511.XYZ	23511.006
23514.XYZ	23514.004
23530.XYZ	23530.002
23535.XYZ	23535.002
23557.XYZ	23557.002
23567.XYZ	23567.002
23570.XYZ	23570.002
23580.XYZ	23580.002
23584.XYZ	23584.002
23584.XYZ	23584.004
23584.XYZ	23584.006
23584.XYZ	23584.008
Lbody:23584.XYZ	Lbody:23584.006
23590.XYZ	23590.002
23598.XYZ	23598.002
23599.XYZ	23599.002
23604.XYZ	23604.002
23605.XYZ	23605.002
23605.XYZ	23605.004
Lbody:23605.XYZ	Lbody:23605.002
23605.XYZ	23605.006
Lbody:23605.XYZ	Lbody:23605.002
23608.XYZ	23608.002
23611.XYZ	23611.002
23626.XYZ	23626.002
23626.XYZ	23626.004
23629.XYZ	23629.002
23630.XYZ	23630.002
23633.XYZ	23633.002
23640.XYZ	23640.002
23640.XYZ	23640.004
23640.XYZ	23640.006
Lbody:23640.XYZ	Lbody:23640.004
23640.XYZ	23640.008
23640.XYZ	23640.010
23645.XYZ	23645.002
23656.XYZ	23656.002
23658.XYZ	23658.002
23675.XYZ	23675.002
23680.XYZ	23680.002
23680.XYZ	23680.004
Lbody:23680.XYZ	Lbody:23680.002
23683.XYZ	23683.002
23687.XYZ	23687.002
23711.XYZ	23711.002
23711.XYZ	23711.004
23712.XYZ	23712.002
23720.XYZ	23720.002
23735.XYZ	23735.002
23745.XYZ	23745.002
23749.XYZ	23749.002
23765.XYZ	23765.002
23768.XYZ	23768.002
23784.XYZ	23784.004
23793.XYZ	23793.002
23804.XYZ	23804.002
23804.XYZ	23804.004
23807.XYZ	23807.002
23826.XYZ	23826.002
23826.XYZ	23826.004
Lbody:23826.XYZ	Lbody:23826.002
23826.XYZ	23826.006
23827.XYZ	23827.002
23840.XYZ	23840.002
23840.XYZ	23840.004
23844.XYZ	23844.002
23844.XYZ	23844.004
23844.XYZ	23844.006
23854.XYZ	23854.002
23855.XYZ	23855.002
23866.XYZ	23866.002
23882.XYZ	23882.002
23882.XYZ	23882.004
23884.XYZ	23884.002
23918.XYZ	23918.002
23927.XYZ	23927.002
23927.XYZ	23927.004
23933.XYZ	23933.002
23951.XYZ	23951.002
23959.XYZ	23959.002
23959.XYZ	23959.004
23978.XYZ	23978.002
23987.XYZ	23987.002
23989.XYZ	23989.002
23995.XYZ	23995.002
23995.XYZ	23995.004
24014.XYZ	24014.002
24014.XYZ	24014.004
Lbody:24014.XYZ	Lbody:24014.002
24016.XYZ	24016.002
24019.XYZ	24019.004
24020.XYZ	24020.002
24021.XYZ	24021.002
24021.XYZ	24021.004
24022.XYZ	24022.002
24024.XYZ	24024.002
24032.XYZ	24032.002
24033.XYZ	24033.002
24038.XYZ	24038.002
24039.XYZ	24039.002
24045.XYZ	24045.002
24055.XYZ	24055.002
24060.XYZ	24060.002
24071.XYZ	24071.002
24071.XYZ	24071.004
24071.XYZ	24071.006
24071.XYZ	24071.008
24071.XYZ	24071.010
24073.XYZ	24073.002
24074.XYZ	24074.002
24074.XYZ	24074.004
24076.XYZ	24076.002
24077.XYZ	24077.002
24077.XYZ	24077.004
24081.XYZ	24081.002
24086.XYZ	24086.002
24088.XYZ	24088.002
24100.XYZ	24100.002
24109.XYZ	24109.002
24113.XYZ	24113.002
24118.XYZ	24118.002
24130.XYZ	24130.002
24136.XYZ	24136.002
24143.XYZ	24143.002
24143.XYZ	24143.004
24143.XYZ	24143.006
24144.XYZ	24144.002
24144.XYZ	24144.004
24151.XYZ	24151.002
24151.XYZ	24151.004
24153.XYZ	24153.002
24173.XYZ	24173.002
24193.XYZ	24193.002
24193.XYZ	24193.004
Lbody:24193.XYZ	Lbody:24193.002
24193.XYZ	24193.006
24225.XYZ	24225.004
24226.XYZ	24226.004
24242.XYZ	24242.002
24247.XYZ	24247.002
24253.XYZ	24253.002
24255.XYZ	24255.002
24263.XYZ	24263.002
24283.XYZ	24283.004
24296.XYZ	24296.002
24296.XYZ	24296.004
24303.XYZ	24303.002
24310.XYZ	24310.002
24310.XYZ	24310.004
24310.XYZ	24310.006
24312.XYZ	24312.002
24318.XYZ	24318.002
24320.XYZ	24320.002
24330.XYZ	24330.002
24330.XYZ	24330.004
Lbody:24330.XYZ	Lbody:24330.002
24330.XYZ	24330.006
24334.XYZ	24334.004
24334.XYZ	24334.006
24358.XYZ	24358.002
24365.XYZ	24365.004
24369.XYZ	24369.004
24382.XYZ	24382.002
24386.XYZ	24386.002
24387.XYZ	24387.002
24387.XYZ	24387.004
24398.XYZ	24398.002
24398.XYZ	24398.004
24414.XYZ	24414.002
24414.XYZ	24414.004
24415.XYZ	24415.002
24415.XYZ	24415.004
24415.XYZ	24415.006
Lbody:24415.XYZ	Lbody:24415.004
24421.XYZ	24421.002
24421.XYZ	24421.004
Lbody:24421.XYZ	Lbody:24421.002
24426.XYZ	24426.002
24426.XYZ	24426.004
24426.XYZ	24426.006
24426.XYZ	24426.008
24428.XYZ	24428.002
24429.XYZ	24429.002
24431.XYZ	24431.002
24440.XYZ	24440.002
24440.XYZ	24440.004
24451.XYZ	24451.002
24451.XYZ	24451.004
24453.XYZ	24453.002
24453.XYZ	24453.004
Lbody:24453.XYZ	Lbody:24453.002
24461.XYZ	24461.002
24463.XYZ	24463.002
24465.XYZ	24465.002
24468.XYZ	24468.002
24469.XYZ	24469.002
24470.XYZ	24470.002
24475.XYZ	24475.002
24479.XYZ	24479.004
24490.XYZ	24490.002
24497.XYZ	24497.002
24501.XYZ	24501.002
24501.XYZ	24501.004
24510.XYZ	24510.002
24520.XYZ	24520.002
24520.XYZ	24520.004
24531.XYZ	24531.002
24536.XYZ	24536.002
24540.XYZ	24540.002
24540.XYZ	24540.004
24540.XYZ	24540.006
24540.XYZ	24540.008
24560.XYZ	24560.002
24561.XYZ	24561.002
24561.XYZ	24561.004
Lbody:24561.XYZ	Lbody:24561.002
24561.XYZ	24561.006
24561.XYZ	24561.008
Lbody:24561.XYZ	Lbody:24561.006
24561.XYZ	24561.010
Lbody:24561.XYZ	Lbody:24561.006
24563.XYZ	24563.002
24563.XYZ	24563.004
24563.XYZ	24563.006
24569.XYZ	24569.004
24570.XYZ	24570.002
24571.XYZ	24571.002
24571.XYZ	24571.004
24587.XYZ	24587.002
24587.XYZ	24587.004
24587.XYZ	24587.006
24589.XYZ	24589.002
24590.XYZ	24590.002
24590.XYZ	24590.004
24600.XYZ	24600.002
24600.XYZ	24600.004
24609.XYZ	24609.002
24614.XYZ	24614.002
24621.XYZ	24621.002
24621.XYZ	24621.004
24622.XYZ	24622.002
24623.XYZ	24623.002
24632.XYZ	24632.002
24632.XYZ	24632.004
24632.XYZ	24632.006
24638.XYZ	24638.002
24638.XYZ	24638.004
24638.XYZ	24638.006
Lbody:24638.XYZ	Lbody:24638.004
24638.XYZ	24638.008
Lbody:24638.XYZ	Lbody:24638.004
24639.XYZ	24639.008
24639.XYZ	24639.010
24648.XYZ	24648.002
24649.XYZ	24649.002
24663.XYZ	24663.002
24663.XYZ	24663.004
Lbody:24663.XYZ	Lbody:24663.002
24663.XYZ	24663.006
24665.XYZ	24665.002
24666.XYZ	24666.002
24667.XYZ	24667.004
24667.XYZ	24667.006
24677.XYZ	24677.002
24682.XYZ	24682.002
24694.XYZ	24694.002
24695.XYZ	24695.002
24701.XYZ	24701.002
24701.XYZ	24701.004
24701.XYZ	24701.006
24702.XYZ	24702.002
24707.XYZ	24707.004
24707.XYZ	24707.006
24718.XYZ	24718.002
24718.XYZ	24718.004
24722.XYZ	24722.002
24722.XYZ	24722.004
24722.XYZ	24722.006
24747.XYZ	24747.004
24755.XYZ	24755.002
24755.XYZ	24755.004
24756.XYZ	24756.002
24758.XYZ	24758.002
24765.XYZ	24765.002
24765.XYZ	24765.004
24770.XYZ	24770.002
24773.XYZ	24773.002
24774.XYZ	24774.002
24776.XYZ	24776.002
24776.XYZ	24776.004
24776.XYZ	24776.006
24779.XYZ	24779.002
24785.XYZ	24785.002
24791.XYZ	24791.002
24791.XYZ	24791.004
24795.XYZ	24795.002
24800.XYZ	24800.002
24805.XYZ	24805.002
24805.XYZ	24805.004
24806.XYZ	24806.002
24806.XYZ	24806.004
24814.XYZ	24814.002
24814.XYZ	24814.004
24816.XYZ	24816.002
24822.XYZ	24822.002
24822.XYZ	24822.004
24830.XYZ	24830.002
24831.XYZ	24831.002
24834.XYZ	24834.002
24835.XYZ	24835.002
24836.XYZ	24836.004
24836.XYZ	24836.006
24849.XYZ	24849.002
24862.XYZ	24862.002
24872.XYZ	24872.002
24872.XYZ	24872.004
24872.XYZ	24872.006
24877.XYZ	24877.002
24880.XYZ	24880.002
24881.XYZ	24881.002
24894.XYZ	24894.002
24901.XYZ	24901.002
24905.XYZ	24905.002
24906.XYZ	24906.002
24906.XYZ	24906.004
24908.XYZ	24908.002
24915.XYZ	24915.002
24915.XYZ	24915.004
Lbody:24915.XYZ	Lbody:24915.002
24915.XYZ	24915.006
24918.XYZ	24918.002
24921.XYZ	24921.002
24921.XYZ	24921.004
24923.XYZ	24923.002
24926.XYZ	24926.002
24926.XYZ	24926.004
24929.XYZ	24929.002
24936.XYZ	24936.002
24946.XYZ	24946.002
24956.XYZ	24956.002
24965.XYZ	24965.006
24970.XYZ	24970.002
24970.XYZ	24970.004
24974.XYZ	24974.002
