12553	kuravaH	vam(bam)	None
12553	kuravaH	va(ba)kam	None
12590	kulatTaH	tTikA	None
12779	kfcCra	cCram, kfcCret, kfcCrat	None
12790	kftrima	maH, ˚putraH	None
12919	kEdAra	kEdArakam	None
12919	kEdAra	kEdArikam	None
12919	kEdAra	kEdArikA	None
12919	kEdAra	kEdAryam	None
12945	kokanadam	dinI	None
12950	koNkaH	Ram	None
13019	kOkftyam	kOkkuwa	None
13037	kOwilyam	SAstram	None
13175	krIqanakaH	krIqanakatayA	None
13236	kliSita	zwam	None
13257	kvaRaH	naH	None
13270	kzaRaH	kzaRekzaRe	None
13375	kzepaRam	RiH	None
13403	kzut	janikA	None
13422	kzodIyas	kzodya	None
13795	gaRqUzaH	gaRqUzIkf	None
13982	gARqI	gARqImaya	None
14012	gAyatrI	tram	None
14162	gurumatI	ttA	None
14164	gurviRI	rvI	None
14395	grEva	yam	None
14607	caYcu	YcUH	None
14628	caRqA	RqI	None
14642	caturTa	aMSa	None
14642	caturTa	ASramaH	None
14642	caturTa	Palam	None
14642	caturTa	Bakta	None
15090	cUqAra	lam	None
15138	cezwA	nASaH	None
15138	cezwA	nirUpaRam	None
15165	cOqa	lam	None
15366	jatu	tUH	None
15403	janman	aDipaH	None
15403	janman	antaram	None
15403	janman	antarIya	None
15403	janman	anDaH	None
15403	janman	azwamI	None
15403	janman	Aspadam	None
15403	janman	ISaH	None
15501	jahnuH	saptamI	None
15567	jAmbIram	lam	None
15814	jyotizI	zkam	None
15814	jyotizI	zkaH	None
15818	jyOtsna	tsnikA	None
16039	tagaraH	ram, tagarakam	None
16089	taTya	taTyena	None
16089	taTya	taTyataH	None
16106	tanayaH	tanayIkfta	None
16271	talavaH	kAraH	None
16274	talina	udarI	None
16447	tintiqaH	kam	None
16563	tundika	kzundilaH	None
16830	trapulam	zam	None
17068	daradAH	daH	None
17068	daradAH	dam	None
17261	dASArhAH	rhaH	None
17445	dUra	dUrAt	None
17652	dOzkula	lyam	None
17907	DaraRa	Rama	None
18037	Duta	ti	None
18049	DurIRa	yaH	None
18165	DyAnin	budDaH	None
18165	DyAnin	boDisattvaH	None
18520	nAraNgaH	Ngakam	None
18527	nArikeraH	lI	None
18590	niHSeza	zeRa	None
18672	niKila	lena	None
18841	nibarhaRa	nam	None
18995	nirjita	indriyaH	None
19201	nivirISa	sA	None
19695	paNkeruh	haH	None
19736	paYcatA	paYcatAM	None
19736	paYcatA	tvam gam	None
19736	paYcatA	yA	None
19748	paYcAlAH	laH	None
20036	parAsu	parAsutA	None
20036	parAsu	parAsutvam	None
20040	parAhata	tiH	None
20338	paripluta	ti	None
20997	pARqyAH	RqyaH	None
21123	pAraMparyam	pAraMparyeRa	None
21192	pAriSezyam	zyAt	None
21385	pitf	rO	None
21385	pitf	raH	None
21499	pukkaSa	zaH	None
21499	pukkaSa	saH	None
21499	pukkaSa	sI	None
21600	purIzam	zyam	None
21668	pustakaH	AgAram	None
21668	pustakaH	AstaraRam	None
21668	pustakaH	mudrA	None
21668	pustakaH	pustikApUlikaH	None
21807	pelaH	pelakaH	None
21903	pOgaRqa	Rqam, pOgaRqakam	None
22002	prakAma	Buj	None
22016	prakopana	Ram	None
22353	pratikartavya	ryam	None
22812	pratyarTa	vedanaH	None
23514	pravrAj	jikA	None
24071	priya	priyeRa	None
24153	prokzaRam	RI, prokzaRiH	None
24440	baBru	BrUH	None
24622	bAhuH	hU	None
24638	bAhya	bAhyena	None
24639	bAhlakAH	kam	None
25039	BAjanam	leKitam	None
25039	BAjanam	lokaH	None
25062	BAdraH	dAH	None
25330	BEkzyam	ASramaH	None
25371	BOmika	BOmya	None
25812	marul	lokaH	None
26640	meQraH	dram	None
28256	vakrIBU	vakrIBAvaH	None
28542	varUtf	trI	None
28864	vAjasaneyin	saMhitA	None
28990	vAyavIya	vAyavyA	None
29063	vAlukA	kI	None
29573	vidarBAH	rBaH	None
30134	viruta	tiH	None
30272	vivAsaH	vivAsakAle	None
30359	viSoDanam	nI, viSoDinI	None
30796	vetasaH	amlaH	None
31088	vEzuvat	tam	None
31757	SalAwu	duH	None
32025	SiKaRqaH	KaRqikA	None
32356	SEkya	ayasam	None
32407	SoRita	Ram	None
32450	SORqikaH	nI	None
32766	saMyuj	jA	None
33095	sagotra	tam	None
33149	saMkramaRam	kA	None
33435	sanAtana	taH	None
34014	samutpiYja	laH	None
34014	samutpiYja	lakaH	None
34239	saMbanDin	SabdaH	None
34373	sarayuH	yUH	None
34419	sarmaH	sarman	None
34460	savitarka	rSam	None
34561	sAMvatsara	rakaH	None
34561	sAMvatsara	rikaH	None
34743	sAptapada	dInam	None
34759	sAman	sAmnA	None
34845	sArasa	sArasyam	None
34978	siMhalam	dvIpaH	None
34978	siMhalam	sTA	None
35160	suzumRaH	mnA	None
35365	sotka	RWam	None
35377	sodara	rIyaH	None
35414	solluRWaH	nam	None
35495	sOmerava	rukam	None
35507	sOrasenAH	nI	None
36620	homIya	myam	None
