Lnum	basehw	suffix	resolution	in_sanhw1
17486	darSaka	kaH	darSakaH	True
17487	darSata	taH	darSataH	True
17488	darSana	nam	darSanam	True
17498	dfSAnaH	nam	dfSAnam	True
17500	dfSiH	SiH	dfSiH	True
17501	dfSIka	kA	dfSIkA	True
17501	dfSIka	kam	dfSIkam	True
17502	dfSya	SyaH	dfSyaH	True
17502	dfSya	Syam	dfSyam	True
17504	dfzwa	zwam	dfzwam	True
17509	dfzadvat	tI	dfzadvatI	True
17512	dIrRa	rRam	dIrRam	True
17517	deva	vaH	devaH	True
17517	deva	vam	devam	True
17518	devaka	kaH	devakaH	True
17526	devanaH	nam	devanam	True
17526	devanaH	nA	devanA	True
17528	devayu	yuH	devayuH	True
17536	devitavya	vyam	devitavyam	True
17547	deSika	kaH	deSikaH	True
17552	deSya	SyaH	deSyaH	True
17552	deSya	Syam	deSyam	True
17557	dehaH	haH	dehaH	True
17557	dehaH	hI	dehI	True
17561	dehin	nI	dehinI	True
17575	dEva	vaH	dEvaH	True
17575	dEva	vam	dEvam	True
17575	dEva	vI	dEvI	True
17577	dEvata	tam	dEvatam	True
17579	dEvatya	tyam	dEvatyam	True
17580	dEvika	kam	dEvikam	True
17582	dEvya	vyam	dEvyam	True
17588	dESika	kaH	dESikaH	True
17588	dESika	kam	dESikam	True
17589	dEzwika	kaH	dEzwikaH	True
17591	dEhya	hyaH	dEhyaH	True
17621	dOkUlaH	lam	dOkUlam	True
17652	dOzkula	lam	dOzkulam	True
17652	dOzkula	lyam	dOzkulyam	True
17657	dOhitraH	tram	dOhitram	True
17665	dyukzaH	kzaH	dyukzaH	True
17672	dyotana	naH	dyotanaH	True
17672	dyotana	nam	dyotanam	True
17674	dyotani	niH	dyotaniH	True
17684	dyUna	nam	dyUnam	True
17692	drapsa	psaH	drapsaH	True
17692	drapsa	psam	drapsam	True
17697	drava	vaH	dravaH	True
17716	drARa	Ram	drARam	True
17723	drAGizWa	zWaH	drAGizWaH	True
17730	drAvaka	kaH	drAvakaH	True
17730	drAvaka	kam	drAvakam	True
17735	drAviqaH	qAH	drAviqAH	True
17735	drAviqaH	qI	drAviqI	True
17736	drAviqakaH	kam	drAviqakam	True
17740	druta	taH	drutaH	True
17740	druta	tam	drutam	True
17740	druta	tam	drutam	True
17746	druRaH	Ram	druRam	True
17755	drugDa	gDam	drugDam	True
17761	druhaH	hI	druhI	True
17767	drURaH	Ram	drURam	True
17771	droRaH	RaH	droRaH	True
17771	droRaH	Ram	droRam	True
17771	droRaH	Ram	droRam	True
17777	drORika	kI	drORikI	False
17783	dvandaH	dam	dvandam	True
17784	dvandvam	ndvaH	dvandvaH	True
17788	dvaya	yam	dvayam	True
17788	dvaya	yI	dvayI	True
17794	dvAram	rI	dvArI	True
17800	dvika	kaH	dvikaH	True
17801	dvitaya	yam	dvitayam	True
17802	dvitIya	yaH	dvitIyaH	True
17802	dvitIya	yA	dvitIyA	True
17802	dvitIya	yam	dvitIyam	True
17802	dvitIya	yam	dvitIyam	True
17817	dvizwa	zwam	dvizwam	True
17819	dvezaRa	RaH	dvezaRaH	True
17819	dvezaRa	Ram	dvezaRam	True
17822	dvezya	zyaH	dvezyaH	True
17823	dvIpaH	pam	dvIpam	True
17824	dvIpavat	tI	dvIpavatI	True
17835	dvEDa	Dam	dvEDam	True
17835	dvEDa	Dam	dvEDam	True
17842	dvEpa	paH	dvEpaH	True
17842	dvEpa	pam	dvEpam	True
17846	dvEmAtura	raH	dvEmAturaH	True
17848	dvEraTam	TaH	dvEraTaH	True
17856	Da	DaH	DaH	True
17856	Da	Dam	Dam	True
17863	Dawin	nI	DawinI	True
17870	Danavat	tI	DanavatI	True
17873	Danika	kaH	DanikaH	True
17873	Danika	kaH	DanikaH	True
17873	Danika	kam	Danikam	True
17873	Danika	kA	DanikA	True
17875	DanizWa	zWA	DanizWA	True
17884	Danya	nyaH	DanyaH	True
17884	Danya	nyA	DanyA	True
17884	Danya	nyam	Danyam	True
17887	Danvam	nvaH	DanvaH	True
17889	DanvanaH	nam	Danvanam	True
17895	Dama	maH	DamaH	True
17899	Damana	naH	DamanaH	True
17899	Damana	nam	Damanam	True
17906	Dara	raH	DaraH	True
17906	Dara	ram	Daram	True
17907	DaraRa	RaH	DaraRaH	True
17907	DaraRa	Rama	DaraRam	True
17913	DaruRa	RaH	DaruRaH	True
17913	DaruRa	Ram	DaruRam	True
17918	DarmaH	rmam	Darmam	True
17926	DarmizWa	zWaH	DarmizWaH	True
17930	Darzaka	kaH	DarzakaH	True
17933	Darzita	tam	Darzitam	True
17933	Darzita	tA	DarzitA	True
17934	Darzin	RI	DarziRI	True
17936	Davala	laH	DavalaH	True
17936	Davala	lam	Davalam	True
17936	Davala	lA	DavalA	True
17936	Davala	lI	DavalI	True
17952	DAnam	nI	DAnI	True
17976	DAra	raH	DAraH	True
17977	DAraka	kaH	DArakaH	True
17977	DAraka	kA	DArakA	True
17977	DAraka	DArikA	DArikA	True
17978	DAraRa	RO	DAraRO	False
17978	DAraRa	Ram	DAraRam	True
17978	DAraRa	RI	DAraRI	True
17987	DArita	tam	DAritam	True
17990	DArya	ryam	DAryam	True
17993	DArmika	kaH	DArmikaH	True
17998	DAvaka	kaH	DAvakaH	True
18011	Dikkfta	tam	Dikkftam	True
18018	DizaRaH	Ram	DizaRam	True
18018	DizaRaH	RA	DizaRA	True
18020	DizRya	zRyaH	DizRyaH	True
18020	DizRya	zRyam	DizRyam	True
18028	DIra	raH	DIraH	True
18028	DIra	ram	DIram	True
18028	DIra	ram	DIram	True
18033	DIvaraH	ram	DIvaram	True
18033	DIvaraH	rI	DIvarI	True
18037	Duta	ti	Duti	True
18049	DurIRa	RaH	DurIRaH	True
18049	DurIRa	yaH	DuryaH	True
18050	Durya	ryaH	DuryaH	True
18050	Durya	ryam	Duryam	True
18061	DUta	tA	DUtA	True
18064	DUnanaH	nam	DUnanam	True
18075	DUmala	laH	DUmalaH	True
18081	DUmita	tA	DUmitA	True
18082	DUmin	nI	DUminI	True
18084	DUmra	mraH	DUmraH	True
18084	DUmra	mrA	DUmrA	True
18084	DUmra	mram	DUmram	True
18087	DUrta	rtaH	DUrtaH	True
18087	DUrta	rtam	DUrtam	True
18095	DUsara	raH	DUsaraH	True
18102	Dfta	tam	Dftam	True
18112	Dfzu	zuH	DfzuH	True
18113	Dfzwa	zwaH	DfzwaH	True
18113	Dfzwa	zwA	DfzwA	True
18120	DenaH	nA	DenA	True
18126	Deya	yam	Deyam	True
18136	DOta	tam	DOtam	True
18144	DOreya	yaH	DOreyaH	True
18156	DyAma	mam	DyAmam	True
18165	DyAnin	budDaH	DyAnibudDaH	True
18165	DyAnin	boDisattvaH	DyAniboDisattvaH	True
18181	Druva	vaH	DruvaH	True
18181	Druva	vam	Druvam	True
18181	Druva	vA	DruvA	True
18181	Druva	vam	Druvam	True
18188	DvaMsaH	sI	DvaMsI	True
18190	DvaMsana	nam	DvaMsanam	True
18200	Dvajin	nI	DvajinI	True
18207	Dvanita	tam	Dvanitam	True
18214	na	naH	naH	True
18219	nakulaH	lI	nakulI	True
18221	nakta	ktam	naktam	True
18225	nakraH	kram	nakram	True
18225	nakraH	krA	nakrA	True
18231	naKaH	Kam	naKam	True
18231	naKaH	KaH	naKaH	True
18248	nagna	gnaH	nagnaH	True
18248	nagna	gnA	nagnA	True
18249	nagnaka	kaH	nagnakaH	True
18266	naqaH	qaH	naqaH	True
18272	naqvala	lam	naqvalam	True
18272	naqvala	lA	naqvalA	True
18275	nata	tam	natam	True
18287	nadAla	lam	nadAlam	True
18295	nandaH	dI	nandI	True
18296	nandaka	kaH	nandakaH	True
18300	nandana	naH	nandanaH	True
18300	nandana	nA	nandanA	True
18300	nandana	nam	nandanam	True
18302	nandanta	ntaH	nandantaH	True
18302	nandanta	tI	nandantI	True
18304	nandiH	diH	nandiH	True
18305	nandikaH	kA	nandikA	True
18306	nandin	nI	nandinI	True
18312	napuMsakaH	kam	napuMsakam	True
18316	naBa	BaH	naBaH	True
18316	naBa	Bam	naBam	True
18316	naBa	BA	naBA	True
18317	naBanu	nu	naBanu	True
18320	naBasa	saH	naBasaH	True
18322	naBasya	syaH	naBasyaH	True
18324	naBya	Byam	naByam	True
18329	namata	taH	namataH	True
18329	namata	tam	namatam	True
18330	namanam	naH	namanaH	True
18335	namasya	syA	namasyA	True
18340	namraka	kaH	namrakaH	True
18346	naya	yaH	nayaH	True
18348	nayanam	nA	nayanA	True
18348	nayanam	nI	nayanI	True
18355	narya	ryaH	naryaH	True
18355	narya	ryO	naryO	False
18355	narya	ryam	naryam	True
18356	narakaH	kaH	narakaH	True
18362	narta	rtaH	nartaH	True
18363	nartakaH	kI	nartakI	True
18364	nartanaH	nam	nartanam	True
18372	nardita	taH	narditaH	True
18372	nardita	tam	narditam	True
18386	nalaH	lam	nalam	True
18390	nalinaH	nam	nalinam	True
18394	nava	vaH	navaH	True
18394	nava	vam	navam	True
18401	navaka	kam	navakam	True
18402	navata	taH	navataH	True
18406	navama	mI	navamI	True
18412	nazwa	zwam	nazwam	True
18418	nastaH	stam	nastam	True
18418	nastaH	stA	nastA	True
18422	nasya	syam	nasyam	True
18422	nasya	syA	nasyA	True
18427	nahuzya	zyaH	nahuzyaH	True
18429	nAka	kaH	nAkaH	True
18433	nAkzatra	traH	nAkzatraH	True
18433	nAkzatra	tram	nAkzatram	True
18434	nAkzatrika	kaH	nAkzatrikaH	True
18434	nAkzatrika	kI	nAkzatrikI	True
18435	nAga	gaH	nAgaH	True
18435	nAga	gam	nAgam	True
18435	nAga	gI	nAgI	True
18437	nAgara	raH	nAgaraH	True
18437	nAgara	ram	nAgaram	True
18437	nAgara	rI	nAgarI	True
18438	nAgaraka	kaH	nAgarakaH	True
18438	nAgaraka	kam	nAgarakam	True
18446	nAciketaH	tam	nAciketam	True
18448	nAwakam	kaH	nAwakaH	True
18448	nAwakam	kI	nAwakI	True
18449	nAwakIya	yA	nAwakIyA	True
18454	nAwyam	wyaH	nAwyaH	True
18458	nAqiMDama	maH	nAqiMDamaH	True
18466	nAtraH	tram	nAtram	True
18475	nAdeya	yam	nAdeyam	True
18475	nAdeya	yI	nAdeyI	True
18476	nAdya	dyam	nAdyam	True
18486	nAndana	nam	nAndanam	True
18492	nApityam	tyaH	nApityaH	True
18497	nABi	BiH	nABiH	True
18501	nABya	ByaH	nAByaH	True
18514	nAyaka	kaH	nAyakaH	True
18517	nAra	raH	nAraH	True
18517	nAra	rA	nArA	True
18517	nAra	ram	nAram	True
18518	nAraka	kaH	nArakaH	True
18520	nAraNgaH	Ngam	nAraNgam	True
18520	nAraNgaH	Ngakam	nAgaraNgakam	True
18522	nArasiMha	haH	nArasiMhaH	True
18525	nArAyaRaH	RI	nArAyaRI	True
18527	nArikeraH	lI	NarikelI	False
18534	nAla	lam	nAlam	True
18534	nAla	laH	nAlaH	True
18538	nAlikaH	kA	nAlikA	True
18538	nAlikaH	kam	nAlikam	True
18541	nAlIkaH	kam	nAlIkam	True
18548	nAvya	vyam	nAvyam	True
18548	nAvya	vyA	nAvyA	True
18554	nASana	nam	nASanam	True
18568	nAsikya	kyaH	nAsikyaH	True
18568	nAsikya	kyO	nAsikyO	True
18571	nAsiram	raH	nAsiraH	True
18585	niHSaNka	Nkam	niHSaNkam	True
18590	niHSeza	zam	niHSezam	True
18590	niHSeza	zeRa	niHSezeRa	True
18595	niHSvasita	tam	niHSvasitam	True
18598	niHsaMga	gaH	niHsaMgaH	True
18614	niHsvanaH	naH	niHsvanaH	True
18617	nikawa	waH	nikawaH	True
18617	nikawa	wam	nikawam	True
18619	nikAma	maH	nikAmaH	True
18619	nikAma	mam	nikAmam	True
18619	nikAma	mam	nikAmam	True
18642	nikfta	tam	nikftam	True
18643	nikfti	tiH	nikftiH	True
18647	nikfntana	nam	nikfntanam	True
18650	nikfzwa	zwam	nikfzwam	True
18653	niketanaH	nam	niketanam	True
18671	niKarva	rvam	niKarvam	True
18672	niKila	lena	niKilena	True
18673	nigaqa	qaH	nigaqaH	True
18673	nigaqa	qam	nigaqam	True
18680	nigadita	tam	nigaditam	True
18689	nigu	guH	niguH	True
18693	nigaraRam	RaH	nigaraRaH	True
18697	nigUQa	Qam	nigUQam	True
18706	nigrahaRa	Ram	nigrahaRam	True
18709	niGa	GaH	niGaH	True
18718	niGfzva	zvaH	niGfzvaH	True
18718	niGfzva	zvam	niGfzvam	True
18742	niRya	Ryam	niRyam	True
18745	nitambavat	tI	nitambavatI	True
18746	nitambin	nI	nitambinI	True
18749	nitAnta	tam	nitAntam	True
18750	nitya	tyaH	nityaH	True
18750	nitya	tyA	nityA	True
18750	nitya	tyam	nityam	True
18750	nitya	tyam	nityam	True
18756	nida	dam	nidam	True
18761	nidigDa	gDA	nidigDA	True
18767	nideSin	nI	nideSinI	True
18770	nidarSana	nam	nidarSanam	True
18770	nidarSana	nA	nidarSanA	True
18776	nidrAlu	luH	nidrAluH	True
18778	niDana	naH	niDanaH	True
18778	niDana	nam	niDanam	True
18778	niDana	naH	niDanaH	True
18778	niDana	nam	niDanam	True
18793	ninAdita	tam	ninAditam	True
18810	nipaH	paH	nipaH	True
18817	nipAtana	nam	nipAtanam	True
18828	nipIqanam	nA	nipIqanA	True
18830	nipuRa	Ram	nipuRam	True
18830	nipuRa	Ram	nipuRam	True
18837	nibanDaH	Dam	nibanDam	True
18841	nibarhaRa	nam	nibarhaRam	True
18848	niBa	BaH	niBaH	True
18848	niBa	Bam	niBam	True
18853	niBfta	tA	niBftA	True
18853	niBfta	tam	niBftam	True
18853	niBfta	tam	niBftam	True
18884	nimna	mna	nimna	True
18894	niyata	tam	niyatam	True
18894	niyata	tam	niyatam	True
18902	niyAmaka	kaH	niyAmakaH	True
18908	niyukta	ktaH	niyuktaH	True
18908	niyukta	ktam	niyuktam	True
18915	niyojanam	nI	niyojanI	True
18931	nirasta	staH	nirastaH	True
18931	nirasta	stam	nirastam	True
18932	nirasana	nam	nirasanam	True
18934	nirasa	saH	nirasaH	True
18953	nirukta	ktam	niruktam	True
18959	nirUQa	QaH	nirUQaH	True
18986	nirGarzaRaka	kam	nirGarzaRakam	True
18995	nirjita	indriyaH	nirjitendriyaH	True
18996	nirJaraH	raH	nirJaraH	True
19019	nirdara	raH	nirdaraH	True
19019	nirdara	ram	nirdaram	True
19023	nirdahana	nam	nirdahanam	True
19026	nirdigDa	gDA	nirdigDA	True
19037	nirDUta	taH	nirDUtaH	True
19064	nirmanTya	Tyam	nirmanTyam	True
19068	nirmARam	RA	nirmARA	True
19071	nirmAlya	lyam	nirmAlyam	True
19073	nirmukta	ktaH	nirmuktaH	True
19109	nirvapaRa	Ram	nirvapaRam	True
19122	nirvAhaRa	Ram	nirvAhaRam	True
19125	nirvARa	Ram	nirvARam	True
19139	nirvfta	tam	nirvftam	True
19174	nivat	tA	nivattA	False
19179	nivara	raH	nivaraH	True
19190	nivAta	taH	nivAtaH	True
19190	nivAta	tam	nivAtam	True
19198	nivedanam	naH	nivedanaH	True
19201	nivirISa	sA	nivirIsA	True
19206	niveSanam	nI	niveSanI	False
19207	niviSeza	zaH	niviSezaH	True
19208	nivItam	taH	nivItaH	True
19208	nivItam	tam	nivItam	True
19213	nivfta	taH	nivftaH	True
19213	nivfta	tam	nivftam	True
19217	nivartana	nam	nivartanam	True
19220	nivftta	ttam	nivfttam	True
19224	nivezya	zyaH	nivezyaH	True
19224	nivezya	zyam	nivezyam	True
19233	niSAnta	tam	niSAntam	True
19241	niSita	tam	niSitam	True
19241	niSita	tA	niSitA	True
19244	niSArukaH	kam	niSArukam	True
19252	niScala	lA	niScalA	True
19260	niScita	tam	niScitam	True
19260	niScita	tam	niScitam	True
19278	nizadanam	naH	nizadanaH	True
19280	nizadvaraH	rA	nizadvarA	False
19280	nizadvaraH	rI	nizadvarI	True
19283	nizaDa	DAH	nizaDAH	True
19283	nizaDa	DaH	nizaDaH	True
19283	nizaDa	DA	nizaDA	True
19296	nizUdanam	naH	nizUdanaH	True
19302	nizkaH	zkaH	nizkaH	True
19320	nizkfta	tam	nizkftam	True
19325	nizkarzaH	zam	nizkarzam	True
19345	nizwya	zwyaH	nizwyaH	True
19345	nizwya	zwyA	nizwyA	True
19346	nizWa	zWA	nizWA	True
19355	nizWyUta	tam	nizWyUtam	True
19357	nizWura	ram	nizWuram	True
19368	nizpanda	ndaH	nizpandaH	True
19375	nizpAva	vaH	nizpAvaH	True
19383	nisUdana	nam	nisUdanam	True
19399	nispanda	daH	nispandaH	True
19413	nihIna	naH	nihInaH	True
19422	nIta	tam	nItam	True
19425	nITaH	TA	nITA	True
19425	nITaH	TA	nITA	True
19425	nITaH	Tam	nITam	True
19431	nIca	caH	nIcaH	True
19431	nIca	cA	nIcA	True
19431	nIca	cam	nIcam	True
19443	nIpa	paH	nIpaH	True
19443	nIpa	pam	nIpam	True
19449	nIla	laH	nIlaH	True
19449	nIla	lA	nIlA	True
19449	nIla	le	nIle	True
19449	nIla	lam	nIlam	True
19450	nIlakam	kaH	nIlakaH	True
19458	nIvaraH	ram	nIvaram	True
19477	nUtana	nam	nUtanam	True
19484	nfmRa	mRaH	nfmRaH	True
19484	nfmRa	mRam	nfmRam	True
19494	nfSaMsa	sam	nfSaMsam	True
19497	nfSaMsya	syam	nfSaMsyam	True
19515	nepaH	pam	nepam	True
19517	nepAlaH	lAH	nepAlAH	False
19517	nepAlaH	lam	nepAlam	True
19517	nepAlaH	lI	nepAlI	True
19520	nema	maH	nemaH	True
19521	nemiH	miH	nemiH	True
19529	nEka	kaH	nEkaH	True
19532	nEkawika	kaH	nEkawikaH	True
19536	nEgama	maH	nEgamaH	True
19539	nEcASAKa	Kam	nEcASAKam	True
19545	nEtyaka	kam	nEtyakam	True
19550	nEDana	nam	nEDanam	True
19553	nEpAla	lI	nEpAlI	True
19554	nEpAlika	kam	nEpAlikam	True
19560	nEmitta	ttaH	nEmittaH	True
19561	nEmittika	kaH	nEmittikaH	True
19561	nEmittika	kam	nEmittikam	True
19562	nEmiza	zam	nEmizam	True
19567	nEyamika	kam	nEyamikam	True
19577	nErftaH	tam	nErftam	True
19587	nErvAhika	kam	nErvAhikam	True
19602	nEzkika	kaH	nEzkikaH	True
19606	nEzWika	kaH	nEzWikaH	True
19626	nyakza	kzaH	nyakzaH	True
19626	nyakza	kzam	nyakzam	True
19627	nyagroDaH	DI	nyagroDI	True
19632	nyaYcanam	nI	nyaYcanI	True
19659	nyubja	bjaH	nyubjaH	True
19659	nyubja	bjam	nyubjam	True
19660	nyUna	nam	nyUnam	True
19660	nyUna	nam	nyUnam	True
19667	pa	paH	paH	True
19687	pakzya	kzyaH	pakzyaH	True
19693	paNkila	laH	paNkilaH	True
19695	paNkeruh	haH	paNkeruhaH	True
19701	paNgu	guH	paNguH	True
19704	paNgula	laH	paNgulaH	True
19710	pakva	kvam	pakvam	True
19714	paca	caH	pacaH	True
19714	paca	cA	pacA	True
19717	pacata	taH	pacataH	True
19717	pacata	tam	pacatam	True
19718	pacana	naH	pacanaH	True
19718	pacana	nA	pacanA	True
19718	pacana	nI	pacanI	True
19718	pacana	nam	pacanam	True
19723	pacelima	maH	pacelimaH	True
19728	pajra	jraH	pajraH	True
19733	paYcaka	kaH	paYcakaH	True
19733	paYcaka	kam	paYcakam	True
19733	paYcaka	kam	paYcakam	True
19736	paYcatA	paYcatAM	paYcatAM	False
19736	paYcatA	tvam gam	paYcatvam	True
19736	paYcatA	yA	paYcatAyA	False
19740	paYcama	maH	paYcamaH	True
19740	paYcama	mam	paYcamam	True
19740	paYcama	mam	paYcamam	True
19740	paYcama	mI	paYcamI	True
19748	paYcAlAH	laH	paYcAlaH	True
19754	paYjaram	raH	paYjaraH	True
19754	paYjaram	ram	paYjaram	True
19754	paYjaram	raH	paYjaraH	True
19759	pawaH	waH	pawaH	True
19759	pawaH	wam	pawam	True
19761	pawamaya	yaH	pawamayaH	True
19762	pawaccaraH	ram	pawaccaram	True
19765	pawalam	laH	pawalaH	True
19765	pawalam	lI	pawalI	True
19765	pawalam	laH	pawalaH	True
19765	pawalam	lam	pawalam	True
19775	pawIra	raH	pawIraH	True
19775	pawIra	ram	pawIram	True
19776	pawu	wuH	pawuH	True
19776	pawu	wu	pawu	True
19776	pawu	wu	pawu	True
19779	pawolaH	lam	pawolam	True
19781	pawwaH	wwI	pawwI	True
19810	paRita	tam	paRitam	True
19812	paRya	RyaH	paRyaH	True
19820	paRqita	taH	paRqitaH	True
19821	paRqitaka	kaH	paRqitakaH	True
19826	pata	taH	pataH	True
19827	pataka	kaH	patakaH	True
19828	pataNgaH	Ngam	pataNgam	True
19838	patanIya	yam	patanIyam	True
19842	patita	tam	patitam	True
19843	patera	raH	pateraH	True
19850	patAkin	nI	patAkinI	True
19869	patrala	lam	patralam	True
19878	paTakaH	kaH	paTakaH	True
19878	paTakaH	kam	paTakam	True
19884	paTya	TyA	paTyA	True
19884	paTya	Tyam	paTyam	True
19887	padam	daH	padaH	True
19888	padakam	kaH	padakaH	True
19897	padika	kaH	padikaH	True
19897	padika	kam	padikam	True
19902	panna	nnam	pannam	True
19903	padma	dmam	padmam	True
19903	padma	dmaH	padmaH	True
19903	padma	dmA	padmA	True
19911	padya	dyaH	padyaH	True
19911	padya	dyA	padyA	True
19911	padya	dyam	padyam	True
19919	panasaH	sA	panasA	False
19919	panasaH	sI	panasI	True
19919	panasaH	sam	panasam	True
19926	papu	puH	papuH	True
19930	payasya	syaH	payasyaH	True
19930	payasya	syA	payasyA	True
19932	payasvala	laH	payasvalaH	True
19933	payasvin	nI	payasvinI	True
19937	para	raH	paraH	True
19937	para	ram	param	True
19938	parakIya	yA	parakIyA	True
19942	paratra	tram	paratram	True
19944	paraMtapa	paH	paraMtapaH	True
19945	parama	mam	paramam	True
19945	parama	mam	paramam	True
19951	paramezWa	zWaH	paramezWaH	True
19953	paraMpara	raH	paraMparaH	True
19953	paraMpara	rA	paraMparA	True
19959	paraYjaH	jA	paraYjA	False
19959	paraYjaH	jam	paraYjam	True
19969	parAka	kaH	parAkaH	True
19986	parAcIna	nam	parAcInam	True
20032	parAsaH	sam	parAsam	True
20036	parAsu	parAsutA	parAsutA	True
20036	parAsu	parAsutvam	parAsutvam	True
20040	parAhata	tam	parAhatam	True
20040	parAhata	tiH	parAhatiH	True
20075	parikrAnta	tam	parikrAntam	True
20082	pariklizwa	zwam	pariklizwam	True
20085	parikvaRana	naH	parikvaRanaH	True
20132	pariGaH	GO	pariGO	False
20144	paricara	raH	paricaraH	True
20145	paricaraRaH	Ram	paricaraRam	True
20196	pariRata	taH	pariRataH	True
20196	pariRata	tam	pariRatam	True
20220	paritakmya	kmyA	paritakmyA	True
20234	paritozaRa	Ram	paritozaRam	True
20240	parityakta	ktam	parityaktam	True
20269	pariDAnIyam	yA	pariDAnIyA	True
20284	parinirvARa	Ram	parinirvARam	True
20326	paripelava	vam	paripelavam	True
20337	pariplava	vaH	pariplavaH	True
20338	paripluta	tam	pariplutam	True
20338	paripluta	tA	pariplutA	True
20338	paripluta	ti	paripluti	False
20349	paribfMhita	tam	paribfMhitam	True
20386	parimaRqala	lam	parimaRqalam	True
20386	parimaRqala	laH	parimaRqalaH	True
20430	parimlAna	nam	parimlAnam	True
20463	parivAdin	nI	parivAdinI	True
20493	parivIta	tam	parivItam	True
20494	parivfQa	QaH	parivfQaH	True
20500	parivfta	tam	parivftam	True
20507	parivartita	tam	parivartitam	True
20510	parivftta	ttam	parivfttam	True
20520	parivedanam	nA	parivedanA	True
20538	pariSizwa	zwam	pariSizwam	True
20548	pariSuzka	zkam	pariSuzkam	True
20568	parizkaRRa	RRaH	parizkaRRaH	True
20569	parizkanda	ndaH	parizkandaH	True
20585	parisaMvatsara	raH	parisaMvatsaraH	True
20642	parihArya	ryaH	parihAryaH	True
20667	paruza	zam	paruzam	True
20672	pareta	taH	paretaH	True
20677	parokza	kzaH	parokzaH	True
20677	parokza	kzam	parokzam	True
20685	parkawaH	wam	parkawam	True
20690	parRam	rRaH	parRaH	True
20701	parpawaH	wI	parpawI	True
20704	parparIRam	RaH	parparIRaH	True
20714	paryanta	taH	paryantaH	True
20752	paryApta	ptam	paryAptam	True
20769	paryukzaRam	RI	paryukzaRI	True
20806	palaH	lam	palam	True
20809	palaMkazaH	zA	palaMkazA	True
20811	palalaH	lam	palalam	True
20826	palASa	SaH	palASaH	True
20826	palASa	Sam	palASam	True
20826	palASa	SI	palASI	True
20833	palita	tam	palitam	True
20845	pallavaH	vaH	pallavaH	True
20849	pallavikaH	kA	pallavikA	True
20850	pallavita	taH	pallavitaH	True
20856	pavaH	vA	pavA	True
20856	pavaH	vam	pavam	True
20858	pavana	naH	pavanaH	True
20858	pavana	nam	pavanam	True
20858	pavana	nI	pavanI	True
20860	pavita	tam	pavitam	True
20864	pavitra	tram	pavitram	True
20864	pavitra	trA	pavitrA	True
20877	paSavya	vyam	paSavyam	True
20880	paSca	ScA	paScA	True
20891	pastyam	styA	pastyA	True
20893	paspaSaH	SAH	paspaSAH	True
20901	pAMsana	nam	pAMsanam	True
20905	pAMsula	laH	pAMsulaH	True
20905	pAMsula	laH	pAMsulaH	True
20905	pAMsula	lam	pAMsulam	True
20905	pAMsula	lA	pAMsulA	True
20907	pAka	kaH	pAkaH	True
20913	pAkya	kyaH	pAkyaH	True
20916	pAkzika	kaH	pAkzikaH	True
20922	pAcaka	kaH	pAcakaH	True
20922	pAcaka	kam	pAcakam	True
20923	pAcana	naH	pAcanaH	True
20923	pAcana	nam	pAcanam	True
20924	pAcanakaH	kam	pAcanakam	True
20926	pAcala	laH	pAcalaH	True
20935	pAYcanada	daH	pAYcanadaH	True
20937	pAYcayajYika	kam	pAYcayajYikam	True
20942	pAYcAla	laH	pAYcAlaH	True
20942	pAYcAla	lAH	pAYcAlAH	False
20943	pAYcAlaka	kaH	pAYcAlakaH	True
20949	pAwaH	wA	pAwA	True
20954	pAwala	laH	pAwalaH	True
20954	pAwala	lam	pAwalam	True
20962	pAwalika	kaH	pAwalikaH	True
20974	pAWadvya	m	pAWadvyam	True
20977	pARiH	RiH	pARiH	True
20980	pARika	kaH	pARikaH	True
20983	pARinIya	yaH	pARinIyaH	True
20983	pARinIya	yam	pARinIyam	True
20984	pARqara	ram	pARqaram	True
20991	pARqu	RquH	pARquH	True
20994	pARqura	ram	pARquram	True
20997	pARqyAH	RqyaH	pARqyaH	True
21003	pAtana	nam	pAtanam	True
21007	pAtuka	kaH	pAtukaH	True
21013	pAtaYjala	lam	pAtaYjalam	True
21014	pAtAlam	laH	pAtAlaH	True
21021	pAtram	traH	pAtraH	True
21021	pAtram	trI	pAtrI	True
21023	pAtrawa	waH	pAtrawaH	True
21028	pAtrika	kam	pAtrikam	True
21028	pAtrika	kI	pAtrikI	True
21028	pAtrika	kA	pAtrikA	True
21037	pATaH	Tam	pATam	True
21045	pAdAtaH	tam	pAdAtam	True
21050	pAduka	kA	pAdukA	True
21050	pAduka	kam	pAdukam	True
21053	pAdya	dyam	pAdyam	True
21058	pAnam	naH	pAnaH	True
21062	pAnIya	yam	pAnIyam	True
21064	pApa	pam	pApam	True
21064	pApa	pam	pApam	True
21064	pApa	paH	pApaH	True
21064	pApa	pA	pApA	True
21065	pApaka	kaH	pApakaH	True
21065	pApaka	kam	pApakam	True
21067	pApala	lam	pApalam	True
21074	pAmara	raH	pAmaraH	True
21078	pAyanam	nA	pAyanA	True
21081	pAyya	yyam	pAyyam	True
21082	pAyasa	saH	pAyasaH	True
21082	pAyasa	sam	pAyasam	True
21082	pAyasa	sam	pAyasam	True
21088	pAraH	raH	pAraH	True
21090	pArya	ryam	pAryam	True
21092	pArakya	kyaH	pArakyaH	True
21092	pArakya	kyam	pArakyam	True
21097	pAraRa	RaH	pAraRaH	True
