Lnum	basehw	suffix	resolution
17135	dagDa	gDA	dagDA
17135	dagDa	gDam	dagDam
17138	dAhaka	kaH	dAhakaH
17143	dahara	raH	daharaH
17144	dahra	hraH	dahraH
17146	datta	ttaH	dattaH
17146	datta	ttam	dattam
17150	dattrima	maH	dattrimaH
17155	dAtavya	vyam	dAtavyam
17159	dAtvaH	tvam	dAtvam
17160	dAnam	naH	dAnaH
17163	dAnIya	yam	dAnIyam
17164	dAnu	nuH	dAnuH
17170	deya	yam	deyam
17171	dAkza	kzam	dAkzam
17172	dAkzAyaRa	RaH	dAkzAyaRaH
17172	dAkzAyaRa	Ram	dAkzAyaRam
17178	dAkziRa	RA	dAkziRA
17178	dAkziRa	Ram	dAkziRam
17179	dAkziRAtya	tyaH	dAkziRAtyaH
17181	dAkziRya	Ryam	dAkziRyam
17188	dAqimaH	mam	dAqimam
17192	dARqa	RqA	dARqA
17194	dARqAjinika	kaH	dARqAjinikaH
17199	dADika	kam	dADikam
17213	dAmBika	kaH	dAmBikaH
17215	dAyaka	kaH	dAyakaH
17217	dAraH	rAH	dArAH
17218	dAraka	kaH	dArakaH
17219	dAraRam	RI	dAraRI
17226	dAradaH	daH	dAradaH
17226	dAradaH	dam	dAradam
17226	dAradaH	dAH	dAradAH
17228	dAru	ruH	dAruH
17228	dAru	ru	dAru
17229	dArukaH	kA	dArukA
17230	dAruRa	RaH	dAruRaH
17230	dAruRa	Ram	dAruRam
17255	dASeyaH	yI	dASeyI
17261	dASArhAH	rhaH	dASArhaH
17263	dASerakaH	kAH	dASerakAH
17285	diDizAyya	yyam	diDizAyyam
17305	divya	vyaH	divyaH
17305	divya	vyam	divyam
17312	dizwa	zwaH	dizwaH
17312	dizwa	zwam	dizwam
17319	digDa	gDaH	digDaH
17323	dIna	naH	dInaH
17323	dIna	nam	dInam
17323	dIna	nA	dInA
17331	dIkzita	taH	dIkzitaH
17333	dIdivi	viH	dIdiviH
17340	dIpaka	kaH	dIpakaH
17340	dIpaka	kam	dIpakam
17341	dIpana	nam	dIpanam
17341	dIpana	naH	dIpanaH
17341	dIpana	nI	dIpanI
17342	dIpanIya	yaH	dIpanIyaH
17342	dIpanIya	yam	dIpanIyam
17347	dIpta	ptaH	dIptaH
17347	dIpta	ptam	dIptam
17348	dIptakaH	kam	dIptakam
17350	dIptimat	tI	dIptimatI
17351	dIpya	pyam	dIpyam
17353	dIpra	praH	dIpraH
17354	dIrGa	rGaH	dIrGaH
17354	dIrGa	rGA	dIrGA
17354	dIrGa	rGam	dIrGam
17363	duHKa	Kam	duHKam
17367	duHKita	tam	duHKitam
17391	durodaraH	ram	durodaram
17401	duzwa	zwA	duzwA
17401	duzwa	zwam	duzwam
17404	dUzaka	kaH	dUzakaH
17405	dUzaRa	Ram	dUzaRam
17405	dUzaRa	RaH	dUzaRaH
17410	dUzita	tA	dUzitA
17410	dUzita	tam	dUzitam
17412	dUzya	zyam	dUzyam
17412	dUzya	zyA	dUzyA
17417	dozika	kaH	dozikaH
17423	dugDa	gDam	dugDam
17425	duGa	GA	duGA
17428	doGa	GaH	doGaH
17430	dohana	nam	dohanam
17430	dohana	nI	dohanI
17432	dohya	hyam	dohyam
17432	dohya	hyA	dohyA
17445	dUra	ram	dUram
17445	dUra	dUrAt	dUrAt
17455	dfta	tA	dftA
17463	dfQa	Qam	dfQam
17463	dfQa	Qam	dfQam
17473	darpaka	kaH	darpakaH
17474	darpaRaH	Ram	darpaRam
17476	dfpta	ptaH	dfptaH
17479	dfbDa	bDam	dfbDam
17485	darSa	rSaH	darSaH
17485	darSa	darSa	darSa
17485	darSa	darSam	darSam
17486	darSaka	kaH	darSakaH
17487	darSata	taH	darSataH
17488	darSana	nam	darSanam
17498	dfSAnaH	nam	dfSAnam
17500	dfSiH	SiH	dfSiH
17501	dfSIka	kA	dfSIkA
17501	dfSIka	kam	dfSIkam
17502	dfSya	SyaH	dfSyaH
17502	dfSya	Syam	dfSyam
17504	dfzwa	zwam	dfzwam
17509	dfzadvat	tI	dfzadvatI
17512	dIrRa	rRam	dIrRam
17517	deva	vaH	devaH
17517	deva	vam	devam
17518	devaka	kaH	devakaH
17526	devanaH	nam	devanam
17526	devanaH	nA	devanA
17528	devayu	yuH	devayuH
17536	devitavya	vyam	devitavyam
17547	deSika	kaH	deSikaH
17552	deSya	SyaH	deSyaH
17552	deSya	Syam	deSyam
17557	dehaH	haH	dehaH
17557	dehaH	hI	dehI
17561	dehin	nI	dehinI
17575	dEva	vaH	dEvaH
17575	dEva	vam	dEvam
17575	dEva	vI	dEvI
17577	dEvata	tam	dEvatam
17579	dEvatya	tyam	dEvatyam
17580	dEvika	kam	dEvikam
17582	dEvya	vyam	dEvyam
17588	dESika	kaH	dESikaH
17588	dESika	kam	dESikam
17589	dEzwika	kaH	dEzwikaH
17591	dEhya	hyaH	dEhyaH
17621	dOkUlaH	lam	dOkUlam
17652	dOzkula	lam	dOzkulam
17652	dOzkula	lyam	dOzkulyam
17657	dOhitraH	tram	dOhitram
17665	dyukzaH	kzaH	dyukzaH
17672	dyotana	naH	dyotanaH
17672	dyotana	nam	dyotanam
17674	dyotani	niH	dyotaniH
17684	dyUna	nam	dyUnam
17692	drapsa	psaH	drapsaH
17692	drapsa	psam	drapsam
17697	drava	vaH	dravaH
17716	drARa	Ram	drARam
17723	drAGizWa	zWaH	drAGizWaH
17730	drAvaka	kaH	drAvakaH
17730	drAvaka	kam	drAvakam
17735	drAviqaH	qAH	drAviqAH
17735	drAviqaH	qI	drAviqI
17736	drAviqakaH	kam	drAviqakam
17740	druta	taH	drutaH
17740	druta	tam	drutam
17740	druta	tam	drutam
17746	druRaH	Ram	druRam
17755	drugDa	gDam	drugDam
17761	druhaH	hI	druhI
17767	drURaH	Ram	drURam
17771	droRaH	RaH	droRaH
17771	droRaH	Ram	droRam
17771	droRaH	Ram	droRam
17777	drORika	kI	drORikI
17783	dvandaH	dam	dvandam
17784	dvandvam	ndvaH	dvandvaH
17788	dvaya	yam	dvayam
17788	dvaya	yI	dvayI
17794	dvAram	rI	dvArI
17800	dvika	kaH	dvikaH
17801	dvitaya	yam	dvitayam
17802	dvitIya	yaH	dvitIyaH
17802	dvitIya	yA	dvitIyA
17802	dvitIya	yam	dvitIyam
17802	dvitIya	yam	dvitIyam
17817	dvizwa	zwam	dvizwam
17819	dvezaRa	RaH	dvezaRaH
17819	dvezaRa	Ram	dvezaRam
17822	dvezya	zyaH	dvezyaH
17823	dvIpaH	pam	dvIpam
17824	dvIpavat	tI	dvIpavatI
17835	dvEDa	Dam	dvEDam
17835	dvEDa	Dam	dvEDam
17842	dvEpa	paH	dvEpaH
17842	dvEpa	pam	dvEpam
17846	dvEmAtura	raH	dvEmAturaH
17848	dvEraTam	TaH	dvEraTaH
17856	Da	DaH	DaH
17856	Da	Dam	Dam
17863	Dawin	nI	DawinI
17870	Danavat	tI	DanavatI
17873	Danika	kaH	DanikaH
17873	Danika	kaH	DanikaH
17873	Danika	kam	Danikam
17873	Danika	kA	DanikA
17875	DanizWa	zWA	DanizWA
17884	Danya	nyaH	DanyaH
17884	Danya	nyA	DanyA
17884	Danya	nyam	Danyam
17887	Danvam	nvaH	DanvaH
17889	DanvanaH	nam	Danvanam
17895	Dama	maH	DamaH
17899	Damana	naH	DamanaH
17899	Damana	nam	Damanam
17906	Dara	raH	DaraH
17906	Dara	ram	Daram
17907	DaraRa	RaH	DaraRaH
17907	DaraRa	Rama	DaraRam
17913	DaruRa	RaH	DaruRaH
17913	DaruRa	Ram	DaruRam
17918	DarmaH	rmam	Darmam
17926	DarmizWa	zWaH	DarmizWaH
17930	Darzaka	kaH	DarzakaH
17933	Darzita	tam	Darzitam
17933	Darzita	tA	DarzitA
17934	Darzin	RI	DarziRI
17936	Davala	laH	DavalaH
17936	Davala	lam	Davalam
17936	Davala	lA	DavalA
17936	Davala	lI	DavalI
17952	DAnam	nI	DAnI
17976	DAra	raH	DAraH
17977	DAraka	kaH	DArakaH
17977	DAraka	kA	DArakA
17977	DAraka	DArikA	DArikA
17978	DAraRa	RO	DAraRO
17978	DAraRa	Ram	DAraRam
17978	DAraRa	RI	DAraRI
17987	DArita	tam	DAritam
17990	DArya	ryam	DAryam
17993	DArmika	kaH	DArmikaH
17998	DAvaka	kaH	DAvakaH
18011	Dikkfta	tam	Dikkftam
18018	DizaRaH	Ram	DizaRam
18018	DizaRaH	RA	DizaRA
18020	DizRya	zRyaH	DizRyaH
18020	DizRya	zRyam	DizRyam
18028	DIra	raH	DIraH
18028	DIra	ram	DIram
18028	DIra	ram	DIram
18033	DIvaraH	ram	DIvaram
18033	DIvaraH	rI	DIvarI
18037	Duta	ti	Duti
18049	DurIRa	RaH	DurIRaH
18049	DurIRa	yaH	DuryaH
18050	Durya	ryaH	DuryaH
18050	Durya	ryam	Duryam
18061	DUta	tA	DUtA
18064	DUnanaH	nam	DUnanam
18075	DUmala	laH	DUmalaH
18081	DUmita	tA	DUmitA
18082	DUmin	nI	DUminI
18084	DUmra	mraH	DUmraH
18084	DUmra	mrA	DUmrA
18084	DUmra	mram	DUmram
18087	DUrta	rtaH	DUrtaH
18087	DUrta	rtam	DUrtam
18095	DUsara	raH	DUsaraH
18102	Dfta	tam	Dftam
18112	Dfzu	zuH	DfzuH
18113	Dfzwa	zwaH	DfzwaH
18113	Dfzwa	zwA	DfzwA
18120	DenaH	nA	DenA
18126	Deya	yam	Deyam
18136	DOta	tam	DOtam
18144	DOreya	yaH	DOreyaH
18156	DyAma	mam	DyAmam
18165	DyAnin	budDaH	DyAnibudDaH
18165	DyAnin	boDisattvaH	DyAniboDisattvaH
18181	Druva	vaH	DruvaH
18181	Druva	vam	Druvam
18181	Druva	vA	DruvA
18181	Druva	vam	Druvam
18188	DvaMsaH	sI	DvaMsI
18190	DvaMsana	nam	DvaMsanam
18200	Dvajin	nI	DvajinI
18207	Dvanita	tam	Dvanitam
18214	na	naH	naH
18219	nakulaH	lI	nakulI
18221	nakta	ktam	naktam
18225	nakraH	kram	nakram
18225	nakraH	krA	nakrA
18231	naKaH	Kam	naKam
18231	naKaH	KaH	naKaH
18248	nagna	gnaH	nagnaH
18248	nagna	gnA	nagnA
18249	nagnaka	kaH	nagnakaH
18266	naqaH	qaH	naqaH
18272	naqvala	lam	naqvalam
18272	naqvala	lA	naqvalA
18275	nata	tam	natam
18287	nadAla	lam	nadAlam
18295	nandaH	dI	nandI
18296	nandaka	kaH	nandakaH
18300	nandana	naH	nandanaH
18300	nandana	nA	nandanA
18300	nandana	nam	nandanam
18302	nandanta	ntaH	nandantaH
18302	nandanta	tI	nandantI
18304	nandiH	diH	nandiH
18305	nandikaH	kA	nandikA
18306	nandin	nI	nandinI
18312	napuMsakaH	kam	napuMsakam
18316	naBa	BaH	naBaH
18316	naBa	Bam	naBam
18316	naBa	BA	naBA
18317	naBanu	nu	naBanu
18320	naBasa	saH	naBasaH
18322	naBasya	syaH	naBasyaH
18324	naBya	Byam	naByam
18329	namata	taH	namataH
18329	namata	tam	namatam
18330	namanam	naH	namanaH
18335	namasya	syA	namasyA
18340	namraka	kaH	namrakaH
18346	naya	yaH	nayaH
18348	nayanam	nA	nayanA
18348	nayanam	nI	nayanI
18355	narya	ryaH	naryaH
18355	narya	ryO	naryO
18355	narya	ryam	naryam
18356	narakaH	kaH	narakaH
18362	narta	rtaH	nartaH
18363	nartakaH	kI	nartakI
18364	nartanaH	nam	nartanam
18372	nardita	taH	narditaH
18372	nardita	tam	narditam
18386	nalaH	lam	nalam
18390	nalinaH	nam	nalinam
18394	nava	vaH	navaH
18394	nava	vam	navam
18401	navaka	kam	navakam
18402	navata	taH	navataH
18406	navama	mI	navamI
18412	nazwa	zwam	nazwam
18418	nastaH	stam	nastam
18418	nastaH	stA	nastA
18422	nasya	syam	nasyam
18422	nasya	syA	nasyA
18427	nahuzya	zyaH	nahuzyaH
18429	nAka	kaH	nAkaH
18433	nAkzatra	traH	nAkzatraH
18433	nAkzatra	tram	nAkzatram
18434	nAkzatrika	kaH	nAkzatrikaH
18434	nAkzatrika	kI	nAkzatrikI
18435	nAga	gaH	nAgaH
18435	nAga	gam	nAgam
18435	nAga	gI	nAgI
18437	nAgara	raH	nAgaraH
18437	nAgara	ram	nAgaram
18437	nAgara	rI	nAgarI
18438	nAgaraka	kaH	nAgarakaH
18438	nAgaraka	kam	nAgarakam
18446	nAciketaH	tam	nAciketam
18448	nAwakam	kaH	nAwakaH
18448	nAwakam	kI	nAwakI
18449	nAwakIya	yA	nAwakIyA
18454	nAwyam	wyaH	nAwyaH
18458	nAqiMDama	maH	nAqiMDamaH
18466	nAtraH	tram	nAtram
18475	nAdeya	yam	nAdeyam
18475	nAdeya	yI	nAdeyI
18476	nAdya	dyam	nAdyam
18486	nAndana	nam	nAndanam
18492	nApityam	tyaH	nApityaH
18497	nABi	BiH	nABiH
18501	nABya	ByaH	nAByaH
18514	nAyaka	kaH	nAyakaH
18517	nAra	raH	nAraH
18517	nAra	rA	nArA
18517	nAra	ram	nAram
18518	nAraka	kaH	nArakaH
18520	nAraNgaH	Ngam	nAraNgam
18520	nAraNgaH	Ngakam	nAgaraNgakam
18522	nArasiMha	haH	nArasiMhaH
18525	nArAyaRaH	RI	nArAyaRI
18527	nArikeraH	lI	NarikelI
18534	nAla	lam	nAlam
18534	nAla	laH	nAlaH
18538	nAlikaH	kA	nAlikA
18538	nAlikaH	kam	nAlikam
18541	nAlIkaH	kam	nAlIkam
18548	nAvya	vyam	nAvyam
18548	nAvya	vyA	nAvyA
18554	nASana	nam	nASanam
18568	nAsikya	kyaH	nAsikyaH
18568	nAsikya	kyO	nAsikyO
18571	nAsiram	raH	nAsiraH
18585	niHSaNka	Nkam	niHSaNkam
18590	niHSeza	zam	niHSezam
18590	niHSeza	zeRa	niHSezeRa
18595	niHSvasita	tam	niHSvasitam
18598	niHsaMga	gaH	niHsaMgaH
18614	niHsvanaH	naH	niHsvanaH
18617	nikawa	waH	nikawaH
18617	nikawa	wam	nikawam
18619	nikAma	maH	nikAmaH
18619	nikAma	mam	nikAmam
18619	nikAma	mam	nikAmam
18642	nikfta	tam	nikftam
18643	nikfti	tiH	nikftiH
18647	nikfntana	nam	nikfntanam
18650	nikfzwa	zwam	nikfzwam
18653	niketanaH	nam	niketanam
18671	niKarva	rvam	niKarvam
18672	niKila	lena	niKilena
18673	nigaqa	qaH	nigaqaH
18673	nigaqa	qam	nigaqam
18680	nigadita	tam	nigaditam
18689	nigu	guH	niguH
18693	nigaraRam	RaH	nigaraRaH
18697	nigUQa	Qam	nigUQam
18706	nigrahaRa	Ram	nigrahaRam
18709	niGa	GaH	niGaH
18718	niGfzva	zvaH	niGfzvaH
18718	niGfzva	zvam	niGfzvam
18742	niRya	Ryam	niRyam
18745	nitambavat	tI	nitambavatI
18746	nitambin	nI	nitambinI
18749	nitAnta	tam	nitAntam
18750	nitya	tyaH	nityaH
18750	nitya	tyA	nityA
18750	nitya	tyam	nityam
18750	nitya	tyam	nityam
18756	nida	dam	nidam
18761	nidigDa	gDA	nidigDA
18767	nideSin	nI	nideSinI
18770	nidarSana	nam	nidarSanam
18770	nidarSana	nA	nidarSanA
18776	nidrAlu	luH	nidrAluH
18778	niDana	naH	niDanaH
18778	niDana	nam	niDanam
18778	niDana	naH	niDanaH
18778	niDana	nam	niDanam
18793	ninAdita	tam	ninAditam
18810	nipaH	paH	nipaH
18817	nipAtana	nam	nipAtanam
18828	nipIqanam	nA	nipIqanA
18830	nipuRa	Ram	nipuRam
18830	nipuRa	Ram	nipuRam
18837	nibanDaH	Dam	nibanDam
18841	nibarhaRa	nam	nibarhanam
18848	niBa	BaH	niBaH
18848	niBa	Bam	niBam
18853	niBfta	tA	niBftA
18853	niBfta	tam	niBftam
18853	niBfta	tam	niBftam
18884	nimna	mna	nimna
18894	niyata	tam	niyatam
18894	niyata	tam	niyatam
18902	niyAmaka	kaH	niyAmakaH
18908	niyukta	ktaH	niyuktaH
18908	niyukta	ktam	niyuktam
18915	niyojanam	nI	niyojanI
18931	nirasta	staH	nirastaH
18931	nirasta	stam	nirastam
18932	nirasana	nam	nirasanam
18934	nirasa	saH	nirasaH
18953	nirukta	ktam	niruktam
18959	nirUQa	QaH	nirUQaH
18986	nirGarzaRaka	kam	nirGarzaRakam
18995	nirjita	indriyaH	nirjitendriyaH
18996	nirJaraH	raH	nirJaraH
19019	nirdara	raH	nirdaraH
19019	nirdara	ram	nirdaram
19023	nirdahana	nam	nirdahanam
19026	nirdigDa	gDA	nirdigDA
19037	nirDUta	taH	nirDUtaH
19064	nirmanTya	Tyam	nirmanTyam
19068	nirmARam	RA	nirmARA
19071	nirmAlya	lyam	nirmAlyam
19073	nirmukta	ktaH	nirmuktaH
19109	nirvapaRa	Ram	nirvapaRam
19122	nirvAhaRa	Ram	nirvAhaRam
19125	nirvARa	Ram	nirvARam
19139	nirvfta	tam	nirvftam
19174	nivat	tA	nivattA
19179	nivara	raH	nivaraH
19190	nivAta	taH	nivAtaH
19190	nivAta	tam	nivAtam
19198	nivedanam	naH	nivedanaH
19201	nivirISa	sA	nivirIsA
19206	niveSanam	nI	niveSanI
19207	niviSeza	zaH	niviSezaH
19208	nivItam	taH	nivItaH
19208	nivItam	tam	nivItam
19213	nivfta	taH	nivftaH
19213	nivfta	tam	nivftam
19217	nivartana	nam	nivartanam
19220	nivftta	ttam	nivfttam
19224	nivezya	zyaH	nivezyaH
19224	nivezya	zyam	nivezyam
19233	niSAnta	tam	niSAntam
19241	niSita	tam	niSitam
19241	niSita	tA	niSitA
19244	niSArukaH	kam	niSArukam
19252	niScala	lA	niScalA
19260	niScita	tam	niScitam
19260	niScita	tam	niScitam
19278	nizadanam	naH	nizadanaH
19280	nizadvaraH	rA	nizadvarA
19280	nizadvaraH	rI	nizadvarI
19283	nizaDa	DAH	nizaDAH
19283	nizaDa	DaH	nizaDaH
19283	nizaDa	DA	nizaDA
19296	nizUdanam	naH	nizUdanaH
19302	nizkaH	zkaH	nizkaH
19320	nizkfta	tam	nizkftam
19325	nizkarzaH	zam	nizkarzam
19345	nizwya	zwyaH	nizwyaH
19345	nizwya	zwyA	nizwyA
19346	nizWa	zWA	nizWA
19355	nizWyUta	tam	nizWyUtam
19357	nizWura	ram	nizWuram
19368	nizpanda	ndaH	nizpandaH
19375	nizpAva	vaH	nizpAvaH
19383	nisUdana	nam	nisUdanam
19399	nispanda	daH	nispandaH
19413	nihIna	naH	nihInaH
19422	nIta	tam	nItam
19425	nITaH	TA	nITA
19425	nITaH	TA	nITA
19425	nITaH	Tam	nITam
19431	nIca	caH	nIcaH
19431	nIca	cA	nIcA
19431	nIca	cam	nIcam
19443	nIpa	paH	nIpaH
19443	nIpa	pam	nIpam
19449	nIla	laH	nIlaH
19449	nIla	lA	nIlA
19449	nIla	le	nIle
19449	nIla	lam	nIlam
19450	nIlakam	kaH	nIlakaH
19458	nIvaraH	ram	nIvaram
19477	nUtana	nam	nUtanam
19484	nfmRa	mRaH	nfmRaH
19484	nfmRa	mRam	nfmRam
19494	nfSaMsa	sam	nfSaMsam
19497	nfSaMsya	syam	nfSaMsyam
19515	nepaH	pam	nepam
19517	nepAlaH	lAH	nepAlAH
19517	nepAlaH	lam	nepAlam
19517	nepAlaH	lI	nepAlI
19520	nema	maH	nemaH
19521	nemiH	miH	nemiH
19529	nEka	kaH	nEkaH
19532	nEkawika	kaH	nEkawikaH
19536	nEgama	maH	nEgamaH
19539	nEcASAKa	Kam	nEcASAKam
19545	nEtyaka	kam	nEtyakam
19550	nEDana	nam	nEDanam
19553	nEpAla	lI	nEpAlI
19554	nEpAlika	kam	nEpAlikam
19560	nEmitta	ttaH	nEmittaH
19561	nEmittika	kaH	nEmittikaH
19561	nEmittika	kam	nEmittikam
19562	nEmiza	zam	nEmizam
19567	nEyamika	kam	nEyamikam
19577	nErftaH	tam	nErftam
19587	nErvAhika	kam	nErvAhikam
19602	nEzkika	kaH	nEzkikaH
19606	nEzWika	kaH	nEzWikaH
19626	nyakza	kzaH	nyakzaH
19626	nyakza	kzam	nyakzam
19627	nyagroDaH	DI	nyagroDI
19632	nyaYcanam	nI	nyaYcanI
19659	nyubja	bjaH	nyubjaH
19659	nyubja	bjam	nyubjam
19660	nyUna	nam	nyUnam
19660	nyUna	nam	nyUnam
19667	pa	paH	paH
19687	pakzya	kzyaH	pakzyaH
19693	paNkila	laH	paNkilaH
19695	paNkeruh	haH	paNkeruhaH
19701	paNgu	guH	paNguH
19704	paNgula	laH	paNgulaH
19710	pakva	kvam	pakvam
19714	paca	caH	pacaH
19714	paca	cA	pacA
19717	pacata	taH	pacataH
19717	pacata	tam	pacatam
19718	pacana	naH	pacanaH
19718	pacana	nA	pacanA
19718	pacana	nI	pacanI
19718	pacana	nam	pacanam
19723	pacelima	maH	pacelimaH
19728	pajra	jraH	pajraH
19733	paYcaka	kaH	paYcakaH
19733	paYcaka	kam	paYcakam
19733	paYcaka	kam	paYcakam
19736	paYcatA	paYcatAM	paYcatAM
19736	paYcatA	tvam gam	paYcatvam
19736	paYcatA	yA	paYcatAyA
19740	paYcama	maH	paYcamaH
19740	paYcama	mam	paYcamam
19740	paYcama	mam	paYcamam
19740	paYcama	mI	paYcamI
19748	paYcAlAH	laH	paYcAlaH
19754	paYjaram	raH	paYjaraH
19754	paYjaram	ram	paYjaram
19754	paYjaram	raH	paYjaraH
19759	pawaH	waH	pawaH
19759	pawaH	wam	pawam
19761	pawamaya	yaH	pawamayaH
19762	pawaccaraH	ram	pawaccaram
19765	pawalam	laH	pawalaH
19765	pawalam	lI	pawalI
19765	pawalam	laH	pawalaH
19765	pawalam	lam	pawalam
19775	pawIra	raH	pawIraH
19775	pawIra	ram	pawIram
19776	pawu	wuH	pawuH
19776	pawu	wu	pawu
19776	pawu	wu	pawu
19779	pawolaH	lam	pawolam
19781	pawwaH	wwI	pawwI
19810	paRita	tam	paRitam
19812	paRya	RyaH	paRyaH
19820	paRqita	taH	paRqitaH
19821	paRqitaka	kaH	paRqitakaH
19826	pata	taH	pataH
19827	pataka	kaH	patakaH
19828	pataNgaH	Ngam	pataNgam
19838	patanIya	yam	patanIyam
19842	patita	tam	patitam
19843	patera	raH	pateraH
19850	patAkin	nI	patAkinI
19869	patrala	lam	patralam
19878	paTakaH	kaH	paTakaH
19878	paTakaH	kam	paTakam
19884	paTya	TyA	paTyA
19884	paTya	Tyam	paTyam
19887	padam	daH	padaH
19888	padakam	kaH	padakaH
19897	padika	kaH	padikaH
19897	padika	kam	padikam
19902	panna	nnam	pannam
19903	padma	dmam	padmam
19903	padma	dmaH	padmaH
19903	padma	dmA	padmA
19911	padya	dyaH	padyaH
19911	padya	dyA	padyA
19911	padya	dyam	padyam
19919	panasaH	sA	panasA
19919	panasaH	sI	panasI
19919	panasaH	sam	panasam
19926	papu	puH	papuH
19930	payasya	syaH	payasyaH
19930	payasya	syA	payasyA
19932	payasvala	laH	payasvalaH
19933	payasvin	nI	payasvinI
19937	para	raH	paraH
19937	para	ram	param
19938	parakIya	yA	parakIyA
19942	paratra	tram	paratram
19944	paraMtapa	paH	paraMtapaH
19945	parama	mam	paramam
19945	parama	mam	paramam
19951	paramezWa	zWaH	paramezWaH
19953	paraMpara	raH	paraMparaH
19953	paraMpara	rA	paraMparA
19959	paraYjaH	jA	paraYjA
19959	paraYjaH	jam	paraYjam
19969	parAka	kaH	parAkaH
19986	parAcIna	nam	parAcInam
20032	parAsaH	sam	parAsam
20036	parAsu	parAsutA	parAsutA
20036	parAsu	parAsutvam	parAsutvam
20040	parAhata	tam	parAhatam
20040	parAhata	tiH	parAhatiH
20075	parikrAnta	tam	parikrAntam
20082	pariklizwa	zwam	pariklizwam
20085	parikvaRana	naH	parikvaRanaH
20132	pariGaH	GO	pariGO
20144	paricara	raH	paricaraH
20145	paricaraRaH	Ram	paricaraRam
20196	pariRata	taH	pariRataH
20196	pariRata	tam	pariRatam
20220	paritakmya	kmyA	paritakmyA
20234	paritozaRa	Ram	paritozaRam
20240	parityakta	ktam	parityaktam
20269	pariDAnIyam	yA	pariDAnIyA
20284	parinirvARa	Ram	parinirvARam
20326	paripelava	vam	paripelavam
20337	pariplava	vaH	pariplavaH
20338	paripluta	tam	pariplutam
20338	paripluta	tA	pariplutA
20338	paripluta	ti	paripluti
20349	paribfMhita	tam	paribfMhitam
20386	parimaRqala	lam	parimaRqalam
20386	parimaRqala	laH	parimaRqalaH
20430	parimlAna	nam	parimlAnam
20463	parivAdin	nI	parivAdinI
20493	parivIta	tam	parivItam
20494	parivfQa	QaH	parivfQaH
20500	parivfta	tam	parivftam
20507	parivartita	tam	parivartitam
20510	parivftta	ttam	parivfttam
20520	parivedanam	nA	parivedanA
20538	pariSizwa	zwam	pariSizwam
20548	pariSuzka	zkam	pariSuzkam
20568	parizkaRRa	RRaH	parizkaRRaH
20569	parizkanda	ndaH	parizkandaH
20585	parisaMvatsara	raH	parisaMvatsaraH
20642	parihArya	ryaH	parihAryaH
20667	paruza	zam	paruzam
20672	pareta	taH	paretaH
20677	parokza	kzaH	parokzaH
20677	parokza	kzam	parokzam
20685	parkawaH	wam	parkawam
20690	parRam	rRaH	parRaH
20701	parpawaH	wI	parpawI
20704	parparIRam	RaH	parparIRaH
20714	paryanta	taH	paryantaH
20752	paryApta	ptam	paryAptam
20769	paryukzaRam	RI	paryukzaRI
20806	palaH	lam	palam
20809	palaMkazaH	zA	palaMkazA
20811	palalaH	lam	palalam
20826	palASa	SaH	palASaH
20826	palASa	Sam	palASam
20826	palASa	SI	palASI
20833	palita	tam	palitam
20845	pallavaH	vaH	pallavaH
20849	pallavikaH	kA	pallavikA
20850	pallavita	taH	pallavitaH
20856	pavaH	vA	pavA
20856	pavaH	vam	pavam
20858	pavana	naH	pavanaH
20858	pavana	nam	pavanam
20858	pavana	nI	pavanI
20860	pavita	tam	pavitam
20864	pavitra	tram	pavitram
20864	pavitra	trA	pavitrA
20877	paSavya	vyam	paSavyam
20880	paSca	ScA	paScA
20891	pastyam	styA	pastyA
20893	paspaSaH	SAH	paspaSAH
20901	pAMsana	nam	pAMsanam
20905	pAMsula	laH	pAMsulaH
20905	pAMsula	laH	pAMsulaH
20905	pAMsula	lam	pAMsulam
20905	pAMsula	lA	pAMsulA
20907	pAka	kaH	pAkaH
20913	pAkya	kyaH	pAkyaH
20916	pAkzika	kaH	pAkzikaH
20922	pAcaka	kaH	pAcakaH
20922	pAcaka	kam	pAcakam
20923	pAcana	naH	pAcanaH
20923	pAcana	nam	pAcanam
20924	pAcanakaH	kam	pAcanakam
20926	pAcala	laH	pAcalaH
20935	pAYcanada	daH	pAYcanadaH
20937	pAYcayajYika	kam	pAYcayajYikam
20942	pAYcAla	laH	pAYcAlaH
20942	pAYcAla	lAH	pAYcAlAH
20943	pAYcAlaka	kaH	pAYcAlakaH
20949	pAwaH	wA	pAwA
20954	pAwala	laH	pAwalaH
20954	pAwala	lam	pAwalam
20962	pAwalika	kaH	pAwalikaH
20974	pAWadvya	m	pAWadvyam
20977	pARiH	RiH	pARiH
20980	pARika	kaH	pARikaH
20983	pARinIya	yaH	pARinIyaH
20983	pARinIya	yam	pARinIyam
20984	pARqara	ram	pARqaram
20991	pARqu	RquH	pARquH
20994	pARqura	ram	pARquram
20997	pARqyAH	RqyaH	pARqyaH
21003	pAtana	nam	pAtanam
21007	pAtuka	kaH	pAtukaH
21013	pAtaYjala	lam	pAtaYjalam
21014	pAtAlam	laH	pAtAlaH
21021	pAtram	traH	pAtraH
21021	pAtram	trI	pAtrI
21023	pAtrawa	waH	pAtrawaH
21028	pAtrika	kam	pAtrikam
21028	pAtrika	kI	pAtrikI
21028	pAtrika	kA	pAtrikA
21037	pATaH	Tam	pATam
21045	pAdAtaH	tam	pAdAtam
